--- Start
Calibration finished !

Learning mode activated? 
False
iteration,date,init_position,final_position,time
0,2021-12-28-09:24:13,-1,7,3.379933
1,2021-12-28-09:24:16,7,2,2.744171
2,2021-12-28-09:24:19,2,3,2.616123
3,2021-12-28-09:24:22,3,1,2.684275
4,2021-12-28-09:24:23,1,7,1.703853
5,2021-12-28-09:24:25,7,1,1.659725
6,2021-12-28-09:24:27,1,5,2.095842
7,2021-12-28-09:24:29,5,4,1.816403
8,2021-12-28-09:24:31,4,5,2.677233
9,2021-12-28-09:24:35,5,3,3.605788
10,2021-12-28-09:24:38,3,0,2.434808
11,2021-12-28-09:24:40,0,2,1.794909
12,2021-12-28-09:24:43,2,6,3.115447
13,2021-12-28-09:24:46,6,3,3.087782
14,2021-12-28-09:24:49,3,0,3.336684
15,2021-12-28-09:24:51,0,2,1.952697
16,2021-12-28-09:24:54,2,7,2.640594
17,2021-12-28-09:24:57,7,0,3.158866
18,2021-12-28-09:25:00,0,3,3.340091
19,2021-12-28-09:25:04,3,6,3.401757
20,2021-12-28-09:25:07,6,0,3.106290
21,2021-12-28-09:25:10,0,6,2.892936
22,2021-12-28-09:25:13,6,7,3.432136
23,2021-12-28-09:25:16,7,6,2.607191
24,2021-12-28-09:25:20,6,1,3.973449
25,2021-12-28-09:25:21,1,7,1.767979
26,2021-12-28-09:25:23,7,1,1.651407
27,2021-12-28-09:25:27,1,6,3.595256
28,2021-12-28-09:25:30,6,4,3.432684
29,2021-12-28-09:25:33,4,6,3.476426
30,2021-12-28-09:25:37,6,2,3.240977
31,2021-12-28-09:25:39,2,7,2.634971
32,2021-12-28-09:25:43,7,4,3.238842
33,2021-12-28-09:25:45,4,2,1.918621
34,2021-12-28-09:25:46,2,0,1.788641
35,2021-12-28-09:25:49,0,6,3.083961
36,2021-12-28-09:25:52,6,7,2.636485
37,2021-12-28-09:25:55,7,6,2.696015
38,2021-12-28-09:25:58,6,5,2.789126
39,2021-12-28-09:26:01,5,3,3.332548
40,2021-12-28-09:26:05,3,1,3.885412
41,2021-12-28-09:26:06,1,7,1.688740
42,2021-12-28-09:26:10,7,6,4.057929
43,2021-12-28-09:26:14,6,4,3.724884
44,2021-12-28-09:26:18,4,6,3.488004
45,2021-12-28-09:26:22,6,1,4.076640
46,2021-12-28-09:26:23,1,0,1.076965
47,2021-12-28-09:26:25,0,2,1.733930
48,2021-12-28-09:26:27,2,7,2.641824
49,2021-12-28-09:26:30,7,2,2.628781
50,2021-12-28-09:26:32,2,0,1.765534
51,2021-12-28-09:26:33,0,1,1.076182
52,2021-12-28-09:26:34,1,0,1.085204
53,2021-12-28-09:26:36,0,7,1.948594
54,2021-12-28-09:26:38,7,0,2.325714
55,2021-12-28-09:26:40,0,5,1.978512
56,2021-12-28-09:26:42,5,1,2.014618
57,2021-12-28-09:26:45,1,6,2.686398
58,2021-12-28-09:26:48,6,2,3.179103
59,2021-12-28-09:26:50,2,5,1.591461
60,2021-12-28-09:26:52,5,0,2.465964
61,2021-12-28-09:26:54,0,4,1.539182
62,2021-12-28-09:26:56,4,3,2.131721
63,2021-12-28-09:26:58,3,1,2.444427
64,2021-12-28-09:27:00,1,7,1.807070
65,2021-12-28-09:27:04,7,3,4.366040
66,2021-12-28-09:27:08,3,5,3.921178
67,2021-12-28-09:27:10,5,1,2.300998
68,2021-12-28-09:27:13,1,2,2.282877
69,2021-12-28-09:27:16,2,7,3.246509
70,2021-12-28-09:27:18,7,4,1.976999
71,2021-12-28-09:27:20,4,7,2.107280
72,2021-12-28-09:27:23,7,5,2.858039
73,2021-12-28-09:27:26,5,7,2.688652
74,2021-12-28-09:27:28,7,2,2.735020
75,2021-12-28-09:27:30,2,4,1.938271
76,2021-12-28-09:27:32,4,7,1.918838
77,2021-12-28-09:27:35,7,0,2.297870
78,2021-12-28-09:27:36,0,4,1.571501
79,2021-12-28-09:27:38,4,0,1.607373
80,2021-12-28-09:27:39,0,1,1.194106
81,2021-12-28-09:27:41,1,3,2.322971
82,2021-12-28-09:27:44,3,1,2.745871
83,2021-12-28-09:27:45,1,0,1.226941
84,2021-12-28-09:27:47,0,5,2.221048
85,2021-12-28-09:27:51,5,6,3.327109
86,2021-12-28-09:27:54,6,4,3.627067
