--- Start
Calibration finished !

Learning mode activated? 
False
iteration,date,init_position,final_position,time
0,2021-12-28-09:24:24,-1,4,3.508688
1,2021-12-28-09:24:26,4,3,2.135863
2,2021-12-28-09:24:30,3,4,3.997367
3,2021-12-28-09:24:35,4,1,5.000783
4,2021-12-28-09:24:39,1,6,3.583583
5,2021-12-28-09:24:42,6,5,3.169029
6,2021-12-28-09:24:44,5,1,1.955036
7,2021-12-28-09:24:45,1,4,1.601602
8,2021-12-28-09:24:48,4,2,2.146359
9,2021-12-28-09:24:50,2,1,1.995179
10,2021-12-28-09:24:51,1,7,1.795508
11,2021-12-28-09:24:53,7,0,2.002648
12,2021-12-28-09:24:57,0,6,3.695369
13,2021-12-28-09:25:00,6,4,3.278959
14,2021-12-28-09:25:02,4,3,2.152388
15,2021-12-28-09:25:06,3,2,3.328538
16,2021-12-28-09:25:07,2,5,1.540482
17,2021-12-28-09:25:10,5,3,3.157454
18,2021-12-28-09:25:15,3,5,4.067705
19,2021-12-28-09:25:17,5,1,2.008444
20,2021-12-28-09:25:19,1,6,2.693399
21,2021-12-28-09:25:23,6,7,3.360579
22,2021-12-28-09:25:26,7,4,3.421016
23,2021-12-28-09:25:30,4,0,3.894096
24,2021-12-28-09:25:31,0,1,1.119916
25,2021-12-28-09:25:33,1,7,1.813892
26,2021-12-28-09:25:36,7,2,2.921115
27,2021-12-28-09:25:38,2,7,2.556842
28,2021-12-28-09:25:41,7,2,2.672431
29,2021-12-28-09:25:43,2,4,1.863441
30,2021-12-28-09:25:45,4,3,2.121606
31,2021-12-28-09:25:48,3,0,3.014721
32,2021-12-28-09:25:50,0,4,1.538284
33,2021-12-28-09:25:53,4,6,3.487780
34,2021-12-28-09:25:57,6,1,3.583031
35,2021-12-28-09:25:59,1,3,2.283923
36,2021-12-28-09:26:01,3,0,2.428651
37,2021-12-28-09:26:05,0,3,3.185890
38,2021-12-28-09:26:07,3,6,2.055033
39,2021-12-28-09:26:09,6,5,2.811340
40,2021-12-28-09:26:13,5,4,3.431031
41,2021-12-28-09:26:16,4,6,3.375283
42,2021-12-28-09:26:20,6,1,3.720203
43,2021-12-28-09:26:21,1,4,1.344507
44,2021-12-28-09:26:25,4,2,4.147432
45,2021-12-28-09:26:27,2,4,1.846908
46,2021-12-28-09:26:31,4,0,3.988579
47,2021-12-28-09:26:34,0,6,2.852750
48,2021-12-28-09:26:37,6,0,2.813362
49,2021-12-28-09:26:38,0,1,1.110088
50,2021-12-28-09:26:41,1,6,2.719667
51,2021-12-28-09:26:44,6,7,3.460589
52,2021-12-28-09:26:48,7,3,3.331923
53,2021-12-28-09:26:50,3,1,2.522478
54,2021-12-28-09:26:52,1,2,2.038739
55,2021-12-28-09:26:54,2,4,1.848478
56,2021-12-28-09:26:55,4,1,1.362258
57,2021-12-28-09:26:56,1,0,1.125157
58,2021-12-28-09:27:00,0,3,3.542668
59,2021-12-28-09:27:04,3,1,4.392701
60,2021-12-28-09:27:07,1,5,2.317190
61,2021-12-28-09:27:10,5,6,3.152896
62,2021-12-28-09:27:15,6,3,4.741470
63,2021-12-28-09:27:18,3,2,3.419354
64,2021-12-28-09:27:21,2,3,2.986291
65,2021-12-28-09:27:24,3,0,3.186834
66,2021-12-28-09:27:26,0,5,2.141448
67,2021-12-28-09:27:28,5,2,1.675245
68,2021-12-28-09:27:30,2,0,1.777108
