--- Start
Calibration finished !

Learning mode activated? 
False
iteration,date,init_position,final_position,time
0,2022-01-02-04:55:14,-1,7,2.773465
1,2022-01-02-04:55:17,7,5,2.743817
2,2022-01-02-04:55:20,5,6,3.101248
3,2022-01-02-04:55:23,6,7,2.587671
4,2022-01-02-04:55:26,7,2,2.962873
5,2022-01-02-04:55:29,2,5,3.618058
6,2022-01-02-04:55:32,5,7,2.598935
7,2022-01-02-04:55:35,7,6,2.519958
8,2022-01-02-04:55:38,6,4,3.484225
9,2022-01-02-04:55:39,4,1,1.304802
10,2022-01-02-04:55:42,1,3,2.186942
11,2022-01-02-04:55:45,3,7,3.268822
12,2022-01-02-04:55:48,7,0,3.025242
13,2022-01-02-04:55:50,0,2,1.725109
14,2022-01-02-04:55:52,2,7,2.631387
15,2022-01-02-04:55:55,7,3,3.231031
16,2022-01-02-04:55:58,3,1,2.225016
17,2022-01-02-04:56:00,1,2,1.979606
18,2022-01-02-04:56:02,2,7,2.597124
19,2022-01-02-04:56:05,7,2,2.567836
20,2022-01-02-04:56:08,2,3,2.928580
21,2022-01-02-04:56:11,3,5,2.970751
22,2022-01-02-04:56:14,5,6,3.145769
23,2022-01-02-04:56:18,6,3,3.878327
24,2022-01-02-04:56:20,3,0,2.633149
25,2022-01-02-04:56:22,0,4,1.481729
26,2022-01-02-04:56:23,4,0,1.481742
27,2022-01-02-04:56:24,0,1,1.028330
28,2022-01-02-04:56:26,1,5,1.920433
29,2022-01-02-04:56:28,5,2,1.571666
30,2022-01-02-04:56:29,2,5,1.507436
31,2022-01-02-04:56:31,5,1,1.942480
32,2022-01-02-04:56:32,1,0,1.089504
33,2022-01-02-04:56:35,0,5,2.131388
34,2022-01-02-04:56:38,5,6,3.078636
35,2022-01-02-04:56:41,6,1,3.599422
36,2022-01-02-04:56:42,1,0,1.045113
37,2022-01-02-04:56:44,0,5,1.899474
38,2022-01-02-04:56:48,5,2,3.668362
39,2022-01-02-04:56:52,2,1,4.164527
40,2022-01-02-04:56:54,1,5,1.994391
41,2022-01-02-04:56:56,5,4,1.828455
42,2022-01-02-04:56:58,4,3,2.072611
43,2022-01-02-04:57:00,3,1,2.245511
44,2022-01-02-04:57:02,1,5,2.083361
45,2022-01-02-04:57:06,5,4,3.542803
46,2022-01-02-04:57:08,4,3,2.123199
47,2022-01-02-04:57:11,3,1,3.443706
48,2022-01-02-04:57:13,1,7,1.618644
49,2022-01-02-04:57:16,7,6,2.603798
50,2022-01-02-04:57:18,6,5,2.894575
51,2022-01-02-04:57:21,5,7,2.589046
52,2022-01-02-04:57:24,7,4,3.254168
53,2022-01-02-04:57:26,4,2,1.797411
54,2022-01-02-04:57:28,2,0,1.716872
55,2022-01-02-04:57:29,0,4,1.519739
56,2022-01-02-04:57:31,4,3,2.047058
57,2022-01-02-04:57:34,3,7,2.190505
58,2022-01-02-04:57:36,7,6,2.589473
59,2022-01-02-04:57:39,6,0,2.861618
60,2022-01-02-04:57:41,0,7,1.954030
61,2022-01-02-04:57:43,7,0,2.269231
62,2022-01-02-04:57:45,0,5,1.978287
63,2022-01-02-04:57:47,5,2,1.520926
64,2022-01-02-04:57:48,2,5,1.501717
65,2022-01-02-04:57:51,5,7,2.581638
66,2022-01-02-04:57:54,7,4,3.330254
67,2022-01-02-04:57:57,4,6,3.221490
68,2022-01-02-04:58:01,6,0,3.486993
69,2022-01-02-04:58:03,0,5,1.851655
70,2022-01-02-04:58:05,5,0,1.896384
71,2022-01-02-04:58:07,0,3,2.458037
72,2022-01-02-04:58:11,3,2,4.360315
73,2022-01-02-04:58:15,2,0,3.897959
74,2022-01-02-04:58:17,0,5,1.932572
75,2022-01-02-04:58:19,5,0,1.880445
76,2022-01-02-04:58:21,0,2,1.689459
77,2022-01-02-04:58:22,2,0,1.677614
78,2022-01-02-04:58:25,0,5,2.230208
79,2022-01-02-04:58:26,5,2,1.633722
80,2022-01-02-04:58:28,2,0,1.729846
81,2022-01-02-04:58:29,0,1,1.040402
82,2022-01-02-04:58:30,1,4,1.322291
83,2022-01-02-04:58:32,4,0,1.519994
84,2022-01-02-04:58:34,0,5,2.027697
85,2022-01-02-04:58:36,5,4,1.990047
86,2022-01-02-04:58:37,4,1,1.325507
87,2022-01-02-04:58:39,1,2,1.963361
88,2022-01-02-04:58:41,2,1,1.953040
89,2022-01-02-04:58:43,1,2,1.986331
90,2022-01-02-04:58:46,2,3,2.622057
91,2022-01-02-04:58:48,3,1,2.462690
92,2022-01-02-04:58:50,1,2,1.928303
93,2022-01-02-04:58:52,2,4,1.753666
94,2022-01-02-04:58:54,4,7,1.845390
95,2022-01-02-04:58:56,7,5,2.589160
96,2022-01-02-04:58:59,5,3,2.186505
97,2022-01-02-04:59:01,3,0,2.435229
98,2022-01-02-04:59:02,0,1,1.045549
99,2022-01-02-04:59:04,1,5,2.017883
100,2022-01-02-04:59:07,5,3,3.004114
101,2022-01-02-04:59:10,3,6,3.135888
102,2022-01-02-04:59:14,6,7,4.076664
103,2022-01-02-04:59:19,7,2,4.510604
104,2022-01-02-04:59:23,2,5,3.869797
105,2022-01-02-04:59:25,5,0,1.856389
106,2022-01-02-04:59:26,0,2,1.718079
107,2022-01-02-04:59:29,2,7,2.503698
108,2022-01-02-04:59:31,7,2,2.627353
109,2022-01-02-04:59:34,2,7,2.641221
110,2022-01-02-04:59:38,7,3,3.903167
111,2022-01-02-04:59:41,3,6,3.399309
112,2022-01-02-04:59:43,6,3,2.049881
113,2022-01-02-04:59:46,3,0,2.412729
114,2022-01-02-04:59:47,0,4,1.493332
115,2022-01-02-04:59:49,4,1,1.297694
116,2022-01-02-04:59:50,1,7,1.659436
117,2022-01-02-04:59:53,7,5,2.748134
118,2022-01-02-04:59:56,5,4,3.302707
119,2022-01-02-05:00:00,4,7,3.209783
120,2022-01-02-05:00:03,7,4,3.125092
121,2022-01-02-05:00:05,4,7,1.861152
122,2022-01-02-05:00:07,7,5,2.571457
123,2022-01-02-05:00:09,5,1,1.954707
124,2022-01-02-05:00:11,1,2,1.941767
125,2022-01-02-05:00:14,2,6,3.129140
126,2022-01-02-05:00:17,6,0,2.908027
127,2022-01-02-05:00:19,0,7,1.920101
128,2022-01-02-05:00:21,7,0,2.093235
129,2022-01-02-05:00:23,0,5,2.117398
130,2022-01-02-05:00:26,5,4,3.240357
131,2022-01-02-05:00:28,4,3,2.084331
132,2022-01-02-05:00:32,3,4,3.440197
133,2022-01-02-05:00:36,4,2,4.246887
134,2022-01-02-05:00:40,2,0,3.971544
135,2022-01-02-05:00:42,0,5,1.929773
136,2022-01-02-05:00:45,5,7,2.586020
137,2022-01-02-05:00:48,7,3,3.261386
138,2022-01-02-05:00:50,3,6,2.023801
139,2022-01-02-05:00:52,6,3,1.963289
140,2022-01-02-05:00:55,3,2,2.748754
141,2022-01-02-05:00:58,2,6,3.033261
142,2022-01-02-05:01:01,6,7,3.354579
143,2022-01-02-05:01:04,7,0,3.049263
144,2022-01-02-05:01:08,0,6,3.463694
145,2022-01-02-05:01:11,6,2,3.192315
146,2022-01-02-05:01:14,2,6,3.096501
147,2022-01-02-05:01:17,6,2,3.244608
148,2022-01-02-05:01:20,2,7,2.996917
149,2022-01-02-05:01:23,7,2,2.619590
150,2022-01-02-05:01:25,2,1,1.935041
151,2022-01-02-05:01:26,1,0,1.029517
152,2022-01-02-05:01:27,0,1,1.025384
153,2022-01-02-05:01:28,1,0,1.022275
154,2022-01-02-05:01:30,0,6,2.755696
155,2022-01-02-05:01:33,6,0,2.940276
156,2022-01-02-05:01:34,0,1,1.036057
157,2022-01-02-05:01:38,1,6,3.593646
158,2022-01-02-05:01:41,6,0,3.458075
159,2022-01-02-05:01:43,0,5,1.822190
160,2022-01-02-05:01:45,5,2,1.612750
161,2022-01-02-05:01:47,2,1,1.960231
162,2022-01-02-05:01:48,1,4,1.327350
163,2022-01-02-05:01:50,4,1,1.331878
164,2022-01-02-05:01:52,1,3,2.287050
165,2022-01-02-05:01:54,3,4,2.220681
166,2022-01-02-05:01:56,4,5,1.739742
167,2022-01-02-05:01:59,5,2,3.645226
168,2022-01-02-05:02:01,2,4,1.740095
169,2022-01-02-05:02:04,4,5,3.238916
170,2022-01-02-05:02:06,5,2,1.582993
171,2022-01-02-05:02:09,2,6,3.100834
172,2022-01-02-05:02:13,6,0,3.505781
173,2022-01-02-05:02:16,0,3,3.325691
174,2022-01-02-05:02:19,3,2,2.657430
175,2022-01-02-05:02:23,2,1,4.322732
176,2022-01-02-05:02:25,1,5,1.919036
177,2022-01-02-05:02:28,5,6,3.110896
178,2022-01-02-05:02:31,6,3,3.138297
179,2022-01-02-05:02:34,3,2,2.894052
180,2022-01-02-05:02:38,2,7,4.443839
