--- Start
Calibration finished !

Learning mode activated? 
False
iteration,date,init_position,final_position,time
0,2022-01-02-08:14:52,-1,3,2.635340
1,2022-01-02-08:14:55,3,7,3.254554
2,2022-01-02-08:14:58,7,0,3.063710
3,2022-01-02-08:15:00,0,2,1.718909
4,2022-01-02-08:15:02,2,7,2.554717
5,2022-01-02-08:15:05,7,5,2.692194
6,2022-01-02-08:15:07,5,1,1.996102
7,2022-01-02-08:15:09,1,2,2.102794
8,2022-01-02-08:15:12,2,7,2.505830
9,2022-01-02-08:15:15,7,3,3.198344
10,2022-01-02-08:15:17,3,0,2.389687
11,2022-01-02-08:15:19,0,7,1.924274
12,2022-01-02-08:15:21,7,1,1.632185
13,2022-01-02-08:15:23,1,5,2.117293
14,2022-01-02-08:15:25,5,4,2.454918
15,2022-01-02-08:15:27,4,3,2.050232
16,2022-01-02-08:15:31,3,7,3.281534
17,2022-01-02-08:15:34,7,1,3.284963
18,2022-01-02-08:15:35,1,4,1.276600
19,2022-01-02-08:15:37,4,0,1.513789
20,2022-01-02-08:15:39,0,7,1.916835
21,2022-01-02-08:15:40,7,1,1.631943
22,2022-01-02-08:15:42,1,4,1.315793
23,2022-01-02-08:15:45,4,6,3.433959
24,2022-01-02-08:15:48,6,7,2.722470
25,2022-01-02-08:15:51,7,0,3.159452
26,2022-01-02-08:15:53,0,7,1.932812
27,2022-01-02-08:15:57,7,6,3.970645
28,2022-01-02-08:16:00,6,2,3.164408
29,2022-01-02-08:16:03,2,6,3.062454
30,2022-01-02-08:16:06,6,1,2.632993
31,2022-01-02-08:16:08,1,2,1.931342
32,2022-01-02-08:16:11,2,6,3.146516
33,2022-01-02-08:16:14,6,3,3.709634
34,2022-01-02-08:16:18,3,7,3.291415
35,2022-01-02-08:16:21,7,1,3.403974
36,2022-01-02-08:16:23,1,3,2.244035
37,2022-01-02-08:16:26,3,0,2.389059
38,2022-01-02-08:16:27,0,4,1.487802
39,2022-01-02-08:16:29,4,0,1.483807
40,2022-01-02-08:16:30,0,4,1.499139
41,2022-01-02-08:16:32,4,0,1.485206
42,2022-01-02-08:16:35,0,6,2.872724
43,2022-01-02-08:16:37,6,3,1.996050
44,2022-01-02-08:16:39,3,0,2.349503
45,2022-01-02-08:16:41,0,7,1.918460
46,2022-01-02-08:16:44,7,2,2.720823
47,2022-01-02-08:16:46,2,7,2.544929
48,2022-01-02-08:16:49,7,2,2.555265
49,2022-01-02-08:16:51,2,4,1.747794
50,2022-01-02-08:16:54,4,6,3.401145
51,2022-01-02-08:16:57,6,0,3.543449
52,2022-01-02-08:16:59,0,1,1.051372
53,2022-01-02-08:17:01,1,3,2.186541
54,2022-01-02-08:17:03,3,6,1.929854
55,2022-01-02-08:17:05,6,5,2.660560
56,2022-01-02-08:17:07,5,0,1.881866
57,2022-01-02-08:17:09,0,5,1.922613
58,2022-01-02-08:17:11,5,1,1.929260
59,2022-01-02-08:17:12,1,0,1.031063
60,2022-01-02-08:17:14,0,3,2.422893
61,2022-01-02-08:17:17,3,7,2.183708
62,2022-01-02-08:17:21,7,3,3.924706
63,2022-01-02-08:17:24,3,6,3.395179
64,2022-01-02-08:17:27,6,1,2.793307
65,2022-01-02-08:17:28,1,7,1.647462
66,2022-01-02-08:17:31,7,5,2.781831
67,2022-01-02-08:17:33,5,1,1.922808
68,2022-01-02-08:17:35,1,2,1.928245
69,2022-01-02-08:17:38,2,6,3.195185
70,2022-01-02-08:17:42,6,0,3.463906
71,2022-01-02-08:17:43,0,1,1.045892
72,2022-01-02-08:17:46,1,6,3.587690
73,2022-01-02-08:17:50,6,1,3.574573
74,2022-01-02-08:17:52,1,3,2.236732
