--- Start
Calibration finished !

Learning mode activated? 
False
iteration,date,init_position,final_position,time
0,2022-01-02-01:44:02,-1,3,2.605371
1,2022-01-02-01:44:05,3,7,2.124229
2,2022-01-02-01:44:07,7,0,1.916425
3,2022-01-02-01:44:08,0,2,1.730403
4,2022-01-02-01:44:11,2,7,2.648649
5,2022-01-02-01:44:14,7,5,2.644791
6,2022-01-02-01:44:15,5,1,1.924475
7,2022-01-02-01:44:17,1,2,2.010126
8,2022-01-02-01:44:20,2,7,2.603747
9,2022-01-02-01:44:23,7,3,3.306879
10,2022-01-02-01:44:26,3,0,2.441565
11,2022-01-02-01:44:28,0,7,2.018099
12,2022-01-02-01:44:30,7,1,1.751893
13,2022-01-02-01:44:32,1,5,1.933962
14,2022-01-02-01:44:35,5,4,3.276236
15,2022-01-02-01:44:37,4,3,2.132070
16,2022-01-02-01:44:41,3,7,3.736453
17,2022-01-02-01:44:42,7,1,1.682411
18,2022-01-02-01:44:44,1,4,1.327840
19,2022-01-02-01:44:45,4,0,1.538928
20,2022-01-02-01:44:47,0,7,1.929516
21,2022-01-02-01:44:49,7,1,1.656261
22,2022-01-02-01:44:50,1,4,1.337889
23,2022-01-02-01:44:54,4,6,3.440399
24,2022-01-02-01:44:58,6,7,4.038381
25,2022-01-02-01:45:00,7,0,1.933938
26,2022-01-02-01:45:02,0,7,1.940610
27,2022-01-02-01:45:06,7,6,4.049040
28,2022-01-02-01:45:09,6,2,3.161332
29,2022-01-02-01:45:12,2,6,3.084269
30,2022-01-02-01:45:15,6,1,2.715041
31,2022-01-02-01:45:17,1,2,2.012532
32,2022-01-02-01:45:20,2,6,3.125040
33,2022-01-02-01:45:22,6,3,1.991533
34,2022-01-02-01:45:25,3,7,3.303103
35,2022-01-02-01:45:28,7,1,3.226151
36,2022-01-02-01:45:31,1,3,2.435411
37,2022-01-02-01:45:33,3,0,2.446915
38,2022-01-02-01:45:35,0,4,1.555281
39,2022-01-02-01:45:36,4,0,1.523257
40,2022-01-02-01:45:38,0,4,1.529503
41,2022-01-02-01:45:39,4,0,1.584320
42,2022-01-02-01:45:43,0,6,3.451934
43,2022-01-02-01:45:46,6,3,3.725041
44,2022-01-02-01:45:49,3,0,2.421977
45,2022-01-02-01:45:51,0,7,1.952668
46,2022-01-02-01:45:53,7,2,2.561972
47,2022-01-02-01:45:56,2,7,2.531421
48,2022-01-02-01:45:58,7,2,2.566616
49,2022-01-02-01:46:00,2,4,1.766773
50,2022-01-02-01:46:04,4,6,3.478787
51,2022-01-02-01:46:07,6,0,3.631525
52,2022-01-02-01:46:08,0,1,1.059353
53,2022-01-02-01:46:11,1,3,2.256586
54,2022-01-02-01:46:13,3,6,2.062798
55,2022-01-02-01:46:16,6,5,2.829083
56,2022-01-02-01:46:18,5,0,1.954040
57,2022-01-02-01:46:20,0,5,2.100754
58,2022-01-02-01:46:22,5,1,1.996948
59,2022-01-02-01:46:23,1,0,1.061302
60,2022-01-02-01:46:25,0,3,2.452252
61,2022-01-02-01:46:28,3,7,3.333073
62,2022-01-02-01:46:32,7,3,3.252112
63,2022-01-02-01:46:34,3,6,2.061473
64,2022-01-02-01:46:36,6,1,2.673399
65,2022-01-02-01:46:38,1,7,1.694997
66,2022-01-02-01:46:41,7,5,2.739479
67,2022-01-02-01:46:43,5,1,1.917838
68,2022-01-02-01:46:45,1,2,1.946162
69,2022-01-02-01:46:48,2,6,3.151305
70,2022-01-02-01:46:51,6,0,3.470161
71,2022-01-02-01:46:52,0,1,1.063425
72,2022-01-02-01:46:55,1,6,2.618607
73,2022-01-02-01:46:58,6,1,2.697444
74,2022-01-02-01:47:00,1,3,2.289902
75,2022-01-02-01:47:04,3,2,4.378360
76,2022-01-02-01:47:08,2,1,4.087246
77,2022-01-02-01:47:12,1,6,3.565898
78,2022-01-02-01:47:15,6,7,2.596130
79,2022-01-02-01:47:18,7,0,3.076866
80,2022-01-02-01:47:19,0,1,1.094794
81,2022-01-02-01:47:23,1,6,3.750586
82,2022-01-02-01:47:26,6,2,3.060150
83,2022-01-02-01:47:29,2,6,3.048085
84,2022-01-02-01:47:33,6,2,4.187190
85,2022-01-02-01:47:36,2,3,2.738898
86,2022-01-02-01:47:39,3,5,3.154087
87,2022-01-02-01:47:41,5,3,2.233134
88,2022-01-02-01:47:43,3,4,2.055707
89,2022-01-02-01:47:45,4,0,1.483762
90,2022-01-02-01:47:48,0,6,3.552681
91,2022-01-02-01:47:52,6,4,3.437805
92,2022-01-02-01:47:53,4,2,1.919374
93,2022-01-02-01:47:56,2,3,3.035870
94,2022-01-02-01:48:00,3,5,3.132275
95,2022-01-02-01:48:02,5,7,2.594785
96,2022-01-02-01:48:05,7,0,3.099292
97,2022-01-02-01:48:07,0,7,1.931085
98,2022-01-02-01:48:09,7,4,1.928577
99,2022-01-02-01:48:11,4,0,1.518597
100,2022-01-02-01:48:12,0,2,1.711922
101,2022-01-02-01:48:14,2,5,1.492469
102,2022-01-02-01:48:16,5,0,1.866281
103,2022-01-02-01:48:17,0,4,1.498597
104,2022-01-02-01:48:19,4,0,1.550862
105,2022-01-02-01:48:21,0,7,1.975960
106,2022-01-02-01:48:23,7,1,1.711086
107,2022-01-02-01:48:24,1,4,1.289765
108,2022-01-02-01:48:25,4,0,1.526834
109,2022-01-02-01:48:27,0,5,1.906287
110,2022-01-02-01:48:30,5,6,2.710915
111,2022-01-02-01:48:34,6,2,4.240568
112,2022-01-02-01:48:36,2,4,1.808045
113,2022-01-02-01:48:38,4,3,2.143882
114,2022-01-02-01:48:41,3,5,3.075345
115,2022-01-02-01:48:43,5,1,1.943975
116,2022-01-02-01:48:44,1,0,1.047401
117,2022-01-02-01:48:46,0,7,1.963740
118,2022-01-02-01:48:49,7,2,2.612810
119,2022-01-02-01:48:50,2,5,1.533360
120,2022-01-02-01:48:52,5,1,1.938879
121,2022-01-02-01:48:54,1,4,1.357421
122,2022-01-02-01:48:56,4,3,2.127909
123,2022-01-02-01:48:58,3,4,2.079343
124,2022-01-02-01:49:00,4,7,1.869228
125,2022-01-02-01:49:02,7,6,2.649430
126,2022-01-02-01:49:05,6,7,2.605109
127,2022-01-02-01:49:09,7,6,4.067271
128,2022-01-02-01:49:13,6,3,3.792035
129,2022-01-02-01:49:15,3,1,2.322679
130,2022-01-02-01:49:18,1,6,2.711054
131,2022-01-02-01:49:21,6,5,2.825169
132,2022-01-02-01:49:23,5,1,1.946412
133,2022-01-02-01:49:25,1,3,2.276945
134,2022-01-02-01:49:27,3,0,2.351313
135,2022-01-02-01:49:31,0,6,3.418330
136,2022-01-02-01:49:33,6,7,2.621427
137,2022-01-02-01:49:36,7,0,3.135834
138,2022-01-02-01:49:38,0,5,1.880175
139,2022-01-02-01:49:41,5,7,2.538941
140,2022-01-02-01:49:43,7,5,2.568731
141,2022-01-02-01:49:45,5,0,1.871252
142,2022-01-02-01:49:47,0,4,1.537920
143,2022-01-02-01:49:49,4,2,1.970911
144,2022-01-02-01:49:51,2,4,1.783557
145,2022-01-02-01:49:55,4,2,4.093661
146,2022-01-02-01:49:59,2,1,4.169769
147,2022-01-02-01:50:00,1,4,1.337907
148,2022-01-02-01:50:02,4,0,1.540152
149,2022-01-02-01:50:03,0,1,1.090159
150,2022-01-02-01:50:04,1,4,1.280114
151,2022-01-02-01:50:06,4,5,1.765649
152,2022-01-02-01:50:08,5,0,1.910409
153,2022-01-02-01:50:10,0,3,2.386340
154,2022-01-02-01:50:12,3,0,2.325737
155,2022-01-02-01:50:14,0,7,2.026875
156,2022-01-02-01:50:17,7,2,2.666439
157,2022-01-02-01:50:19,2,0,1.695290
158,2022-01-02-01:50:21,0,3,2.385030
159,2022-01-02-01:50:23,3,4,2.048866
160,2022-01-02-01:50:25,4,3,2.051855
161,2022-01-02-01:50:27,3,4,2.076519
162,2022-01-02-01:50:29,4,0,1.491725
163,2022-01-02-01:50:30,0,1,1.038984
164,2022-01-02-01:50:31,1,4,1.285013
165,2022-01-02-01:50:33,4,0,1.545453
166,2022-01-02-01:50:36,0,3,3.445251
167,2022-01-02-01:50:40,3,1,3.579105
168,2022-01-02-01:50:43,1,6,3.657021
169,2022-01-02-01:50:47,6,4,3.948746
170,2022-01-02-01:50:52,4,2,4.141134
171,2022-01-02-01:50:56,2,3,4.219807
172,2022-01-02-01:51:00,3,4,3.866552
173,2022-01-02-01:51:02,4,3,2.167995
174,2022-01-02-01:51:05,3,6,3.190987
175,2022-01-02-01:51:09,6,3,4.037261
176,2022-01-02-01:51:11,3,1,2.340615
177,2022-01-02-01:51:12,1,0,1.091669
178,2022-01-02-01:51:14,0,5,1.959363
179,2022-01-02-01:51:16,5,2,1.736241
180,2022-01-02-01:51:19,2,6,3.213662
181,2022-01-02-01:51:23,6,1,3.515616
182,2022-01-02-01:51:25,1,3,2.290056
183,2022-01-02-01:51:27,3,5,2.288471
184,2022-01-02-01:51:29,5,1,1.949060
185,2022-01-02-01:51:33,1,3,3.406275
186,2022-01-02-01:51:36,3,2,3.009269
187,2022-01-02-01:51:37,2,5,1.491894
188,2022-01-02-01:51:39,5,1,2.033429
189,2022-01-02-01:51:42,1,3,2.376068
190,2022-01-02-01:51:44,3,5,2.192146
191,2022-01-02-01:51:47,5,7,2.688784
192,2022-01-02-01:51:50,7,3,3.265945
193,2022-01-02-01:51:52,3,4,2.052314
194,2022-01-02-01:51:53,4,1,1.313621
195,2022-01-02-01:51:55,1,2,1.954218
196,2022-01-02-01:51:58,2,6,3.103760
197,2022-01-02-01:52:02,6,7,3.445459
198,2022-01-02-01:52:05,7,3,3.274249
199,2022-01-02-01:52:07,3,0,2.362241
200,2022-01-02-01:52:09,0,5,2.087520
201,2022-01-02-01:52:12,5,0,2.018423
202,2022-01-02-01:52:13,0,2,1.719645
203,2022-01-02-01:52:15,2,0,1.684943
204,2022-01-02-01:52:17,0,5,1.889303
205,2022-01-02-01:52:20,5,6,2.736213
206,2022-01-02-01:52:22,6,1,2.747170
207,2022-01-02-01:52:24,1,5,2.019741
208,2022-01-02-01:52:28,5,2,3.609985
209,2022-01-02-01:52:32,2,3,4.531521
210,2022-01-02-01:52:35,3,4,2.116206
211,2022-01-02-01:52:36,4,2,1.897417
212,2022-01-02-01:52:39,2,3,2.664957
213,2022-01-02-01:52:42,3,7,3.209936
214,2022-01-02-01:52:46,7,1,3.403639
215,2022-01-02-01:52:49,1,3,3.481445
216,2022-01-02-01:52:53,3,1,3.473653
217,2022-01-02-01:52:55,1,2,2.001431
218,2022-01-02-01:52:57,2,1,1.961972
219,2022-01-02-01:52:59,1,6,2.670230
220,2022-01-02-01:53:01,6,3,1.949593
221,2022-01-02-01:53:04,3,0,2.422952
222,2022-01-02-01:53:07,0,6,2.854744
223,2022-01-02-01:53:09,6,3,2.032370
224,2022-01-02-01:53:11,3,1,2.230299
225,2022-01-02-01:53:12,1,4,1.337324
226,2022-01-02-01:53:13,4,1,1.296615
