--- Start
Calibration finished !

Learning mode activated? 
False
iteration,date,init_position,final_position,time
0,2022-01-02-08:14:53,-1,7,2.855673
1,2022-01-02-08:14:56,7,2,2.993402
2,2022-01-02-08:14:59,2,3,2.859903
3,2022-01-02-08:15:02,3,1,2.394072
4,2022-01-02-08:15:03,1,7,1.724217
5,2022-01-02-08:15:05,7,1,1.742249
6,2022-01-02-08:15:07,1,5,1.964173
7,2022-01-02-08:15:11,5,4,3.807714
8,2022-01-02-08:15:14,4,5,3.331110
9,2022-01-02-08:15:16,5,3,2.290471
10,2022-01-02-08:15:19,3,0,2.422187
11,2022-01-02-08:15:21,0,2,1.727107
12,2022-01-02-08:15:24,2,6,3.042278
13,2022-01-02-08:15:27,6,3,3.794382
14,2022-01-02-08:15:30,3,0,2.430521
15,2022-01-02-08:15:32,0,2,1.719270
16,2022-01-02-08:15:34,2,7,2.520216
17,2022-01-02-08:15:37,7,0,3.089145
18,2022-01-02-08:15:41,0,3,3.476737
19,2022-01-02-08:15:44,3,6,3.126755
20,2022-01-02-08:15:47,6,0,3.493234
21,2022-01-02-08:15:51,0,6,3.439996
22,2022-01-02-08:15:55,6,7,3.996935
23,2022-01-02-08:15:57,7,6,2.587597
24,2022-01-02-08:16:00,6,1,2.740942
25,2022-01-02-08:16:02,1,7,1.688013
26,2022-01-02-08:16:03,7,1,1.655383
27,2022-01-02-08:16:07,1,6,3.591991
28,2022-01-02-08:16:10,6,4,3.222858
29,2022-01-02-08:16:14,4,6,3.802862
30,2022-01-02-08:16:17,6,2,3.092935
31,2022-01-02-08:16:20,2,7,2.594381
32,2022-01-02-08:16:24,7,4,3.992525
33,2022-01-02-08:16:26,4,2,1.981448
34,2022-01-02-08:16:30,2,0,3.939939
35,2022-01-02-08:16:33,0,6,3.454351
36,2022-01-02-08:16:36,6,7,2.604522
37,2022-01-02-08:16:38,7,6,2.555231
38,2022-01-02-08:16:41,6,5,3.128574
39,2022-01-02-08:16:44,5,3,2.217792
40,2022-01-02-08:16:46,3,1,2.289226
41,2022-01-02-08:16:47,1,7,1.650865
42,2022-01-02-08:16:51,7,6,3.939474
43,2022-01-02-08:16:55,6,4,3.456000
44,2022-01-02-08:16:58,4,6,3.426591
45,2022-01-02-08:17:02,6,1,3.806684
46,2022-01-02-08:17:03,1,0,1.051541
47,2022-01-02-08:17:05,0,2,1.671171
48,2022-01-02-08:17:07,2,7,2.521618
49,2022-01-02-08:17:10,7,2,2.684353
50,2022-01-02-08:17:12,2,0,1.715364
51,2022-01-02-08:17:13,0,1,1.027792
52,2022-01-02-08:17:14,1,0,1.031848
53,2022-01-02-08:17:16,0,7,1.949204
54,2022-01-02-08:17:18,7,0,2.128761
55,2022-01-02-08:17:20,0,5,2.002827
56,2022-01-02-08:17:22,5,1,2.020239
57,2022-01-02-08:17:25,1,6,2.639546
58,2022-01-02-08:17:28,6,2,3.193207
59,2022-01-02-08:17:29,2,5,1.481835
60,2022-01-02-08:17:31,5,0,1.916160
61,2022-01-02-08:17:33,0,4,1.515774
62,2022-01-02-08:17:35,4,3,2.027117
63,2022-01-02-08:17:37,3,1,2.322517
64,2022-01-02-08:17:39,1,7,1.657108
65,2022-01-02-08:17:43,7,3,3.863431
66,2022-01-02-08:17:46,3,5,3.104909
