--- Start
Calibration finished !

Learning mode activated? 
False
iteration,date,init_position,final_position,time
0,2022-01-02-01:44:03,-1,4,2.991373
1,2022-01-02-01:44:07,4,2,4.327442
2,2022-01-02-01:44:11,2,0,4.048619
3,2022-01-02-01:44:13,0,5,1.866465
4,2022-01-02-01:44:15,5,1,1.933468
5,2022-01-02-01:44:17,1,2,1.958763
6,2022-01-02-01:44:20,2,3,2.899087
7,2022-01-02-01:44:22,3,5,2.267641
8,2022-01-02-01:44:25,5,7,2.608452
9,2022-01-02-01:44:28,7,3,3.238423
10,2022-01-02-01:44:31,3,7,3.393565
11,2022-01-02-01:44:35,7,1,3.334957
12,2022-01-02-01:44:36,1,0,1.089002
13,2022-01-02-01:44:37,0,1,1.057076
14,2022-01-02-01:44:40,1,6,3.571625
15,2022-01-02-01:44:44,6,4,3.277079
16,2022-01-02-01:44:47,4,7,3.276096
17,2022-01-02-01:44:49,7,5,2.640386
18,2022-01-02-01:44:53,5,4,3.327015
19,2022-01-02-01:44:56,4,0,3.605313
20,2022-01-02-01:45:00,0,6,3.542114
21,2022-01-02-01:45:03,6,5,3.243070
22,2022-01-02-01:45:06,5,6,3.144632
23,2022-01-02-01:45:10,6,4,3.506842
24,2022-01-02-01:45:13,4,5,3.341000
25,2022-01-02-01:45:16,5,7,2.647169
26,2022-01-02-01:45:19,7,0,3.038892
27,2022-01-02-01:45:22,0,3,3.455872
28,2022-01-02-01:45:25,3,2,3.067731
29,2022-01-02-01:45:29,2,6,3.157489
30,2022-01-02-01:45:31,6,7,2.592027
31,2022-01-02-01:45:34,7,2,3.083674
32,2022-01-02-01:45:38,2,0,4.054329
33,2022-01-02-01:45:39,0,1,1.098757
34,2022-01-02-01:45:41,1,2,1.934297
35,2022-01-02-01:45:44,2,6,3.113295
36,2022-01-02-01:45:46,6,3,2.060892
37,2022-01-02-01:45:49,3,5,2.217532
38,2022-01-02-01:45:50,5,2,1.519307
39,2022-01-02-01:45:52,2,4,1.808598
40,2022-01-02-01:45:53,4,1,1.290183
41,2022-01-02-01:45:55,1,5,1.992696
42,2022-01-02-01:45:57,5,4,1.874149
43,2022-01-02-01:46:00,4,6,2.718724
44,2022-01-02-01:46:02,6,7,2.560611
45,2022-01-02-01:46:07,7,4,4.144412
46,2022-01-02-01:46:10,4,0,3.541613
47,2022-01-02-01:46:12,0,7,1.940847
48,2022-01-02-01:46:14,7,3,2.256695
49,2022-01-02-01:46:18,3,7,3.241605
50,2022-01-02-01:46:20,7,2,2.539645
51,2022-01-02-01:46:22,2,5,1.520554
52,2022-01-02-01:46:25,5,6,3.146673
53,2022-01-02-01:46:28,6,4,3.454714
54,2022-01-02-01:46:30,4,3,2.068918
55,2022-01-02-01:46:33,3,1,2.353813
56,2022-01-02-01:46:35,1,2,2.013941
57,2022-01-02-01:46:37,2,3,2.639423
58,2022-01-02-01:46:40,3,5,2.346367
59,2022-01-02-01:46:41,5,4,1.782878
60,2022-01-02-01:46:44,4,3,2.079124
61,2022-01-02-01:46:46,3,5,2.252244
62,2022-01-02-01:46:48,5,3,2.203647
63,2022-01-02-01:46:50,3,6,1.994759
64,2022-01-02-01:46:53,6,5,2.776639
65,2022-01-02-01:46:54,5,2,1.511636
66,2022-01-02-01:46:56,2,4,1.732300
67,2022-01-02-01:46:58,4,5,1.745331
68,2022-01-02-01:47:00,5,7,2.562974
69,2022-01-02-01:47:04,7,4,3.201004
70,2022-01-02-01:47:05,4,2,1.840085
71,2022-01-02-01:47:09,2,5,3.719824
72,2022-01-02-01:47:11,5,0,2.017068
73,2022-01-02-01:47:13,0,2,1.714546
74,2022-01-02-01:47:15,2,0,1.722119
75,2022-01-02-01:47:16,0,4,1.564340
76,2022-01-02-01:47:18,4,2,1.852252
77,2022-01-02-01:47:21,2,3,2.657877
78,2022-01-02-01:47:23,3,6,2.062885
79,2022-01-02-01:47:26,6,5,2.842375
80,2022-01-02-01:47:27,5,0,1.953069
81,2022-01-02-01:47:31,0,3,3.363889
82,2022-01-02-01:47:34,3,0,3.333447
83,2022-01-02-01:47:37,0,6,2.864745
84,2022-01-02-01:47:39,6,3,2.054983
85,2022-01-02-01:47:41,3,6,1.961649
86,2022-01-02-01:47:44,6,2,3.034576
87,2022-01-02-01:47:47,2,6,3.167217
88,2022-01-02-01:47:50,6,1,2.715897
89,2022-01-02-01:47:53,1,6,2.741064
90,2022-01-02-01:47:55,6,3,2.038518
91,2022-01-02-01:47:57,3,0,2.422188
92,2022-01-02-01:47:59,0,7,1.925527
93,2022-01-02-01:48:03,7,6,3.987223
94,2022-01-02-01:48:07,6,1,3.845056
95,2022-01-02-01:48:08,1,4,1.325349
96,2022-01-02-01:48:10,4,3,2.174927
97,2022-01-02-01:48:13,3,1,2.266584
98,2022-01-02-01:48:15,1,3,2.278120
99,2022-01-02-01:48:18,3,7,3.340126
100,2022-01-02-01:48:22,7,3,3.275604
101,2022-01-02-01:48:24,3,6,2.044143
102,2022-01-02-01:48:26,6,4,2.618683
103,2022-01-02-01:48:28,4,7,1.868880
104,2022-01-02-01:48:31,7,2,2.579970
