--- Start
Calibration finished !

Learning mode activated? 
False
iteration,date,init_position,final_position,time
0,2022-01-02-03:29:29,-1,7,2.779377
1,2022-01-02-03:29:31,7,1,1.625016
2,2022-01-02-03:29:32,1,0,1.027318
3,2022-01-02-03:29:34,0,7,1.920366
4,2022-01-02-03:29:35,7,1,1.696590
5,2022-01-02-03:29:37,1,0,1.017477
6,2022-01-02-03:29:38,0,5,1.845516
7,2022-01-02-03:29:40,5,2,1.522074
8,2022-01-02-03:29:42,2,7,2.570455
9,2022-01-02-03:29:44,7,1,1.645360
10,2022-01-02-03:29:46,1,7,1.794478
11,2022-01-02-03:29:48,7,2,2.564337
12,2022-01-02-03:29:50,2,4,1.731555
13,2022-01-02-03:29:52,4,7,1.860753
14,2022-01-02-03:29:55,7,5,2.575351
15,2022-01-02-03:29:57,5,7,2.568322
16,2022-01-02-03:30:00,7,5,2.631877
17,2022-01-02-03:30:02,5,0,1.889619
18,2022-01-02-03:30:04,0,7,1.931385
19,2022-01-02-03:30:05,7,4,1.835198
20,2022-01-02-03:30:07,4,2,1.728113
21,2022-01-02-03:30:09,2,1,1.962661
22,2022-01-02-03:30:13,1,6,3.531855
23,2022-01-02-03:30:16,6,4,3.426217
24,2022-01-02-03:30:18,4,7,1.825353
25,2022-01-02-03:30:22,7,6,4.061018
26,2022-01-02-03:30:26,6,7,4.043655
27,2022-01-02-03:30:28,7,4,1.904456
28,2022-01-02-03:30:30,4,5,1.766683
29,2022-01-02-03:30:32,5,4,1.768130
30,2022-01-02-03:30:33,4,2,1.759953
31,2022-01-02-03:30:36,2,7,2.563551
32,2022-01-02-03:30:38,7,2,2.604185
33,2022-01-02-03:30:42,2,6,3.073537
34,2022-01-02-03:30:45,6,7,3.983336
35,2022-01-02-03:30:48,7,5,2.600544
36,2022-01-02-03:30:50,5,1,1.881330
37,2022-01-02-03:30:54,1,6,3.537355
38,2022-01-02-03:30:57,6,5,3.112915
39,2022-01-02-03:30:59,5,1,1.887387
40,2022-01-02-03:31:00,1,0,1.070090
41,2022-01-02-03:31:01,0,4,1.544466
42,2022-01-02-03:31:03,4,0,1.583043
43,2022-01-02-03:31:05,0,7,1.928541
44,2022-01-02-03:31:06,7,4,1.823923
45,2022-01-02-03:31:09,4,3,2.094013
46,2022-01-02-03:31:11,3,5,2.151933
47,2022-01-02-03:31:13,5,7,2.571554
48,2022-01-02-03:31:16,7,2,2.553900
49,2022-01-02-03:31:18,2,4,1.733227
50,2022-01-02-03:31:19,4,2,1.737269
51,2022-01-02-03:31:21,2,4,1.715873
52,2022-01-02-03:31:23,4,3,2.093664
53,2022-01-02-03:31:25,3,5,2.144564
54,2022-01-02-03:31:27,5,4,1.723433
55,2022-01-02-03:31:28,4,0,1.488691
56,2022-01-02-03:31:30,0,7,1.903730
57,2022-01-02-03:31:33,7,2,2.555678
58,2022-01-02-03:31:35,2,3,2.568276
59,2022-01-02-03:31:38,3,7,2.154817
60,2022-01-02-03:31:39,7,4,1.840926
61,2022-01-02-03:31:42,4,3,2.101638
62,2022-01-02-03:31:44,3,0,2.358865
63,2022-01-02-03:31:46,0,7,1.928038
64,2022-01-02-03:31:48,7,1,1.691799
65,2022-01-02-03:31:49,1,4,1.334905
66,2022-01-02-03:31:51,4,2,1.785252
67,2022-01-02-03:31:53,2,1,1.931328
68,2022-01-02-03:31:54,1,0,1.029874
69,2022-01-02-03:31:55,0,4,1.493907
70,2022-01-02-03:31:59,4,6,3.439911
71,2022-01-02-03:32:02,6,5,3.090668
72,2022-01-02-03:32:04,5,1,1.907798
73,2022-01-02-03:32:06,1,5,1.941342
74,2022-01-02-03:32:07,5,0,1.873196
75,2022-01-02-03:32:10,0,3,2.395749
76,2022-01-02-03:32:13,3,6,3.658593
77,2022-01-02-03:32:17,6,7,3.973332
78,2022-01-02-03:32:20,7,3,2.116861
79,2022-01-02-03:32:23,3,6,3.615790
80,2022-01-02-03:32:27,6,3,3.640035
81,2022-01-02-03:32:29,3,4,2.086119
82,2022-01-02-03:32:31,4,7,1.852286
83,2022-01-02-03:32:33,7,5,2.591265
84,2022-01-02-03:32:35,5,3,2.152171
85,2022-01-02-03:32:38,3,5,2.198997
86,2022-01-02-03:32:39,5,2,1.502034
87,2022-01-02-03:32:42,2,6,3.147893
88,2022-01-02-03:32:46,6,4,3.447550
89,2022-01-02-03:32:48,4,7,1.898893
90,2022-01-02-03:32:50,7,0,1.929796
91,2022-01-02-03:32:51,0,4,1.486657
92,2022-01-02-03:32:53,4,5,1.765837
93,2022-01-02-03:32:54,5,2,1.480086
94,2022-01-02-03:32:56,2,1,1.934033
95,2022-01-02-03:32:58,1,5,1.939884
96,2022-01-02-03:33:00,5,3,2.154566
97,2022-01-02-03:33:03,3,2,2.562739
98,2022-01-02-03:33:05,2,0,1.684774
99,2022-01-02-03:33:07,0,7,1.919478
100,2022-01-02-03:33:09,7,2,2.593774
101,2022-01-02-03:33:11,2,0,1.717136
102,2022-01-02-03:33:12,0,1,1.037512
103,2022-01-02-03:33:14,1,2,1.931452
104,2022-01-02-03:33:17,2,6,3.064168
105,2022-01-02-03:33:20,6,1,3.533117
106,2022-01-02-03:33:22,1,2,1.987025
107,2022-01-02-03:33:24,2,0,1.689521
108,2022-01-02-03:33:26,0,3,2.347412
109,2022-01-02-03:33:29,3,1,2.238364
110,2022-01-02-03:33:31,1,2,1.962793
111,2022-01-02-03:33:32,2,5,1.498079
112,2022-01-02-03:33:35,5,7,2.578768
113,2022-01-02-03:33:39,7,6,4.023398
114,2022-01-02-03:33:42,6,0,3.439285
115,2022-01-02-03:33:45,0,3,2.390181
116,2022-01-02-03:33:48,3,6,3.634506
117,2022-01-02-03:33:52,6,0,3.427840
118,2022-01-02-03:33:53,0,1,0.984378
119,2022-01-02-03:33:55,1,3,2.233357
120,2022-01-02-03:33:58,3,6,3.610699
121,2022-01-02-03:34:02,6,5,3.082313
122,2022-01-02-03:34:04,5,3,2.162496
123,2022-01-02-03:34:06,3,1,2.223819
124,2022-01-02-03:34:08,1,2,1.967856
125,2022-01-02-03:34:10,2,0,1.694842
126,2022-01-02-03:34:11,0,5,1.851393
127,2022-01-02-03:34:13,5,1,1.939535
128,2022-01-02-03:34:15,1,7,1.687649
129,2022-01-02-03:34:18,7,5,2.559348
130,2022-01-02-03:34:20,5,0,1.898384
131,2022-01-02-03:34:22,0,3,2.400734
132,2022-01-02-03:34:24,3,4,2.132107
133,2022-01-02-03:34:26,4,0,1.485494
134,2022-01-02-03:34:28,0,3,2.344109
135,2022-01-02-03:34:30,3,0,2.374446
136,2022-01-02-03:34:34,0,6,3.437533
137,2022-01-02-03:34:37,6,0,3.445347
138,2022-01-02-03:34:39,0,5,1.841606
139,2022-01-02-03:34:42,5,7,2.549743
140,2022-01-02-03:34:46,7,6,3.956787
141,2022-01-02-03:34:49,6,1,3.499616
142,2022-01-02-03:34:50,1,4,1.290085
143,2022-01-02-03:34:52,4,1,1.282860
144,2022-01-02-03:34:54,1,2,1.963013
145,2022-01-02-03:34:57,2,6,3.114937
146,2022-01-02-03:35:00,6,0,3.444929
147,2022-01-02-03:35:02,0,3,2.375067
148,2022-01-02-03:35:05,3,5,2.168051
149,2022-01-02-03:35:07,5,1,1.951730
150,2022-01-02-03:35:10,1,6,3.530919
151,2022-01-02-03:35:14,6,7,3.970069
152,2022-01-02-03:35:16,7,4,1.830089
153,2022-01-02-03:35:18,4,2,1.747266
154,2022-01-02-03:35:21,2,6,3.111088
155,2022-01-02-03:35:24,6,4,3.445286
156,2022-01-02-03:35:26,4,1,1.281775
157,2022-01-02-03:35:27,1,2,1.955703
158,2022-01-02-03:35:29,2,1,1.946182
159,2022-01-02-03:35:33,1,6,3.537296
160,2022-01-02-03:35:36,6,4,3.443635
161,2022-01-02-03:35:38,4,5,1.730753
162,2022-01-02-03:35:41,5,6,3.093734
163,2022-01-02-03:35:45,6,7,3.968487
164,2022-01-02-03:35:47,7,1,1.696583
165,2022-01-02-03:35:49,1,3,2.226641
166,2022-01-02-03:35:53,3,6,3.628471
167,2022-01-02-03:35:56,6,3,3.638794
168,2022-01-02-03:35:59,3,5,2.156341
169,2022-01-02-03:36:00,5,1,1.890150
170,2022-01-02-03:36:01,1,0,1.008987
171,2022-01-02-03:36:04,0,3,2.357544
172,2022-01-02-03:36:06,3,1,2.199572
173,2022-01-02-03:36:07,1,4,1.279558
174,2022-01-02-03:36:09,4,7,1.823050
175,2022-01-02-03:36:11,7,1,1.705776
176,2022-01-02-03:36:12,1,4,1.305026
177,2022-01-02-03:36:16,4,6,3.429281
178,2022-01-02-03:36:19,6,4,3.406392
179,2022-01-02-03:36:22,4,6,3.479854
180,2022-01-02-03:36:26,6,0,3.470389
181,2022-01-02-03:36:28,0,7,1.892908
