--- Start
Calibration finished !

Learning mode activated? 
False
iteration,date,init_position,final_position,time
0,2022-01-02-03:29:30,-1,0,2.228785
1,2022-01-02-03:29:33,0,3,2.336218
2,2022-01-02-03:29:35,3,1,2.224461
3,2022-01-02-03:29:37,1,3,2.230769
4,2022-01-02-03:29:40,3,2,2.519280
5,2022-01-02-03:29:43,2,6,3.127061
6,2022-01-02-03:29:46,6,4,3.441932
7,2022-01-02-03:29:48,4,5,1.747618
8,2022-01-02-03:29:50,5,7,2.526777
9,2022-01-02-03:29:53,7,3,2.125742
10,2022-01-02-03:29:55,3,1,2.196968
11,2022-01-02-03:29:58,1,6,3.506384
12,2022-01-02-03:30:02,6,0,3.441543
13,2022-01-02-03:30:03,0,2,1.719418
14,2022-01-02-03:30:05,2,1,1.964892
15,2022-01-02-03:30:07,1,5,1.890506
16,2022-01-02-03:30:09,5,3,2.137157
17,2022-01-02-03:30:11,3,4,2.091963
18,2022-01-02-03:30:15,4,6,3.477557
19,2022-01-02-03:30:19,6,7,3.965899
20,2022-01-02-03:30:22,7,2,2.595349
21,2022-01-02-03:30:24,2,7,2.600066
22,2022-01-02-03:30:27,7,5,2.569228
23,2022-01-02-03:30:29,5,7,2.602620
24,2022-01-02-03:30:31,7,1,1.653926
25,2022-01-02-03:30:33,1,2,1.960955
26,2022-01-02-03:30:36,2,3,2.597058
27,2022-01-02-03:30:38,3,2,2.533384
28,2022-01-02-03:30:40,2,1,1.975626
29,2022-01-02-03:30:42,1,7,1.659420
30,2022-01-02-03:30:46,7,6,3.959260
31,2022-01-02-03:30:49,6,3,3.633677
32,2022-01-02-03:30:52,3,2,2.534679
33,2022-01-02-03:30:54,2,3,2.544993
34,2022-01-02-03:30:57,3,0,2.394578
35,2022-01-02-03:30:59,0,3,2.297427
36,2022-01-02-03:31:01,3,5,2.171319
37,2022-01-02-03:31:03,5,4,1.774692
38,2022-01-02-03:31:05,4,0,1.527116
39,2022-01-02-03:31:08,0,6,3.446948
40,2022-01-02-03:31:12,6,3,3.615363
41,2022-01-02-03:31:14,3,2,2.532380
42,2022-01-02-03:31:17,2,7,2.530645
43,2022-01-02-03:31:18,7,1,1.631091
44,2022-01-02-03:31:20,1,7,1.639669
45,2022-01-02-03:31:24,7,6,3.953369
46,2022-01-02-03:31:27,6,2,3.068766
47,2022-01-02-03:31:30,2,7,2.573602
48,2022-01-02-03:31:31,7,4,1.928255
49,2022-01-02-03:31:34,4,3,2.127560
50,2022-01-02-03:31:36,3,0,2.378976
51,2022-01-02-03:31:37,0,4,1.486086
52,2022-01-02-03:31:39,4,1,1.288016
53,2022-01-02-03:31:41,1,2,1.949523
54,2022-01-02-03:31:44,2,6,3.128259
55,2022-01-02-03:31:47,6,2,3.096680
56,2022-01-02-03:31:50,2,6,3.063187
57,2022-01-02-03:31:53,6,2,3.046036
58,2022-01-02-03:31:55,2,0,1.754698
59,2022-01-02-03:31:57,0,3,2.337699
60,2022-01-02-03:31:59,3,1,2.197208
61,2022-01-02-03:32:01,1,5,1.922834
62,2022-01-02-03:32:03,5,1,1.933254
63,2022-01-02-03:32:05,1,5,1.928782
64,2022-01-02-03:32:07,5,4,1.726016
65,2022-01-02-03:32:08,4,0,1.518985
66,2022-01-02-03:32:10,0,5,1.857650
67,2022-01-02-03:32:13,5,7,2.557154
68,2022-01-02-03:32:17,7,6,4.005231
69,2022-01-02-03:32:20,6,4,3.436749
70,2022-01-02-03:32:22,4,0,1.490758
71,2022-01-02-03:32:24,0,5,1.839226
72,2022-01-02-03:32:25,5,0,1.854940
73,2022-01-02-03:32:29,0,6,3.431509
74,2022-01-02-03:32:32,6,0,3.441887
75,2022-01-02-03:32:34,0,7,1.922305
76,2022-01-02-03:32:36,7,3,2.124494
77,2022-01-02-03:32:39,3,1,2.224349
