--- Start
Calibration finished !

Learning mode activated? 
False
iteration,date,init_position,final_position,time
0,2022-01-02-03:29:30,-1,0,2.217482
1,2022-01-02-03:29:32,0,7,1.890670
2,2022-01-02-03:29:33,7,1,1.634823
3,2022-01-02-03:29:35,1,5,1.927001
4,2022-01-02-03:29:38,5,6,3.072425
5,2022-01-02-03:29:41,6,5,3.120179
6,2022-01-02-03:29:43,5,2,1.488867
7,2022-01-02-03:29:44,2,5,1.519760
8,2022-01-02-03:29:47,5,7,2.614145
9,2022-01-02-03:29:50,7,5,2.533309
10,2022-01-02-03:29:51,5,4,1.749778
11,2022-01-02-03:29:53,4,3,2.183183
12,2022-01-02-03:29:56,3,5,2.167976
13,2022-01-02-03:29:58,5,3,2.208021
14,2022-01-02-03:30:00,3,4,2.088580
15,2022-01-02-03:30:02,4,5,1.762190
16,2022-01-02-03:30:04,5,0,1.895880
17,2022-01-02-03:30:05,0,1,1.034569
18,2022-01-02-03:30:07,1,5,1.929230
19,2022-01-02-03:30:08,5,4,1.795901
20,2022-01-02-03:30:12,4,6,3.443104
21,2022-01-02-03:30:15,6,0,3.394963
22,2022-01-02-03:30:16,0,1,1.021030
23,2022-01-02-03:30:18,1,4,1.342241
24,2022-01-02-03:30:19,4,5,1.758063
25,2022-01-02-03:30:21,5,1,1.929899
26,2022-01-02-03:30:25,1,6,3.549332
27,2022-01-02-03:30:28,6,3,3.646492
28,2022-01-02-03:30:31,3,2,2.531367
29,2022-01-02-03:30:34,2,6,3.068114
30,2022-01-02-03:30:38,6,0,3.435163
31,2022-01-02-03:30:39,0,7,1.926779
32,2022-01-02-03:30:42,7,2,2.595610
33,2022-01-02-03:30:44,2,1,1.972041
34,2022-01-02-03:30:46,1,3,2.233906
35,2022-01-02-03:30:50,3,6,3.626728
36,2022-01-02-03:30:53,6,1,3.525307
37,2022-01-02-03:30:55,1,4,1.317810
38,2022-01-02-03:30:57,4,3,2.133177
39,2022-01-02-03:30:59,3,2,2.561087
40,2022-01-02-03:31:01,2,1,1.970740
41,2022-01-02-03:31:03,1,5,1.890723
42,2022-01-02-03:31:05,5,3,2.180982
43,2022-01-02-03:31:08,3,4,2.094488
44,2022-01-02-03:31:09,4,0,1.485042
45,2022-01-02-03:31:12,0,6,3.446691
46,2022-01-02-03:31:16,6,7,3.978892
47,2022-01-02-03:31:19,7,2,2.543685
48,2022-01-02-03:31:22,2,6,3.030811
49,2022-01-02-03:31:25,6,5,3.045407
50,2022-01-02-03:31:27,5,2,1.526154
51,2022-01-02-03:31:28,2,0,1.687252
52,2022-01-02-03:31:31,0,3,2.364295
53,2022-01-02-03:31:33,3,4,2.127949
54,2022-01-02-03:31:34,4,0,1.522817
55,2022-01-02-03:31:35,0,1,1.032639
56,2022-01-02-03:31:37,1,4,1.280674
57,2022-01-02-03:31:39,4,3,2.096446
58,2022-01-02-03:31:41,3,1,2.185720
59,2022-01-02-03:31:43,1,2,1.949220
60,2022-01-02-03:31:45,2,7,2.530297
61,2022-01-02-03:31:49,7,6,3.944024
62,2022-01-02-03:31:52,6,5,3.061485
63,2022-01-02-03:31:54,5,2,1.497138
64,2022-01-02-03:31:56,2,3,2.582853
65,2022-01-02-03:31:59,3,5,2.144762
66,2022-01-02-03:32:00,5,4,1.752219
67,2022-01-02-03:32:02,4,5,1.739862
68,2022-01-02-03:32:04,5,0,1.883053
69,2022-01-02-03:32:06,0,5,1.867960
70,2022-01-02-03:32:08,5,1,1.925435
71,2022-01-02-03:32:10,1,2,1.936471
72,2022-01-02-03:32:11,2,4,1.765488
73,2022-01-02-03:32:13,4,7,1.849215
74,2022-01-02-03:32:15,7,3,2.090413
75,2022-01-02-03:32:18,3,5,2.199388
76,2022-01-02-03:32:20,5,1,1.900214
77,2022-01-02-03:32:21,1,7,1.689874
78,2022-01-02-03:32:23,7,1,1.624459
79,2022-01-02-03:32:24,1,4,1.281945
