--- Start
Calibration finished !

Learning mode activated? 
False
0,7.413347
1,2.096414
2,10.886464
3,3.704104
4,3.028016
5,2.293871
6,3.732995
7,2.043546
8,3.112777
9,3.933248
10,4.195130
11,2.947021
12,3.980326
13,3.106353
14,3.128401
15,2.217681
16,3.295249
17,3.863860
18,4.104798
19,4.772184
20,4.669523
21,3.658267
22,4.146996
23,3.561763
24,3.669302
25,5.450812
26,4.623461
27,2.632323
28,2.215292
29,2.386538
30,5.527591
31,2.128303
32,5.937298
33,6.116702
34,5.375402
35,2.994193
36,4.162178
37,5.348275
38,5.373535
39,6.293206
40,5.033151
41,4.669006
42,4.983789
43,6.836561
44,2.180530
45,4.086611
Action Server timeout : niryo_one/commander/robot_action
--- End
