--- Start
Calibration finished !

Learning mode activated? 
False
iteration,date,init_position,final_position,time
0,2021-12-31-00:44:17,-1,3,3.066184
1,2021-12-31-00:44:20,3,1,2.245063
2,2021-12-31-00:44:23,1,6,3.683844
3,2021-12-31-00:44:26,6,2,3.106624
4,2021-12-31-00:44:30,2,3,3.158468
5,2021-12-31-00:44:32,3,5,2.233914
6,2021-12-31-00:44:34,5,4,1.854293
7,2021-12-31-00:44:36,4,7,1.915147
8,2021-12-31-00:44:38,7,3,2.155541
9,2021-12-31-00:44:40,3,4,2.125567
10,2021-12-31-00:44:41,4,1,1.472610
11,2021-12-31-00:44:43,1,7,1.724416
12,2021-12-31-00:44:46,7,2,2.649586
13,2021-12-31-00:44:48,2,3,2.659405
14,2021-12-31-00:44:51,3,5,2.292934
15,2021-12-31-00:44:53,5,1,1.960179
16,2021-12-31-00:44:55,1,5,2.016338
17,2021-12-31-00:44:58,5,6,3.181462
18,2021-12-31-00:45:01,6,2,3.185834
19,2021-12-31-00:45:04,2,7,2.647172
20,2021-12-31-00:45:05,7,4,1.903664
21,2021-12-31-00:45:09,4,6,3.507476
22,2021-12-31-00:45:13,6,3,3.656649
23,2021-12-31-00:45:15,3,2,2.578986
24,2021-12-31-00:45:17,2,0,1.727443
25,2021-12-31-00:45:18,0,1,1.118988
26,2021-12-31-00:45:20,1,7,1.730448
27,2021-12-31-00:45:22,7,4,1.888932
28,2021-12-31-00:45:24,4,3,2.140166
29,2021-12-31-00:45:26,3,7,2.276614
30,2021-12-31-00:45:28,7,4,1.939335
31,2021-12-31-00:45:30,4,7,1.906502
32,2021-12-31-00:45:33,7,2,2.622677
33,2021-12-31-00:45:35,2,1,2.024469
34,2021-12-31-00:45:36,1,7,1.710799
35,2021-12-31-00:45:38,7,1,1.669348
36,2021-12-31-00:45:42,1,6,3.557939
37,2021-12-31-00:45:45,6,4,3.454802
38,2021-12-31-00:45:47,4,7,1.960728
39,2021-12-31-00:45:50,7,5,2.559050
40,2021-12-31-00:45:51,5,0,1.868158
41,2021-12-31-00:45:54,0,3,2.372701
42,2021-12-31-00:45:57,3,6,3.705050
43,2021-12-31-00:46:01,6,0,3.466671
44,2021-12-31-00:46:03,0,3,2.417857
45,2021-12-31-00:46:06,3,0,2.427095
46,2021-12-31-00:46:08,0,2,1.800942
47,2021-12-31-00:46:09,2,0,1.738720
48,2021-12-31-00:46:11,0,2,1.741675
49,2021-12-31-00:46:13,2,4,1.795026
50,2021-12-31-00:46:14,4,1,1.344891
51,2021-12-31-00:46:18,1,6,3.571817
52,2021-12-31-00:46:21,6,0,3.469897
53,2021-12-31-00:46:22,0,1,1.055575
54,2021-12-31-00:46:24,1,2,2.018669
55,2021-12-31-00:46:27,2,3,2.636443
56,2021-12-31-00:46:31,3,6,3.781183
57,2021-12-31-00:46:34,6,2,3.100725
58,2021-12-31-00:46:35,2,5,1.576870
59,2021-12-31-00:46:38,5,7,2.622859
60,2021-12-31-00:46:40,7,1,1.732484
61,2021-12-31-00:46:43,1,6,3.585976
62,2021-12-31-00:46:47,6,4,3.467609
63,2021-12-31-00:46:49,4,5,1.813496
64,2021-12-31-00:46:50,5,4,1.828437
65,2021-12-31-00:46:53,4,3,2.149882
66,2021-12-31-00:46:55,3,0,2.410016
67,2021-12-31-00:46:56,0,1,1.027059
68,2021-12-31-00:46:57,1,4,1.353819
69,2021-12-31-00:47:01,4,6,3.493374
70,2021-12-31-00:47:04,6,0,3.464690
71,2021-12-31-00:47:08,0,6,3.464399
72,2021-12-31-00:47:11,6,1,3.607064
73,2021-12-31-00:47:13,1,0,1.119744
