--- Start
Calibration finished !

Learning mode activated? 
False
iteration,date,init_position,final_position,time
0,2021-12-31-00:44:12,-1,4,3.163254
1,2021-12-31-00:44:13,4,5,1.799261
2,2021-12-31-00:44:16,5,6,3.086367
3,2021-12-31-00:44:20,6,2,3.210342
4,2021-12-31-00:44:21,2,5,1.553669
5,2021-12-31-00:44:24,5,7,2.611635
6,2021-12-31-00:44:26,7,1,1.814783
7,2021-12-31-00:44:29,1,5,3.044338
8,2021-12-31-00:44:31,5,4,1.981120
9,2021-12-31-00:44:33,4,7,1.897766
10,2021-12-31-00:44:35,7,4,2.002919
11,2021-12-31-00:44:37,4,3,2.172921
12,2021-12-31-00:44:39,3,7,2.145949
13,2021-12-31-00:44:41,7,5,2.624285
14,2021-12-31-00:44:43,5,2,1.553480
15,2021-12-31-00:44:46,2,3,2.606016
16,2021-12-31-00:44:48,3,0,2.468657
17,2021-12-31-00:44:50,0,4,1.895906
18,2021-12-31-00:44:52,4,5,1.777304
19,2021-12-31-00:44:54,5,3,2.224366
20,2021-12-31-00:44:58,3,6,3.843050
21,2021-12-31-00:45:02,6,7,4.044420
22,2021-12-31-00:45:04,7,4,1.902452
23,2021-12-31-00:45:06,4,5,1.820360
24,2021-12-31-00:45:07,5,0,1.879765
25,2021-12-31-00:45:09,0,7,1.941655
26,2021-12-31-00:45:12,7,2,2.644706
27,2021-12-31-00:45:14,2,1,1.965989
28,2021-12-31-00:45:16,1,7,1.760347
29,2021-12-31-00:45:18,7,5,2.579199
30,2021-12-31-00:45:20,5,0,1.904179
31,2021-12-31-00:45:22,0,2,1.751903
32,2021-12-31-00:45:24,2,1,1.991932
33,2021-12-31-00:45:26,1,2,1.994332
34,2021-12-31-00:45:28,2,0,1.759997
35,2021-12-31-00:45:29,0,4,1.544924
36,2021-12-31-00:45:31,4,2,1.805335
37,2021-12-31-00:45:34,2,3,2.554759
38,2021-12-31-00:45:36,3,1,2.229852
39,2021-12-31-00:45:37,1,0,1.048703
40,2021-12-31-00:45:40,0,6,3.475617
41,2021-12-31-00:45:44,6,5,3.103354
42,2021-12-31-00:45:45,5,4,1.815781
43,2021-12-31-00:45:47,4,0,1.514516
44,2021-12-31-00:45:48,0,1,1.019492
45,2021-12-31-00:45:49,1,0,1.046175
46,2021-12-31-00:45:51,0,2,1.735591
47,2021-12-31-00:45:52,2,0,1.724073
48,2021-12-31-00:45:54,0,2,1.703257
49,2021-12-31-00:45:56,2,1,2.044023
50,2021-12-31-00:45:58,1,5,2.184111
51,2021-12-31-00:46:01,5,3,2.168013
52,2021-12-31-00:46:03,3,2,2.674599
53,2021-12-31-00:46:05,2,4,1.816728
54,2021-12-31-00:46:08,4,6,3.430021
55,2021-12-31-00:46:12,6,2,3.188502
56,2021-12-31-00:46:13,2,0,1.740169
57,2021-12-31-00:46:16,0,3,2.453053
58,2021-12-31-00:46:19,3,6,3.664559
59,2021-12-31-00:46:23,6,0,3.542127
60,2021-12-31-00:46:26,0,6,3.453568
61,2021-12-31-00:46:30,6,0,3.485650
62,2021-12-31-00:46:32,0,4,1.551750
63,2021-12-31-00:46:34,4,3,2.219039
64,2021-12-31-00:46:36,3,2,2.652755
65,2021-12-31-00:46:39,2,7,2.642715
66,2021-12-31-00:46:42,7,5,2.627007
67,2021-12-31-00:46:44,5,1,1.937577
68,2021-12-31-00:46:46,1,3,2.270870
69,2021-12-31-00:46:48,3,4,2.157348
70,2021-12-31-00:46:50,4,0,1.545719
71,2021-12-31-00:46:51,0,4,1.562811
72,2021-12-31-00:46:53,4,5,1.796793
73,2021-12-31-00:46:55,5,3,2.173816
74,2021-12-31-00:46:57,3,4,2.132805
75,2021-12-31-00:46:59,4,2,1.914412
76,2021-12-31-00:47:02,2,7,2.627456
77,2021-12-31-00:47:04,7,3,2.119905
78,2021-12-31-00:47:06,3,0,2.448728
79,2021-12-31-00:47:09,0,3,2.437609
80,2021-12-31-00:47:12,3,6,3.680045
81,2021-12-31-00:47:16,6,2,3.164227
82,2021-12-31-00:47:17,2,0,1.742243
83,2021-12-31-00:47:18,0,1,1.050345
84,2021-12-31-00:47:20,1,5,1.934709
85,2021-12-31-00:47:22,5,4,1.862176
86,2021-12-31-00:47:24,4,2,1.784188
87,2021-12-31-00:47:26,2,4,1.790657
88,2021-12-31-00:47:29,4,6,3.477007
89,2021-12-31-00:47:33,6,7,4.073324
90,2021-12-31-00:47:37,7,6,4.115478
91,2021-12-31-00:47:41,6,3,3.717621
92,2021-12-31-00:47:45,3,6,3.674547
93,2021-12-31-00:47:49,6,7,4.014588
94,2021-12-31-00:47:53,7,6,4.085808
95,2021-12-31-00:47:56,6,4,3.447248
96,2021-12-31-00:48:00,4,6,3.453267
97,2021-12-31-00:48:03,6,5,3.119036
98,2021-12-31-00:48:05,5,1,1.998498
99,2021-12-31-00:48:06,1,0,1.134775
100,2021-12-31-00:48:08,0,2,1.754561
101,2021-12-31-00:48:10,2,4,1.834268
102,2021-12-31-00:48:11,4,1,1.384139
103,2021-12-31-00:48:13,1,7,1.710198
104,2021-12-31-00:48:15,7,0,1.964254
105,2021-12-31-00:48:17,0,7,1.942967
106,2021-12-31-00:48:21,7,6,3.972075
107,2021-12-31-00:48:24,6,4,3.473350
108,2021-12-31-00:48:26,4,7,1.882437
109,2021-12-31-00:48:29,7,5,2.613861
110,2021-12-31-00:48:31,5,0,1.885886
111,2021-12-31-00:48:33,0,7,1.950999
112,2021-12-31-00:48:35,7,3,2.150959
113,2021-12-31-00:48:37,3,7,2.167063
114,2021-12-31-00:48:41,7,6,4.073570
115,2021-12-31-00:48:45,6,1,3.630260
116,2021-12-31-00:48:46,1,0,1.108085
117,2021-12-31-00:48:49,0,6,3.553168
118,2021-12-31-00:48:53,6,1,3.609293
119,2021-12-31-00:48:54,1,0,1.069752
120,2021-12-31-00:48:56,0,2,1.772322
121,2021-12-31-00:48:59,2,6,3.197119
122,2021-12-31-00:49:02,6,5,3.187429
123,2021-12-31-00:49:05,5,6,3.239187
124,2021-12-31-00:49:09,6,7,4.054605
125,2021-12-31-00:49:13,7,6,4.005415
126,2021-12-31-00:49:17,6,0,3.572935
127,2021-12-31-00:49:20,0,6,3.486066
128,2021-12-31-00:49:24,6,4,3.475896
129,2021-12-31-00:49:26,4,2,1.809821
130,2021-12-31-00:49:28,2,1,1.962797
131,2021-12-31-00:49:30,1,2,2.069703
132,2021-12-31-00:49:32,2,3,2.634732
133,2021-12-31-00:49:35,3,1,2.268545
134,2021-12-31-00:49:36,1,0,1.094381
135,2021-12-31-00:49:37,0,1,1.108783
136,2021-12-31-00:49:38,1,0,1.254403
137,2021-12-31-00:49:41,0,3,2.453991
138,2021-12-31-00:49:43,3,1,2.263336
139,2021-12-31-00:49:46,1,6,3.568855
140,2021-12-31-00:49:50,6,4,3.487500
141,2021-12-31-00:49:52,4,3,2.174649
142,2021-12-31-00:49:54,3,5,2.194656
143,2021-12-31-00:49:56,5,1,1.967728
144,2021-12-31-00:49:57,1,0,1.023130
145,2021-12-31-00:49:59,0,2,1.756883
146,2021-12-31-00:50:02,2,6,3.204720
147,2021-12-31-00:50:06,6,0,3.448878
148,2021-12-31-00:50:08,0,3,2.411841
149,2021-12-31-00:50:11,3,2,2.640510
150,2021-12-31-00:50:12,2,5,1.551764
151,2021-12-31-00:50:14,5,1,1.953604
152,2021-12-31-00:50:15,1,0,1.103306
153,2021-12-31-00:50:16,0,1,1.117114
154,2021-12-31-00:50:18,1,7,1.790787
155,2021-12-31-00:50:21,7,2,2.647541
156,2021-12-31-00:50:23,2,0,1.856164
157,2021-12-31-00:50:25,0,7,2.027061
158,2021-12-31-00:50:27,7,5,2.562275
159,2021-12-31-00:50:30,5,7,2.656979
160,2021-12-31-00:50:33,7,2,2.690830
161,2021-12-31-00:50:36,2,6,3.115122
162,2021-12-31-00:50:39,6,0,3.470738
163,2021-12-31-00:50:40,0,1,1.111022
164,2021-12-31-00:50:44,1,6,3.610556
165,2021-12-31-00:50:47,6,4,3.491136
166,2021-12-31-00:50:51,4,6,3.489651
167,2021-12-31-00:50:55,6,3,3.650896
168,2021-12-31-00:50:57,3,7,2.207538
169,2021-12-31-00:50:59,7,0,1.969858
170,2021-12-31-00:51:00,0,4,1.525626
171,2021-12-31-00:51:02,4,1,1.383683
172,2021-12-31-00:51:03,1,7,1.753184
173,2021-12-31-00:51:06,7,3,2.167682
174,2021-12-31-00:51:09,3,6,3.683785
175,2021-12-31-00:51:12,6,2,3.161456
176,2021-12-31-00:51:14,2,5,1.613121
177,2021-12-31-00:51:17,5,7,2.685929
178,2021-12-31-00:51:19,7,5,2.619769
179,2021-12-31-00:51:21,5,1,1.934823
180,2021-12-31-00:51:23,1,5,1.949522
181,2021-12-31-00:51:26,5,7,2.586319
182,2021-12-31-00:51:30,7,6,4.104732
183,2021-12-31-00:51:34,6,3,3.706864
184,2021-12-31-00:51:36,3,0,2.404476
185,2021-12-31-00:51:40,0,6,3.640757
186,2021-12-31-00:51:43,6,1,3.567409
187,2021-12-31-00:51:44,1,0,1.158882
188,2021-12-31-00:51:45,0,1,1.010056
189,2021-12-31-00:51:48,1,3,2.403560
190,2021-12-31-00:51:50,3,1,2.352637
191,2021-12-31-00:51:53,1,3,2.373584
192,2021-12-31-00:51:56,3,6,3.734450
193,2021-12-31-00:52:00,6,0,3.467734
194,2021-12-31-00:52:01,0,1,1.229176
195,2021-12-31-00:52:03,1,4,1.503519
196,2021-12-31-00:52:04,4,7,1.956048
197,2021-12-31-00:52:06,7,4,2.023653
198,2021-12-31-00:52:08,4,0,1.621918
199,2021-12-31-00:52:12,0,6,3.617117
200,2021-12-31-00:52:16,6,7,4.125010
201,2021-12-31-00:52:18,7,4,1.927487
202,2021-12-31-00:52:20,4,3,2.159472
203,2021-12-31-00:52:22,3,4,2.218463
204,2021-12-31-00:52:26,4,6,3.506527
205,2021-12-31-00:52:30,6,7,4.111741
206,2021-12-31-00:52:32,7,3,2.274699
207,2021-12-31-00:52:34,3,4,2.141266
208,2021-12-31-00:52:36,4,2,1.871281
209,2021-12-31-00:52:38,2,4,1.861961
210,2021-12-31-00:52:40,4,2,1.817560
211,2021-12-31-00:52:42,2,3,2.622109
212,2021-12-31-00:52:45,3,7,2.291136
213,2021-12-31-00:52:47,7,1,1.900247
214,2021-12-31-00:52:49,1,2,2.220074
215,2021-12-31-00:52:52,2,6,3.243161
216,2021-12-31-00:52:55,6,2,3.138463
217,2021-12-31-00:52:58,2,6,3.122136
218,2021-12-31-00:53:02,6,7,4.184161
219,2021-12-31-00:53:07,7,6,4.210230
220,2021-12-31-00:53:10,6,1,3.679126
221,2021-12-31-00:53:13,1,3,2.400966
222,2021-12-31-00:53:16,3,6,3.709822
223,2021-12-31-00:53:20,6,1,3.590031
224,2021-12-31-00:53:21,1,4,1.401071
225,2021-12-31-00:53:25,4,6,3.696662
226,2021-12-31-00:53:29,6,7,4.137717
227,2021-12-31-00:53:32,7,2,2.675956
228,2021-12-31-00:53:34,2,0,1.886971
229,2021-12-31-00:53:36,0,2,1.797389
230,2021-12-31-00:53:38,2,4,1.870184
231,2021-12-31-00:53:39,4,2,1.964493
232,2021-12-31-00:53:43,2,6,3.271738
233,2021-12-31-00:53:46,6,5,3.111887
234,2021-12-31-00:53:48,5,4,1.813262
235,2021-12-31-00:53:51,4,6,3.528667
236,2021-12-31-00:53:54,6,2,3.270451
237,2021-12-31-00:53:56,2,5,1.654337
238,2021-12-31-00:53:58,5,2,1.612624
239,2021-12-31-00:54:00,2,0,1.895648
240,2021-12-31-00:54:03,0,6,3.453822
241,2021-12-31-00:54:07,6,7,3.993340
242,2021-12-31-00:54:09,7,0,2.045328
243,2021-12-31-00:54:11,0,5,1.979051
244,2021-12-31-00:54:13,5,0,1.999747
245,2021-12-31-00:54:16,0,3,2.468954
246,2021-12-31-00:54:18,3,2,2.631115
247,2021-12-31-00:54:21,2,7,2.733169
248,2021-12-31-00:54:23,7,3,2.214240
249,2021-12-31-00:54:25,3,4,2.192725
250,2021-12-31-00:54:27,4,2,1.838320
251,2021-12-31-00:54:29,2,1,2.030366
252,2021-12-31-00:54:30,1,0,1.105364
253,2021-12-31-00:54:32,0,4,1.733552
254,2021-12-31-00:54:34,4,5,1.815794
255,2021-12-31-00:54:36,5,2,1.700137
256,2021-12-31-00:54:38,2,7,2.756183
257,2021-12-31-00:54:40,7,0,2.110305
258,2021-12-31-00:54:43,0,3,2.623615
259,2021-12-31-00:54:46,3,2,2.894601
260,2021-12-31-00:54:48,2,1,2.122313
261,2021-12-31-00:54:50,1,7,1.887816
262,2021-12-31-00:54:53,7,5,2.724596
263,2021-12-31-00:54:55,5,1,2.010541
264,2021-12-31-00:54:59,1,6,3.786579
265,2021-12-31-00:55:02,6,2,3.318438
266,2021-12-31-00:55:04,2,4,2.010177
267,2021-12-31-00:55:06,4,2,1.960335
268,2021-12-31-00:55:08,2,4,1.831681
269,2021-12-31-00:55:09,4,0,1.673505
270,2021-12-31-00:55:11,0,4,1.659217
271,2021-12-31-00:55:13,4,2,1.941388
272,2021-12-31-00:55:16,2,6,3.456679
273,2021-12-31-00:55:20,6,7,4.076330
274,2021-12-31-00:55:23,7,5,2.663507
275,2021-12-31-00:55:26,5,3,2.504858
276,2021-12-31-00:55:28,3,1,2.308849
277,2021-12-31-00:55:30,1,5,2.009326
278,2021-12-31-00:55:32,5,2,1.853586
279,2021-12-31-00:55:34,2,1,2.328888
280,2021-12-31-00:55:36,1,4,1.555840
281,2021-12-31-00:55:37,4,1,1.424489
282,2021-12-31-00:55:39,1,5,2.031683
283,2021-12-31-00:55:42,5,6,3.183317
284,2021-12-31-00:55:46,6,0,3.476689
285,2021-12-31-00:55:48,0,5,1.993081
286,2021-12-31-00:55:50,5,1,2.026015
287,2021-12-31-00:55:52,1,2,2.021617
288,2021-12-31-00:55:54,2,5,1.726345
289,2021-12-31-00:55:56,5,7,2.704482
290,2021-12-31-00:55:59,7,2,2.894360
291,2021-12-31-00:56:02,2,6,3.273251
292,2021-12-31-00:56:06,6,2,3.122226
293,2021-12-31-00:56:08,2,7,2.652001
294,2021-12-31-00:56:10,7,1,1.708583
295,2021-12-31-00:56:12,1,5,2.201900
296,2021-12-31-00:56:14,5,0,2.208751
297,2021-12-31-00:56:16,0,4,1.598931
298,2021-12-31-00:56:18,4,5,1.825788
299,2021-12-31-00:56:21,5,7,2.694616
300,2021-12-31-00:56:25,7,6,4.092757
301,2021-12-31-00:56:28,6,4,3.738364
302,2021-12-31-00:56:30,4,3,2.153498
303,2021-12-31-00:56:33,3,5,2.412451
304,2021-12-31-00:56:35,5,4,2.006287
305,2021-12-31-00:56:37,4,5,1.893725
306,2021-12-31-00:56:40,5,7,2.737332
307,2021-12-31-00:56:42,7,4,2.011020
308,2021-12-31-00:56:44,4,7,2.021980
309,2021-12-31-00:56:46,7,5,2.823357
310,2021-12-31-00:56:49,5,3,2.276732
311,2021-12-31-00:56:53,3,6,3.806620
312,2021-12-31-00:56:56,6,2,3.275484
313,2021-12-31-00:56:59,2,6,3.257454
314,2021-12-31-00:57:03,6,7,4.302442
315,2021-12-31-00:57:06,7,5,2.613860
316,2021-12-31-00:57:08,5,3,2.346072
317,2021-12-31-00:57:11,3,2,2.843727
318,2021-12-31-00:57:13,2,5,1.760647
319,2021-12-31-00:57:16,5,7,2.876305
320,2021-12-31-00:57:19,7,2,2.832425
321,2021-12-31-00:57:21,2,1,2.061387
322,2021-12-31-00:57:24,1,6,3.716051
323,2021-12-31-00:57:29,6,7,4.124156
324,2021-12-31-00:57:30,7,1,1.731864
325,2021-12-31-00:57:32,1,0,1.390029
326,2021-12-31-00:57:33,0,4,1.759067
327,2021-12-31-00:57:37,4,6,3.674602
328,2021-12-31-00:57:41,6,1,3.739492
329,2021-12-31-00:57:45,1,6,3.906533
330,2021-12-31-00:57:49,6,0,3.853515
331,2021-12-31-00:57:50,0,1,1.153556
332,2021-12-31-00:57:51,1,4,1.507002
333,2021-12-31-00:57:55,4,6,3.785901
334,2021-12-31-00:57:59,6,3,3.896805
335,2021-12-31-00:58:01,3,5,2.362818
336,2021-12-31-00:58:03,5,2,1.730426
337,2021-12-31-00:58:06,2,3,2.649332
338,2021-12-31-00:58:08,3,4,2.175499
339,2021-12-31-00:58:09,4,0,1.615196
340,2021-12-31-00:58:11,0,1,1.202546
341,2021-12-31-00:58:13,1,2,2.270945
342,2021-12-31-00:58:15,2,5,1.764585
343,2021-12-31-00:58:17,5,1,2.188867
344,2021-12-31-00:58:19,1,7,1.869235
345,2021-12-31-00:58:22,7,5,2.840046
346,2021-12-31-00:58:24,5,3,2.448227
347,2021-12-31-00:58:28,3,6,3.921728
348,2021-12-31-00:58:31,6,5,3.315006
349,2021-12-31-00:58:35,5,6,3.470595
350,2021-12-31-00:58:39,6,4,3.821980
351,2021-12-31-00:58:40,4,0,1.736952
352,2021-12-31-00:58:43,0,3,2.875663
353,2021-12-31-00:58:46,3,2,2.931545
354,2021-12-31-00:58:49,2,7,2.791978
355,2021-12-31-00:58:51,7,1,1.887951
356,2021-12-31-00:58:52,1,0,1.189757
357,2021-12-31-00:58:54,0,2,2.056350
358,2021-12-31-00:58:56,2,1,2.367769
359,2021-12-31-00:58:58,1,0,1.342260
360,2021-12-31-00:59:00,0,7,2.084215
361,2021-12-31-00:59:02,7,4,1.955545
362,2021-12-31-00:59:03,4,0,1.638715
363,2021-12-31-00:59:05,0,4,1.770889
364,2021-12-31-00:59:07,4,1,1.573862
365,2021-12-31-00:59:09,1,3,2.321170
366,2021-12-31-00:59:11,3,7,2.380621
367,2021-12-31-00:59:14,7,3,2.188773
368,2021-12-31-00:59:18,3,6,3.923858
369,2021-12-31-00:59:22,6,3,3.988005
370,2021-12-31-00:59:24,3,0,2.531211
371,2021-12-31-00:59:27,0,3,2.474709
372,2021-12-31-00:59:31,3,6,4.293594
373,2021-12-31-00:59:34,6,5,3.251321
374,2021-12-31-00:59:37,5,7,3.025639
375,2021-12-31-00:59:40,7,3,2.381809
376,2021-12-31-00:59:42,3,5,2.365300
377,2021-12-31-00:59:45,5,6,3.390405
