--- Start
Calibration finished !

Learning mode activated? 
False
iteration,date,init_position,final_position,time
0,2022-01-02-03:29:29,-1,3,2.748540
1,2022-01-02-03:29:31,3,4,2.083684
2,2022-01-02-03:29:33,4,7,1.832441
3,2022-01-02-03:29:35,7,3,2.123837
4,2022-01-02-03:29:37,3,4,2.124960
5,2022-01-02-03:29:38,4,1,1.277804
6,2022-01-02-03:29:39,1,4,1.283364
7,2022-01-02-03:29:41,4,5,1.803222
8,2022-01-02-03:29:44,5,6,3.078291
9,2022-01-02-03:29:48,6,0,3.459200
10,2022-01-02-03:29:49,0,2,1.681444
11,2022-01-02-03:29:51,2,0,1.739593
12,2022-01-02-03:29:55,0,6,3.459526
13,2022-01-02-03:29:58,6,5,3.070688
14,2022-01-02-03:30:00,5,0,1.897503
15,2022-01-02-03:30:02,0,7,1.925077
16,2022-01-02-03:30:04,7,5,2.529475
17,2022-01-02-03:30:06,5,4,1.758154
18,2022-01-02-03:30:07,4,1,1.283453
19,2022-01-02-03:30:08,1,0,1.039537
20,2022-01-02-03:30:10,0,4,1.525983
21,2022-01-02-03:30:11,4,0,1.484425
22,2022-01-02-03:30:12,0,1,1.055987
23,2022-01-02-03:30:13,1,0,0.980579
24,2022-01-02-03:30:16,0,3,2.347485
25,2022-01-02-03:30:19,3,6,3.604740
26,2022-01-02-03:30:23,6,4,3.444985
27,2022-01-02-03:30:24,4,5,1.787952
28,2022-01-02-03:30:27,5,3,2.161142
29,2022-01-02-03:30:29,3,5,2.168690
30,2022-01-02-03:30:31,5,3,2.195622
31,2022-01-02-03:30:33,3,2,2.550552
32,2022-01-02-03:30:36,2,7,2.559037
33,2022-01-02-03:30:40,7,6,3.958288
34,2022-01-02-03:30:43,6,5,3.119177
35,2022-01-02-03:30:45,5,2,1.529956
36,2022-01-02-03:30:47,2,1,1.946834
37,2022-01-02-03:30:49,1,2,1.919287
38,2022-01-02-03:30:50,2,0,1.681982
39,2022-01-02-03:30:54,0,6,3.426962
40,2022-01-02-03:30:57,6,3,3.602698
41,2022-01-02-03:31:01,3,6,3.639960
42,2022-01-02-03:31:05,6,3,3.664239
43,2022-01-02-03:31:07,3,7,2.094481
44,2022-01-02-03:31:11,7,6,3.985513
45,2022-01-02-03:31:14,6,0,3.460395
46,2022-01-02-03:31:15,0,1,0.983769
47,2022-01-02-03:31:17,1,7,1.627821
48,2022-01-02-03:31:19,7,3,2.089303
49,2022-01-02-03:31:21,3,7,2.101225
50,2022-01-02-03:31:23,7,3,2.102925
51,2022-01-02-03:31:25,3,0,2.331153
52,2022-01-02-03:31:27,0,5,1.837923
53,2022-01-02-03:31:30,5,6,3.134046
54,2022-01-02-03:31:33,6,2,3.104932
55,2022-01-02-03:31:35,2,0,1.731421
56,2022-01-02-03:31:37,0,2,1.699772
57,2022-01-02-03:31:39,2,7,2.593245
58,2022-01-02-03:31:43,7,6,4.010218
59,2022-01-02-03:31:47,6,0,3.400340
60,2022-01-02-03:31:48,0,1,1.027258
61,2022-01-02-03:31:49,1,0,1.062442
62,2022-01-02-03:31:52,0,6,3.454929
63,2022-01-02-03:31:56,6,1,3.539037
64,2022-01-02-03:31:57,1,4,1.317544
65,2022-01-02-03:31:59,4,3,2.131811
66,2022-01-02-03:32:02,3,1,2.217913
67,2022-01-02-03:32:04,1,5,1.929051
68,2022-01-02-03:32:05,5,1,1.944715
69,2022-01-02-03:32:07,1,5,1.934554
70,2022-01-02-03:32:09,5,0,1.898974
71,2022-01-02-03:32:12,0,3,2.371933
72,2022-01-02-03:32:14,3,1,2.194754
73,2022-01-02-03:32:16,1,2,1.964900
74,2022-01-02-03:32:18,2,7,2.548799
75,2022-01-02-03:32:22,7,6,3.987569
