iteration,date,executiontime
1,2022-02-15-02:46:50,2.753382
2,2022-02-15-02:46:54,3.949512
3,2022-02-15-02:46:56,2.131863
4,2022-02-15-02:46:59,3.536192
5,2022-02-15-02:47:01,2.169409
6,2022-02-15-02:47:04,2.232547
7,2022-02-15-02:47:07,3.714623
8,2022-02-15-02:47:11,3.753111
9,2022-02-15-02:47:13,2.029731
10,2022-02-15-02:47:15,1.756255
11,2022-02-15-02:47:18,2.708273
12,2022-02-15-02:47:20,2.339692
13,2022-02-15-02:47:23,2.843928
14,2022-02-15-02:47:26,3.105944
15,2022-02-15-02:47:28,2.572191
16,2022-02-15-02:47:32,3.613538
17,2022-02-15-02:47:34,2.246072
18,2022-02-15-02:47:37,2.304083
19,2022-02-15-02:47:39,1.953214
20,2022-02-15-02:47:43,4.023484
21,2022-02-15-02:47:46,3.687154
22,2022-02-15-02:47:48,1.522942
23,2022-02-15-02:47:50,1.781412
24,2022-02-15-02:47:51,1.531866
25,2022-02-15-02:47:54,2.574958
26,2022-02-15-02:47:57,3.313131
27,2022-02-15-02:47:59,2.144745
28,2022-02-15-02:48:01,2.253396
29,2022-02-15-02:48:04,2.306988
30,2022-02-15-02:48:06,1.804900
31,2022-02-15-02:48:07,1.733781
32,2022-02-15-02:48:09,1.862191
33,2022-02-15-02:48:13,4.256118
34,2022-02-15-02:48:17,3.347598
35,2022-02-15-02:48:19,1.992931
36,2022-02-15-02:48:21,2.098974
37,2022-02-15-02:48:23,1.799680
38,2022-02-15-02:48:24,1.532037
39,2022-02-15-02:48:27,2.902058
40,2022-02-15-02:48:30,2.836240
41,2022-02-15-02:48:32,1.905677
42,2022-02-15-02:48:34,2.000248
43,2022-02-15-02:48:36,1.746361
44,2022-02-15-02:48:37,1.748131
45,2022-02-15-02:48:39,1.900344
46,2022-02-15-02:48:41,2.135982
47,2022-02-15-02:48:43,1.776812
48,2022-02-15-02:48:45,1.832777
49,2022-02-15-02:48:47,1.595225
50,2022-02-15-02:48:48,1.125798
51,2022-02-15-02:48:50,2.004310
52,2022-02-15-02:48:52,2.646162
53,2022-02-15-02:48:54,2.107353
54,2022-02-15-02:48:56,1.800576
55,2022-02-15-02:48:58,2.233412
56,2022-02-15-02:49:01,2.713624
57,2022-02-15-02:49:03,1.859476
58,2022-02-15-02:49:05,1.763428
59,2022-02-15-02:49:07,1.865482
60,2022-02-15-02:49:09,2.701736
61,2022-02-15-02:49:12,2.607464
62,2022-02-15-02:49:15,3.092636
63,2022-02-15-02:49:19,4.102611
