iteration,date,executiontime
1,2022-02-15-05:18:23,2.714039
2,2022-02-15-05:18:24,1.092938
3,2022-02-15-05:18:26,2.049563
4,2022-02-15-05:18:29,2.263172
5,2022-02-15-05:18:31,2.039171
6,2022-02-15-05:18:34,3.574770
7,2022-02-15-05:18:38,3.543311
8,2022-02-15-05:18:39,1.565592
9,2022-02-15-05:18:41,1.907962
10,2022-02-15-05:18:45,4.124259
11,2022-02-15-05:18:49,3.895888
12,2022-02-15-05:18:51,1.910620
13,2022-02-15-05:18:55,4.125330
14,2022-02-15-05:18:59,3.366629
15,2022-02-15-05:19:02,3.468930
16,2022-02-15-05:19:06,3.608090
17,2022-02-15-05:19:07,1.093881
18,2022-02-15-05:19:10,2.932935
19,2022-02-15-05:19:13,3.367483
20,2022-02-15-05:19:17,3.500221
21,2022-02-15-05:19:18,1.691087
22,2022-02-15-05:19:19,1.034327
23,2022-02-15-05:19:20,1.059216
24,2022-02-15-05:19:22,1.613129
25,2022-02-15-05:19:24,1.636253
26,2022-02-15-05:19:25,1.100688
27,2022-02-15-05:19:27,2.401769
28,2022-02-15-05:19:30,2.469732
29,2022-02-15-05:19:32,1.987532
30,2022-02-15-05:19:34,2.267675
31,2022-02-15-05:19:36,1.653779
32,2022-02-15-05:19:37,1.747786
33,2022-02-15-05:19:41,4.041658
34,2022-02-15-05:19:45,3.232999
35,2022-02-15-05:19:48,3.133983
36,2022-02-15-05:19:51,3.233562
37,2022-02-15-05:19:53,1.626369
38,2022-02-15-05:19:56,3.102947
39,2022-02-15-05:19:59,3.747953
40,2022-02-15-05:20:02,2.145525
41,2022-02-15-05:20:04,2.457064
42,2022-02-15-05:20:06,1.579574
43,2022-02-15-05:20:08,1.943109
44,2022-02-15-05:20:10,1.932218
45,2022-02-15-05:20:13,3.463431
46,2022-02-15-05:20:17,3.534225
47,2022-02-15-05:20:19,2.045363
48,2022-02-15-05:20:20,1.896615
49,2022-02-15-05:20:22,1.760584
50,2022-02-15-05:20:25,2.967134
51,2022-02-15-05:20:29,3.520888
52,2022-02-15-05:20:30,1.075731
53,2022-02-15-05:20:32,1.721120
54,2022-02-15-05:20:34,2.703332
55,2022-02-15-05:20:37,2.645081
56,2022-02-15-05:20:39,1.731861
57,2022-02-15-05:20:40,1.723587
58,2022-02-15-05:20:42,1.875931
59,2022-02-15-05:20:45,2.791488
60,2022-02-15-05:20:48,3.434443
61,2022-02-15-05:20:52,3.302922
62,2022-02-15-05:20:54,2.759517
63,2022-02-15-05:20:57,2.025777
64,2022-02-15-05:20:59,2.703076
65,2022-02-15-05:21:01,1.685885
66,2022-02-15-05:21:03,1.980616
67,2022-02-15-05:21:05,1.807274
68,2022-02-15-05:21:07,2.613715
69,2022-02-15-05:21:10,2.655246
70,2022-02-15-05:21:12,2.093296
71,2022-02-15-05:21:14,1.963531
72,2022-02-15-05:21:16,1.750167
73,2022-02-15-05:21:18,1.786426
74,2022-02-15-05:21:20,2.264267
75,2022-02-15-05:21:22,2.238773
76,2022-02-15-05:21:24,1.835568
77,2022-02-15-05:21:27,2.638170
78,2022-02-15-05:21:29,2.262758
79,2022-02-15-05:21:31,1.777706
80,2022-02-15-05:21:32,1.520675
81,2022-02-15-05:21:34,1.795084
82,2022-02-15-05:21:36,1.953942
83,2022-02-15-05:21:38,2.467771
84,2022-02-15-05:21:41,2.538899
85,2022-02-15-05:21:44,3.518629
86,2022-02-15-05:21:48,3.848720
87,2022-02-15-05:21:50,1.688737
88,2022-02-15-05:21:52,1.743130
89,2022-02-15-05:21:54,2.629091
90,2022-02-15-05:21:56,1.838937
91,2022-02-15-05:21:58,1.759485
92,2022-02-15-05:22:00,2.296604
93,2022-02-15-05:22:04,3.307372
94,2022-02-15-05:22:07,3.144914
95,2022-02-15-05:22:08,1.737909
96,2022-02-15-05:22:10,1.640221
97,2022-02-15-05:22:11,1.086017
98,2022-02-15-05:22:13,1.926839
99,2022-02-15-05:22:16,2.703037
100,2022-02-15-05:22:18,2.103288
101,2022-02-15-05:22:21,3.011900
102,2022-02-15-05:22:23,2.013157
103,2022-02-15-05:22:25,2.292940
104,2022-02-15-05:22:27,2.310685
105,2022-02-15-05:22:30,2.923423
106,2022-02-15-05:22:33,2.147005
107,2022-02-15-05:22:34,1.803757
108,2022-02-15-05:22:36,1.783106
109,2022-02-15-05:22:38,1.988210
110,2022-02-15-05:22:42,4.342662
111,2022-02-15-05:22:44,1.827740
112,2022-02-15-05:22:48,3.762751
113,2022-02-15-05:22:49,1.086143
114,2022-02-15-05:22:51,1.964774
115,2022-02-15-05:22:53,1.860145
116,2022-02-15-05:22:55,1.726007
117,2022-02-15-05:22:57,1.878184
118,2022-02-15-05:22:59,2.691696
119,2022-02-15-05:23:02,3.036807
120,2022-02-15-05:23:04,1.899064
121,2022-02-15-05:23:06,2.269677
122,2022-02-15-05:23:08,1.731914
123,2022-02-15-05:23:10,1.532416
124,2022-02-15-05:23:11,1.035972
125,2022-02-15-05:23:12,1.620130
126,2022-02-15-05:23:15,2.254632
127,2022-02-15-05:23:18,3.202910
128,2022-02-15-05:23:21,3.473803
129,2022-02-15-05:23:23,1.348975
130,2022-02-15-05:23:24,1.629014
131,2022-02-15-05:23:27,2.224965
132,2022-02-15-05:23:29,2.340452
133,2022-02-15-05:23:31,2.604394
134,2022-02-15-05:23:33,1.562509
135,2022-02-15-05:23:37,3.488406
136,2022-02-15-05:23:40,3.701935
137,2022-02-15-05:23:41,1.095504
138,2022-02-15-05:23:45,3.587845
139,2022-02-15-05:23:49,3.912688
140,2022-02-15-05:23:51,2.087776
141,2022-02-15-05:23:53,2.291280
142,2022-02-15-05:23:55,1.841369
143,2022-02-15-05:23:58,3.301602
144,2022-02-15-05:24:02,3.733481
145,2022-02-15-05:24:04,1.966724
146,2022-02-15-05:24:06,1.987989
147,2022-02-15-05:24:07,1.087066
148,2022-02-15-05:24:10,2.530558
149,2022-02-15-05:24:12,2.715539
150,2022-02-15-05:24:14,1.703853
151,2022-02-15-05:24:17,2.613288
152,2022-02-15-05:24:19,2.220065
153,2022-02-15-05:24:21,1.826040
154,2022-02-15-05:24:25,4.413407
155,2022-02-15-05:24:29,4.211343
156,2022-02-15-05:24:31,1.926787
157,2022-02-15-05:24:33,1.958790
158,2022-02-15-05:24:35,1.336381
159,2022-02-15-05:24:36,1.337165
160,2022-02-15-05:24:39,3.457768
161,2022-02-15-05:24:43,3.270069
162,2022-02-15-05:24:46,3.261658
163,2022-02-15-05:24:48,2.221170
164,2022-02-15-05:24:50,2.239435
165,2022-02-15-05:24:53,2.232850
166,2022-02-15-05:24:57,3.955572
167,2022-02-15-05:25:00,3.513071
168,2022-02-15-05:25:02,1.554335
169,2022-02-15-05:25:03,1.334172
170,2022-02-15-05:25:05,1.693927
171,2022-02-15-05:25:09,3.969605
172,2022-02-15-05:25:12,3.291694
173,2022-02-15-05:25:14,1.797212
174,2022-02-15-05:25:16,1.948478
175,2022-02-15-05:25:18,2.651590
176,2022-02-15-05:25:20,1.957907
177,2022-02-15-05:25:22,1.814539
178,2022-02-15-05:25:24,2.230753
179,2022-02-15-05:25:26,1.828907
180,2022-02-15-05:25:28,1.554258
181,2022-02-15-05:25:29,1.773089
182,2022-02-15-05:25:31,1.765249
183,2022-02-15-05:25:33,2.138949
184,2022-02-15-05:25:37,3.341473
185,2022-02-15-05:25:39,2.568707
186,2022-02-15-05:25:43,3.943983
187,2022-02-15-05:25:45,2.138929
188,2022-02-15-05:25:48,2.429684
189,2022-02-15-05:25:50,2.435240
190,2022-02-15-05:25:53,2.359822
191,2022-02-15-05:25:55,2.610164
192,2022-02-15-05:25:58,2.629275
193,2022-02-15-05:26:01,3.320135
194,2022-02-15-05:26:03,2.137555
195,2022-02-15-05:26:05,1.523294
196,2022-02-15-05:26:09,4.161590
197,2022-02-15-05:26:13,4.042128
198,2022-02-15-05:26:15,1.940276
199,2022-02-15-05:26:18,2.636672
200,2022-02-15-05:26:20,2.641159
201,2022-02-15-05:26:23,3.044557
202,2022-02-15-05:26:26,2.857771
203,2022-02-15-05:26:29,2.760322
204,2022-02-15-05:26:32,3.304335
205,2022-02-15-05:26:35,2.655719
206,2022-02-15-05:26:39,3.629027
207,2022-02-15-05:26:40,1.919297
208,2022-02-15-05:26:43,2.224880
209,2022-02-15-05:26:45,2.028926
210,2022-02-15-05:26:48,2.840543
211,2022-02-15-05:26:50,2.167719
212,2022-02-15-05:26:52,2.225747
213,2022-02-15-05:26:54,1.881400
