iteration,date,executiontime
1,2022-02-15-05:18:23,2.856393
2,2022-02-15-05:18:26,2.665948
3,2022-02-15-05:18:28,1.728001
4,2022-02-15-05:18:29,1.623959
5,2022-02-15-05:18:31,1.642519
6,2022-02-15-05:18:35,3.662920
7,2022-02-15-05:18:38,3.555462
8,2022-02-15-05:18:41,2.747656
9,2022-02-15-05:18:44,2.707810
10,2022-02-15-05:18:48,3.689744
11,2022-02-15-05:18:51,3.136503
12,2022-02-15-05:18:54,3.193481
13,2022-02-15-05:18:57,3.495649
14,2022-02-15-05:18:59,1.570059
15,2022-02-15-05:19:00,1.334133
16,2022-02-15-05:19:02,1.729171
17,2022-02-15-05:19:06,3.953768
18,2022-02-15-05:19:09,3.190027
19,2022-02-15-05:19:12,2.623321
20,2022-02-15-05:19:16,4.355569
21,2022-02-15-05:19:18,1.754501
22,2022-02-15-05:19:21,3.473477
23,2022-02-15-05:19:24,2.595120
24,2022-02-15-05:19:27,3.353498
25,2022-02-15-05:19:29,1.952490
26,2022-02-15-05:19:31,1.797987
27,2022-02-15-05:19:33,2.111539
28,2022-02-15-05:19:35,2.109086
29,2022-02-15-05:19:37,2.222527
30,2022-02-15-05:19:40,2.193569
31,2022-02-15-05:19:41,1.754706
32,2022-02-15-05:19:43,1.932809
33,2022-02-15-05:19:46,2.649063
34,2022-02-15-05:19:50,3.566447
35,2022-02-15-05:19:51,1.935543
36,2022-02-15-05:19:54,2.686425
37,2022-02-15-05:19:57,3.143940
38,2022-02-15-05:20:00,2.740174
39,2022-02-15-05:20:02,2.173764
40,2022-02-15-05:20:04,1.520709
41,2022-02-15-05:20:05,1.343458
42,2022-02-15-05:20:06,1.307653
43,2022-02-15-05:20:10,3.483364
44,2022-02-15-05:20:14,3.894158
45,2022-02-15-05:20:15,1.626237
46,2022-02-15-05:20:17,1.435863
47,2022-02-15-05:20:19,1.718826
48,2022-02-15-05:20:21,2.636843
49,2022-02-15-05:20:25,3.953169
50,2022-02-15-05:20:29,3.493712
51,2022-02-15-05:20:30,1.539602
52,2022-02-15-05:20:32,1.597705
53,2022-02-15-05:20:33,1.559431
54,2022-02-15-05:20:36,2.196779
55,2022-02-15-05:20:38,2.135832
56,2022-02-15-05:20:40,2.361374
57,2022-02-15-05:20:42,2.107283
58,2022-02-15-05:20:44,1.869431
59,2022-02-15-05:20:47,2.599989
60,2022-02-15-05:20:49,1.958424
61,2022-02-15-05:20:51,1.926493
62,2022-02-15-05:20:54,3.050224
63,2022-02-15-05:20:57,3.835666
64,2022-02-15-05:21:00,2.547132
65,2022-02-15-05:21:02,2.526163
66,2022-02-15-05:21:05,2.432019
67,2022-02-15-05:21:06,1.537492
68,2022-02-15-05:21:11,4.130865
69,2022-02-15-05:21:12,1.818171
70,2022-02-15-05:21:16,3.844865
71,2022-02-15-05:21:19,2.973174
72,2022-02-15-05:21:21,1.686156
73,2022-02-15-05:21:24,2.658081
74,2022-02-15-05:21:27,3.450087
75,2022-02-15-05:21:30,3.268644
76,2022-02-15-05:21:32,1.779394
77,2022-02-15-05:21:35,3.200513
78,2022-02-15-05:21:39,3.651629
79,2022-02-15-05:21:41,2.026286
80,2022-02-15-05:21:44,2.681325
81,2022-02-15-05:21:46,2.132268
82,2022-02-15-05:21:48,1.852847
83,2022-02-15-05:21:50,2.539485
84,2022-02-15-05:21:52,1.931470
85,2022-02-15-05:21:54,1.767869
86,2022-02-15-05:21:56,1.790060
87,2022-02-15-05:21:59,3.471847
88,2022-02-15-05:22:02,3.166508
89,2022-02-15-05:22:05,3.082475
90,2022-02-15-05:22:08,2.209275
91,2022-02-15-05:22:10,2.273641
92,2022-02-15-05:22:13,2.782903
93,2022-02-15-05:22:15,2.023809
94,2022-02-15-05:22:19,4.189010
95,2022-02-15-05:22:22,3.103881
96,2022-02-15-05:22:26,3.929291
97,2022-02-15-05:22:28,2.471668
98,2022-02-15-05:22:30,1.521593
99,2022-02-15-05:22:31,1.518052
100,2022-02-15-05:22:33,1.928998
101,2022-02-15-05:22:37,4.094477
102,2022-02-15-05:22:41,3.976061
103,2022-02-15-05:22:43,1.651983
104,2022-02-15-05:22:44,1.340977
105,2022-02-15-05:22:46,1.324986
106,2022-02-15-05:22:47,1.044452
107,2022-02-15-05:22:49,1.918873
108,2022-02-15-05:22:51,2.003735
109,2022-02-15-05:22:52,1.689831
110,2022-02-15-05:22:55,2.290974
111,2022-02-15-05:22:58,3.109872
112,2022-02-15-05:23:01,3.599972
113,2022-02-15-05:23:03,1.791361
114,2022-02-15-05:23:05,1.834982
115,2022-02-15-05:23:07,2.059980
