date,init_position,final_position,time
1,2022-01-26-16:35:56,-1,4,7.567111
2,2022-01-26-16:35:59,4,3,2.506647
3,2022-01-26-16:36:04,3,4,5.039696
4,2022-01-26-16:36:08,4,1,4.295454
5,2022-01-26-16:36:11,1,6,3.108209
6,2022-01-26-16:36:14,6,5,2.957567
7,2022-01-26-16:36:16,5,1,2.131999
8,2022-01-26-16:36:18,1,4,1.612577
9,2022-01-26-16:36:20,4,2,2.000416
10,2022-01-26-16:36:22,2,1,2.468728
11,2022-01-26-16:36:25,1,7,1.858955
12,2022-01-26-16:36:27,7,0,2.022517
13,2022-01-26-16:36:30,0,6,3.028294
14,2022-01-26-16:36:33,6,4,3.020685
15,2022-01-26-16:36:35,4,3,2.391115
16,2022-01-26-16:36:39,3,2,3.929154
17,2022-01-26-16:36:41,2,5,1.893401
18,2022-01-26-16:36:44,5,3,3.303701
19,2022-01-26-16:36:47,3,5,2.651213
20,2022-01-26-16:36:50,5,1,3.504389
21,2022-01-26-16:36:55,1,6,4.532258
22,2022-01-26-16:36:58,6,7,3.344300
23,2022-01-26-16:37:02,7,4,3.916890
24,2022-01-26-16:37:06,4,0,4.011522
25,2022-01-26-16:37:08,0,1,1.580084
26,2022-01-26-16:37:10,1,7,2.246518
27,2022-01-26-16:37:14,7,2,3.734681
28,2022-01-26-16:37:17,2,7,3.329994
29,2022-01-26-16:37:20,7,2,3.136253
30,2022-01-26-16:37:23,2,4,2.589074
31,2022-01-26-16:37:26,4,3,3.317491
32,2022-01-26-16:37:29,3,0,2.962571
33,2022-01-26-16:37:31,0,4,1.936692
34,2022-01-26-16:37:36,4,6,4.756869
35,2022-01-26-16:37:40,6,1,4.107732
36,2022-01-26-16:37:43,1,3,3.550273
37,2022-01-26-16:37:47,3,0,3.392118
38,2022-01-26-16:37:50,0,3,2.887166
39,2022-01-26-16:37:52,3,6,2.516449
40,2022-01-26-16:37:56,6,5,3.322893
41,2022-01-26-16:38:02,5,4,6.047744
42,2022-01-26-16:38:06,4,6,4.386899
43,2022-01-26-16:38:10,6,1,4.364737
44,2022-01-26-16:38:13,1,4,2.173535
45,2022-01-26-16:38:16,4,2,3.644940
46,2022-01-26-16:38:20,2,4,3.913884
47,2022-01-26-16:38:24,4,0,3.833572
48,2022-01-26-16:38:29,0,6,4.737942
49,2022-01-26-16:38:33,6,0,4.462679
50,2022-01-26-16:38:35,0,1,2.008862
51,2022-01-26-16:38:39,1,6,4.084740
52,2022-01-26-16:38:44,6,7,4.745079
53,2022-01-26-16:38:48,7,3,4.466546
54,2022-01-26-16:38:52,3,1,3.686076
55,2022-01-26-16:38:55,1,2,2.860077
56,2022-01-26-16:38:57,2,4,2.289456
57,2022-01-26-16:39:00,4,1,2.324680
58,2022-01-26-16:39:02,1,0,2.055097
59,2022-01-26-16:39:05,0,3,3.372785
60,2022-01-26-16:39:09,3,1,3.595291
61,2022-01-26-16:39:14,1,5,5.122930
62,2022-01-26-16:39:17,5,6,3.601752
63,2022-01-26-16:39:21,6,3,3.795766
64,2022-01-26-16:39:27,3,2,5.503358
65,2022-01-26-16:39:31,2,3,4.365428
66,2022-01-26-16:39:35,3,0,3.801246
67,2022-01-26-16:39:39,0,5,4.019094
68,2022-01-26-16:39:43,5,2,4.248114
69,2022-01-26-16:39:48,2,0,4.815619
70,2022-01-26-16:39:51,0,3,3.158663
71,2022-01-26-16:39:54,3,4,3.109131
72,2022-01-26-16:39:57,4,3,2.754518
73,2022-01-26-16:40:00,3,6,2.820405
74,2022-01-26-16:40:04,6,5,4.107712
75,2022-01-26-16:40:07,5,1,2.635788
76,2022-01-26-16:40:09,1,4,2.516689
77,2022-01-26-16:40:12,4,7,2.708735
78,2022-01-26-16:40:15,7,4,3.650152
79,2022-01-26-16:40:18,4,0,2.222075
80,2022-01-26-16:40:21,0,3,3.368375
81,2022-01-26-16:40:24,3,4,2.864041
82,2022-01-26-16:40:27,4,3,3.336212
83,2022-01-26-16:40:30,3,1,3.268847
84,2022-01-26-16:40:34,1,3,3.323066
85,2022-01-26-16:40:38,3,7,4.090922
86,2022-01-26-16:40:42,7,3,4.014747
87,2022-01-26-16:40:45,3,0,3.317748
88,2022-01-26-16:40:47,0,4,1.971747
89,2022-01-26-16:40:50,4,0,2.327204
90,2022-01-26-16:40:55,0,3,5.076064
91,2022-01-26-16:41:00,3,7,4.943776
92,2022-01-26-16:41:02,7,3,2.867222
93,2022-01-26-16:41:06,3,4,3.078555
94,2022-01-26-16:41:09,4,3,3.204633
95,2022-01-26-16:41:12,3,5,3.588735
96,2022-01-26-16:41:15,5,7,3.162179
97,2022-01-26-16:41:19,7,5,3.944393
98,2022-01-26-16:41:23,5,3,3.329920
99,2022-01-26-16:41:27,3,5,3.888236
100,2022-01-26-16:41:30,5,7,3.415419
101,2022-01-26-16:41:34,7,1,4.260688
102,2022-01-26-16:41:36,1,4,1.926902
103,2022-01-26-16:41:39,4,5,2.557495
104,2022-01-26-16:41:42,5,4,3.282617
105,2022-01-26-16:41:46,4,6,3.991461
106,2022-01-26-16:41:51,6,3,4.548510
107,2022-01-26-16:41:54,3,6,3.112638
108,2022-01-26-16:41:58,6,7,4.334113
109,2022-01-26-16:42:02,7,3,4.187052
110,2022-01-26-16:42:05,3,6,2.926819
111,2022-01-26-16:42:09,6,5,3.651260
112,2022-01-26-16:42:12,5,7,3.422317
113,2022-01-26-16:42:16,7,0,3.979953
114,2022-01-26-16:42:19,0,7,2.538857
115,2022-01-26-16:42:24,7,6,5.092080
116,2022-01-26-16:42:29,6,7,4.777704
117,2022-01-26-16:42:32,7,2,3.324980
118,2022-01-26-16:42:34,2,5,2.062516
119,2022-01-26-16:42:37,5,1,3.372024
120,2022-01-26-16:42:40,1,4,2.188997
121,2022-01-26-16:42:42,4,7,2.562685
122,2022-01-26-16:42:45,7,1,2.429388
123,2022-01-26-16:42:47,1,2,2.494709
124,2022-01-26-16:42:50,2,0,2.706415
