iteration,date,executiontime
1,2022-02-12-16:01:42,61.704393
2,2022-02-12-16:01:45,2.164918
3,2022-02-12-16:01:47,2.123791
4,2022-02-12-16:01:49,2.163620
5,2022-02-12-16:01:52,2.103828
6,2022-02-12-16:01:55,2.910471
7,2022-02-12-16:01:56,1.561491
8,2022-02-12-16:01:59,1.970764
9,2022-02-12-16:02:02,2.062036
10,2022-02-12-16:02:05,1.969495
11,2022-02-12-16:02:10,3.416153
12,2022-02-12-16:02:12,2.515707
13,2022-02-12-16:02:16,3.647314
14,2022-02-12-16:02:19,3.360518
15,2022-02-12-16:02:26,7.374740
16,2022-02-12-16:02:41,11.368876
17,2022-02-12-16:02:46,2.895425
18,2022-02-12-16:02:58,8.644858
19,2022-02-12-16:03:06,4.073207
20,2022-02-12-16:03:16,5.089111
21,2022-02-12-16:03:24,5.165177
22,2022-02-12-16:03:35,5.905339
23,2022-02-12-16:03:48,8.395867
24,2022-02-12-16:03:52,2.148026
25,2022-02-12-16:03:59,4.948739
26,2022-02-12-16:04:11,8.246209
27,2022-02-12-16:04:20,6.190136
28,2022-02-12-16:04:24,2.838796
29,2022-02-12-16:04:30,3.605644
30,2022-02-12-16:04:33,2.508068
31,2022-02-12-16:04:43,6.215517
32,2022-02-12-16:05:15,28.253921
33,2022-02-12-16:05:25,2.202470
34,2022-02-12-16:05:27,1.820571
35,2022-02-12-16:05:29,2.011773
36,2022-02-12-16:05:31,2.022982
37,2022-02-12-16:05:33,1.830385
38,2022-02-12-16:05:35,1.528416
39,2022-02-12-16:05:38,3.611733
40,2022-02-12-16:05:43,4.626061
41,2022-02-12-16:05:45,1.969596
42,2022-02-12-16:05:47,2.160184
43,2022-02-12-16:05:49,1.717539
44,2022-02-12-16:05:51,1.800339
45,2022-02-12-16:05:53,1.971942
46,2022-02-12-16:05:55,2.046139
47,2022-02-12-16:05:57,1.842733
48,2022-02-12-16:06:00,3.356375
49,2022-02-12-16:06:04,3.773673
50,2022-02-12-16:06:05,1.100595
51,2022-02-12-16:06:07,2.001137
52,2022-02-12-16:06:10,2.792118
53,2022-02-12-16:06:12,2.133970
54,2022-02-12-16:06:14,1.816303
55,2022-02-12-16:06:16,2.267727
56,2022-02-12-16:06:19,3.157802
57,2022-02-12-16:06:21,1.801312
58,2022-02-12-16:06:23,1.752964
59,2022-02-12-16:06:24,1.904056
60,2022-02-12-16:06:27,3.043458
61,2022-02-12-16:06:30,2.607417
62,2022-02-12-16:06:33,2.603497
63,2022-02-12-16:06:34,1.786930
64,2022-02-12-16:06:36,1.088425
65,2022-02-12-16:06:37,1.102716
66,2022-02-12-16:06:39,2.163567
67,2022-02-12-16:06:41,2.259747
68,2022-02-12-16:06:43,1.680379
69,2022-02-12-16:06:47,3.963416
70,2022-02-12-16:06:51,4.185427
71,2022-02-12-16:06:55,3.973326
72,2022-02-12-16:06:59,3.779775
73,2022-02-12-16:07:02,3.000473
74,2022-02-12-16:07:05,3.724573
75,2022-02-12-16:07:10,4.191296
76,2022-02-12-16:07:11,1.107749
77,2022-02-12-16:07:12,1.589342
78,2022-02-12-16:07:14,1.796859
79,2022-02-12-16:07:16,1.852495
80,2022-02-12-16:07:17,1.096125
81,2022-02-12-16:07:19,2.313323
82,2022-02-12-16:07:22,2.457650
83,2022-02-12-16:07:23,1.556430
84,2022-02-12-16:07:27,3.504079
85,2022-02-12-16:07:31,3.898348
86,2022-02-12-16:07:32,1.547885
87,2022-02-12-16:07:34,1.109769
88,2022-02-12-16:07:36,2.771719
89,2022-02-12-16:07:39,2.850886
90,2022-02-12-16:07:44,3.295845
91,2022-02-12-16:07:48,2.683110
92,2022-02-12-16:07:49,1.112339
93,2022-02-12-16:07:53,3.585986
94,2022-02-12-16:07:56,3.457107
95,2022-02-12-16:07:57,1.213578
96,2022-02-12-16:08:00,2.469252
97,2022-02-12-16:08:05,3.024697
98,2022-02-12-16:08:08,2.848445
99,2022-02-12-16:08:10,2.622820
100,2022-02-12-16:08:14,3.964402
101,2022-02-12-16:08:17,2.763928
102,2022-02-12-16:08:21,4.202132
103,2022-02-12-16:08:25,3.721815
104,2022-02-12-16:08:29,4.107374
105,2022-02-12-16:08:31,1.755984
106,2022-02-12-16:08:34,3.132686
107,2022-02-12-16:08:37,2.362415
108,2022-02-12-16:08:38,1.803922
109,2022-02-12-16:08:41,2.240796
110,2022-02-12-16:08:42,1.094229
111,2022-02-12-16:08:44,1.822271
112,2022-02-12-16:08:46,2.461633
113,2022-02-12-16:08:48,1.802923
114,2022-02-12-16:08:50,1.817525
115,2022-02-12-16:08:52,1.915997
116,2022-02-12-16:08:54,2.576236
117,2022-02-12-16:08:58,3.089444
118,2022-02-12-16:09:01,3.321633
119,2022-02-12-16:09:04,3.247636
120,2022-02-12-16:09:06,1.900855
121,2022-02-12-16:09:08,1.953396
122,2022-02-12-16:09:11,2.728213
123,2022-02-12-16:09:14,3.127149
124,2022-02-12-16:09:16,2.422700
125,2022-02-12-16:09:19,2.410760
126,2022-02-12-16:09:23,3.807950
127,2022-02-12-16:09:27,3.985657
128,2022-02-12-16:09:31,4.386714
129,2022-02-12-16:09:33,1.891444
130,2022-02-12-16:09:37,3.840034
131,2022-02-12-16:09:40,3.149301
132,2022-02-12-16:09:42,1.967752
133,2022-02-12-16:09:44,2.341510
134,2022-02-12-16:09:47,2.494401
135,2022-02-12-16:09:49,2.056951
136,2022-02-12-16:09:51,1.765529
137,2022-02-12-16:09:53,1.892560
138,2022-02-12-16:09:55,2.277318
139,2022-02-12-16:09:58,2.894397
140,2022-02-12-16:10:00,1.907907
141,2022-02-12-16:10:03,2.758665
142,2022-02-12-16:10:06,3.182457
143,2022-02-12-16:10:08,1.801989
144,2022-02-12-16:10:09,1.930054
145,2022-02-12-16:10:13,3.527352
146,2022-02-12-16:10:16,2.836232
147,2022-02-12-16:10:20,3.084016
148,2022-02-12-16:10:22,1.743119
149,2022-02-12-16:10:24,1.820496
150,2022-02-12-16:10:26,2.654845
151,2022-02-12-16:10:29,3.182476
152,2022-02-12-16:10:32,2.082065
153,2022-02-12-16:10:34,2.118952
154,2022-02-12-16:10:37,3.111498
155,2022-02-12-16:10:40,3.257574
156,2022-02-12-16:10:44,3.915908
157,2022-02-12-16:10:47,2.257460
158,2022-02-12-16:10:49,2.456385
159,2022-02-12-16:10:55,4.808990
160,2022-02-12-16:10:59,4.230556
161,2022-02-12-16:11:02,1.956768
162,2022-02-12-16:11:04,2.039177
163,2022-02-12-16:11:05,1.679637
164,2022-02-12-16:11:08,2.383804
165,2022-02-12-16:11:11,3.199951
166,2022-02-12-16:11:16,5.181021
167,2022-02-12-16:11:18,1.727747
168,2022-02-12-16:11:21,2.421100
169,2022-02-12-16:11:23,2.010693
170,2022-02-12-16:11:25,2.262897
171,2022-02-12-16:11:27,2.343734
172,2022-02-12-16:11:28,1.155729
173,2022-02-12-16:11:30,1.406314
174,2022-02-12-16:11:33,3.085036
175,2022-02-12-16:11:37,3.554209
176,2022-02-12-16:11:39,2.658614
177,2022-02-12-16:11:43,3.538913
178,2022-02-12-16:11:46,3.244455
179,2022-02-12-16:11:50,3.672013
180,2022-02-12-16:11:52,2.039034
181,2022-02-12-16:11:57,4.591511
182,2022-02-12-16:12:01,3.782001
183,2022-02-12-16:12:03,2.420799
184,2022-02-12-16:12:07,3.233461
185,2022-02-12-16:12:11,4.208355
186,2022-02-12-16:12:15,4.265679
187,2022-02-12-16:12:20,3.666860
188,2022-02-12-16:12:23,1.827607
189,2022-02-12-16:12:24,1.107723
190,2022-02-12-16:12:26,1.793233
191,2022-02-12-16:12:28,2.311921
192,2022-02-12-16:12:32,3.466994
193,2022-02-12-16:12:35,3.103219
194,2022-02-12-16:12:38,3.067516
195,2022-02-12-16:12:41,3.681395
196,2022-02-12-16:12:46,4.100838
197,2022-02-12-16:12:49,3.687279
198,2022-02-12-16:12:51,1.852924
199,2022-02-12-16:12:53,2.204457
200,2022-02-12-16:12:56,2.294634
201,2022-02-12-16:13:00,3.675071
202,2022-02-12-16:13:05,4.385699
203,2022-02-12-16:13:08,2.197727
204,2022-02-12-16:13:10,1.314138
205,2022-02-12-16:13:13,2.942012
206,2022-02-12-16:13:16,3.366498
207,2022-02-12-16:13:19,3.243471
208,2022-02-12-16:13:22,2.024012
209,2022-02-12-16:13:23,1.693562
210,2022-02-12-16:13:25,1.778475
211,2022-02-12-16:13:27,1.859008
212,2022-02-12-16:13:29,2.180184
213,2022-02-12-16:13:32,1.977264
214,2022-02-12-16:13:35,2.832838
215,2022-02-12-16:13:38,2.621752
216,2022-02-12-16:13:40,2.545720
217,2022-02-12-16:13:44,3.543307
218,2022-02-12-16:13:48,3.963443
219,2022-02-12-16:13:51,3.110660
220,2022-02-12-16:13:54,2.665327
221,2022-02-12-16:13:57,1.948084
222,2022-02-12-16:13:59,2.488341
223,2022-02-12-16:14:02,2.189718
224,2022-02-12-16:14:04,1.983687
225,2022-02-12-16:14:06,2.139345
226,2022-02-12-16:14:10,4.216527
227,2022-02-12-16:14:14,3.551907
228,2022-02-12-16:14:18,3.767287
229,2022-02-12-16:14:22,3.696423
230,2022-02-12-16:14:29,4.275584
231,2022-02-12-16:14:35,5.057835
232,2022-02-12-16:14:43,6.222523
233,2022-02-12-16:14:48,4.779213
234,2022-02-12-16:14:56,6.418427
235,2022-02-12-16:15:02,4.325082
236,2022-02-12-16:15:06,3.227831
237,2022-02-12-16:15:14,6.130937
238,2022-02-12-16:17:43,7.062265
239,2022-02-12-16:17:52,2.224747
240,2022-02-12-16:17:54,2.439331
241,2022-02-12-16:17:57,2.858900
242,2022-02-12-16:17:59,1.835985
243,2022-02-12-16:18:01,2.344593
244,2022-02-12-16:18:03,2.009685
245,2022-02-12-16:18:06,2.050592
246,2022-02-12-16:18:07,1.289004
247,2022-02-12-16:18:09,1.825178
248,2022-02-12-16:18:11,2.313343
249,2022-02-12-16:18:13,2.166753
250,2022-02-12-16:18:15,1.900699
251,2022-02-12-16:18:17,1.935974
252,2022-02-12-16:18:19,1.804219
253,2022-02-12-16:18:21,1.787819
254,2022-02-12-16:18:23,1.844334
255,2022-02-12-16:18:24,1.574369
256,2022-02-12-16:18:26,1.159170
257,2022-02-12-16:18:27,1.198660
258,2022-02-12-16:18:29,2.531900
259,2022-02-12-16:18:32,2.286461
260,2022-02-12-16:18:35,3.746034
261,2022-02-12-16:18:39,3.235976
262,2022-02-12-16:18:43,4.468420
263,2022-02-12-16:18:45,1.923106
264,2022-02-12-16:18:47,1.923570
265,2022-02-12-16:18:51,4.165789
266,2022-02-12-16:18:55,3.717778
267,2022-02-12-16:18:57,2.065078
268,2022-02-12-16:19:00,3.584861
269,2022-02-12-16:19:04,3.162477
270,2022-02-12-16:19:07,3.107376
271,2022-02-12-16:19:09,2.717925
272,2022-02-12-16:19:13,3.674942
273,2022-02-12-16:19:17,3.581106
274,2022-02-12-16:19:20,3.699404
275,2022-02-12-16:19:24,3.329357
276,2022-02-12-16:19:26,1.823109
277,2022-02-12-16:19:27,1.818793
278,2022-02-12-16:19:30,2.244051
279,2022-02-12-16:19:32,2.528089
280,2022-02-12-16:19:34,1.778434
281,2022-02-12-16:19:37,3.551642
282,2022-02-12-16:19:41,3.658905
283,2022-02-12-16:19:44,2.419924
284,2022-02-12-16:19:46,2.256606
285,2022-02-12-16:19:48,1.808316
286,2022-02-12-16:19:50,2.432823
287,2022-02-12-16:19:52,1.647209
