iteration,date,executiontime
1,2022-02-14-23:32:19,2.512966
2,2022-02-14-23:32:21,2.211491
3,2022-02-14-23:32:23,1.631834
4,2022-02-14-23:32:27,3.555727
5,2022-02-14-23:32:30,3.452995
6,2022-02-14-23:32:32,1.719490
7,2022-02-14-23:32:34,2.240005
8,2022-02-14-23:32:36,1.630698
9,2022-02-14-23:32:38,1.935084
10,2022-02-14-23:32:39,1.805521
11,2022-02-14-23:32:41,1.326480
12,2022-02-14-23:32:42,1.633927
13,2022-02-14-23:32:44,1.945329
14,2022-02-14-23:32:46,1.737991
15,2022-02-14-23:32:48,1.732918
16,2022-02-14-23:32:50,1.731713
17,2022-02-14-23:32:52,2.615602
18,2022-02-14-23:32:54,2.077969
19,2022-02-14-23:32:56,2.116147
20,2022-02-14-23:32:59,2.249148
21,2022-02-14-23:33:01,1.964229
22,2022-02-14-23:33:03,2.200106
23,2022-02-14-23:33:05,1.725932
24,2022-02-14-23:33:06,1.880681
25,2022-02-14-23:33:09,2.175265
26,2022-02-14-23:33:11,2.202708
27,2022-02-14-23:33:13,2.206567
28,2022-02-14-23:33:17,3.634804
29,2022-02-14-23:33:20,3.435052
30,2022-02-14-23:33:22,1.768208
31,2022-02-14-23:33:24,2.208045
32,2022-02-14-23:33:26,2.212973
33,2022-02-14-23:33:28,1.946553
34,2022-02-14-23:33:29,1.027421
35,2022-02-14-23:33:31,1.725291
36,2022-02-14-23:33:33,1.721139
37,2022-02-14-23:33:34,1.321705
38,2022-02-14-23:33:36,1.638939
39,2022-02-14-23:33:38,2.226226
40,2022-02-14-23:33:41,3.113225
41,2022-02-14-23:33:45,3.967898
42,2022-02-14-23:33:48,2.600619
43,2022-02-14-23:33:50,2.541923
44,2022-02-14-23:33:52,2.129430
45,2022-02-14-23:33:54,1.637210
46,2022-02-14-23:33:57,3.538917
47,2022-02-14-23:34:01,3.457142
48,2022-02-14-23:34:04,3.426146
49,2022-02-14-23:34:08,3.843190
50,2022-02-14-23:34:10,1.860294
51,2022-02-14-23:34:12,1.897579
52,2022-02-14-23:34:13,1.328207
53,2022-02-14-23:34:15,1.332100
54,2022-02-14-23:34:16,1.533059
55,2022-02-14-23:34:18,1.743256
56,2022-02-14-23:34:20,1.700501
57,2022-02-14-23:34:23,3.447985
58,2022-02-14-23:34:27,3.562191
59,2022-02-14-23:34:29,1.972270
60,2022-02-14-23:34:30,1.736311
61,2022-02-14-23:34:33,2.342220
62,2022-02-14-23:34:35,2.540638
63,2022-02-14-23:34:38,2.577297
64,2022-02-14-23:34:40,2.162538
65,2022-02-14-23:34:42,1.894322
66,2022-02-14-23:34:43,1.632863
67,2022-02-14-23:34:46,2.193037
68,2022-02-14-23:34:48,2.202836
69,2022-02-14-23:34:50,1.928177
70,2022-02-14-23:34:52,2.234512
71,2022-02-14-23:34:54,1.632128
72,2022-02-14-23:34:57,3.515621
73,2022-02-14-23:35:00,3.121532
74,2022-02-14-23:35:02,1.749210
75,2022-02-14-23:35:05,3.432781
76,2022-02-14-23:35:09,3.656691
77,2022-02-14-23:35:11,2.258028
78,2022-02-14-23:35:14,2.245499
79,2022-02-14-23:35:16,2.610305
80,2022-02-14-23:35:19,2.548074
81,2022-02-14-23:35:21,2.117615
82,2022-02-14-23:35:23,2.108236
83,2022-02-14-23:35:25,2.148604
84,2022-02-14-23:35:27,1.530080
85,2022-02-14-23:35:28,1.732942
86,2022-02-14-23:35:30,1.530612
87,2022-02-14-23:35:32,2.064164
88,2022-02-14-23:35:34,2.101586
89,2022-02-14-23:35:36,1.848175
90,2022-02-14-23:35:39,3.448445
91,2022-02-14-23:35:43,3.823497
92,2022-02-14-23:35:45,1.738370
93,2022-02-14-23:35:46,1.082279
94,2022-02-14-23:35:48,2.231179
95,2022-02-14-23:35:50,2.214742
96,2022-02-14-23:35:54,3.122433
97,2022-02-14-23:35:57,3.623503
98,2022-02-14-23:35:59,2.166933
99,2022-02-14-23:36:01,1.725710
100,2022-02-14-23:36:03,1.939030
101,2022-02-14-23:36:05,1.690193
102,2022-02-14-23:36:06,1.684223
103,2022-02-14-23:36:08,1.938003
104,2022-02-14-23:36:10,1.694376
105,2022-02-14-23:36:14,3.845738
106,2022-02-14-23:36:18,3.848645
107,2022-02-14-23:36:20,2.188642
108,2022-02-14-23:36:22,1.943059
109,2022-02-14-23:36:24,1.641427
110,2022-02-14-23:36:26,2.147866
111,2022-02-14-23:36:28,2.371566
112,2022-02-14-23:36:30,1.886377
113,2022-02-14-23:36:32,1.796999
114,2022-02-14-23:36:33,1.324039
115,2022-02-14-23:36:35,1.996630
116,2022-02-14-23:36:37,1.808699
117,2022-02-14-23:36:38,1.348905
118,2022-02-14-23:36:40,2.195292
119,2022-02-14-23:36:44,3.657561
120,2022-02-14-23:36:48,3.472230
121,2022-02-14-23:36:50,2.146147
122,2022-02-14-23:36:52,2.552460
123,2022-02-14-23:36:54,1.999183
124,2022-02-14-23:36:56,1.336928
125,2022-02-14-23:36:57,1.529342
126,2022-02-14-23:37:01,3.419657
127,2022-02-14-23:37:04,3.114184
128,2022-02-14-23:37:05,1.852287
129,2022-02-14-23:37:08,2.378483
130,2022-02-14-23:37:10,2.348995
131,2022-02-14-23:37:12,1.762031
132,2022-02-14-23:37:16,3.921597
133,2022-02-14-23:37:19,3.399662
134,2022-02-14-23:37:23,3.427472
135,2022-02-14-23:37:26,3.532013
136,2022-02-14-23:37:28,2.009207
137,2022-02-14-23:37:30,1.800631
138,2022-02-14-23:37:33,3.425551
139,2022-02-14-23:37:37,3.092301
140,2022-02-14-23:37:38,1.863142
141,2022-02-14-23:37:40,1.890506
142,2022-02-14-23:37:43,2.256456
143,2022-02-14-23:37:46,3.872697
144,2022-02-14-23:37:50,3.827322
145,2022-02-14-23:37:53,2.249905
146,2022-02-14-23:37:54,1.782660
147,2022-02-14-23:37:56,1.790972
148,2022-02-14-23:37:58,2.143095
149,2022-02-14-23:38:00,2.129108
150,2022-02-14-23:38:02,1.894784
151,2022-02-14-23:38:04,1.861943
152,2022-02-14-23:38:06,1.763314
153,2022-02-14-23:38:08,2.237427
154,2022-02-14-23:38:10,1.833068
155,2022-02-14-23:38:13,2.568753
156,2022-02-14-23:38:15,2.562890
157,2022-02-14-23:38:17,1.692088
158,2022-02-14-23:38:19,2.242917
159,2022-02-14-23:38:21,2.129328
160,2022-02-14-23:38:23,1.906002
161,2022-02-14-23:38:26,2.559871
162,2022-02-14-23:38:27,1.528463
