iteration,date,executiontime
1,2022-02-15-11:06:04,3.495405
2,2022-02-15-11:06:08,4.002179
3,2022-02-15-11:06:09,1.650173
4,2022-02-15-11:06:11,1.617092
5,2022-02-15-11:06:13,1.627700
6,2022-02-15-11:06:16,3.647868
7,2022-02-15-11:06:20,3.434754
8,2022-02-15-11:06:23,2.885329
9,2022-02-15-11:06:25,2.738204
10,2022-02-15-11:06:29,3.705250
11,2022-02-15-11:06:33,3.796085
12,2022-02-15-11:06:36,3.295894
13,2022-02-15-11:06:40,3.627008
14,2022-02-15-11:06:41,1.622170
15,2022-02-15-11:06:43,1.283141
16,2022-02-15-11:06:44,1.717441
17,2022-02-15-11:06:47,2.725801
18,2022-02-15-11:06:49,2.022073
19,2022-02-15-11:06:52,3.170657
20,2022-02-15-11:06:54,2.222260
21,2022-02-15-11:06:56,1.836263
22,2022-02-15-11:06:59,2.831814
23,2022-02-15-11:07:03,3.411743
24,2022-02-15-11:07:06,3.513420
25,2022-02-15-11:07:08,1.992035
26,2022-02-15-11:07:10,1.787297
27,2022-02-15-11:07:12,2.059240
28,2022-02-15-11:07:14,2.052711
29,2022-02-15-11:07:16,2.229350
30,2022-02-15-11:07:18,2.208740
31,2022-02-15-11:07:20,1.924402
32,2022-02-15-11:07:22,1.884808
33,2022-02-15-11:07:25,2.592070
34,2022-02-15-11:07:28,3.598949
35,2022-02-15-11:07:30,1.818785
36,2022-02-15-11:07:33,2.596294
37,2022-02-15-11:07:36,3.037177
38,2022-02-15-11:07:38,2.645249
39,2022-02-15-11:07:40,1.867105
40,2022-02-15-11:07:42,1.520907
41,2022-02-15-11:07:43,1.324420
42,2022-02-15-11:07:45,1.424432
43,2022-02-15-11:07:48,3.452459
44,2022-02-15-11:07:52,3.949689
45,2022-02-15-11:07:54,1.629902
46,2022-02-15-11:07:55,1.318255
47,2022-02-15-11:07:57,1.721087
48,2022-02-15-11:08:01,3.869851
49,2022-02-15-11:08:04,3.269602
50,2022-02-15-11:08:06,1.841037
51,2022-02-15-11:08:09,3.634686
52,2022-02-15-11:08:11,1.517572
53,2022-02-15-11:08:12,1.587171
54,2022-02-15-11:08:15,2.196380
55,2022-02-15-11:08:17,2.107420
