date,init_position,final_position,time
1,2022-01-26-11:12:36,-1,3,4.520546
2,2022-01-26-11:12:40,3,2,4.929170
3,2022-01-26-11:12:46,2,5,5.327065
4,2022-01-26-11:12:48,5,1,2.249970
5,2022-01-26-11:12:51,1,3,3.197389
6,2022-01-26-11:12:55,3,7,3.383992
7,2022-01-26-11:12:58,7,0,3.317030
8,2022-01-26-11:13:00,0,2,1.918309
9,2022-01-26-11:13:02,2,5,1.708066
10,2022-01-26-11:13:05,5,0,3.188791
11,2022-01-26-11:13:06,0,1,1.369954
12,2022-01-26-11:13:10,1,6,4.249276
13,2022-01-26-11:13:15,6,7,4.750456
14,2022-01-26-11:13:18,7,2,3.042104
15,2022-01-26-11:13:20,2,1,2.197422
16,2022-01-26-11:13:23,1,7,2.254218
17,2022-01-26-11:13:26,7,2,3.345912
18,2022-01-26-11:13:28,2,4,2.219262
19,2022-01-26-11:13:31,4,5,2.381553
20,2022-01-26-11:13:34,5,7,3.291283
21,2022-01-26-11:13:37,7,5,3.140752
22,2022-01-26-11:13:40,5,6,3.155231
23,2022-01-26-11:13:44,6,5,3.513511
24,2022-01-26-11:13:47,5,3,3.166274
25,2022-01-26-11:13:52,3,1,5.013881
26,2022-01-26-11:13:55,1,2,3.081098
27,2022-01-26-11:13:59,2,7,3.744749
28,2022-01-26-11:14:03,7,5,3.558925
29,2022-01-26-11:14:08,5,0,5.105773
30,2022-01-26-11:14:10,0,7,2.390157
31,2022-01-26-11:14:13,7,2,2.761825
32,2022-01-26-11:14:15,2,5,2.003464
33,2022-01-26-11:14:18,5,3,2.712432
34,2022-01-26-11:14:23,3,2,5.248237
35,2022-01-26-11:14:28,2,1,5.443660
36,2022-01-26-11:14:30,1,4,2.012719
37,2022-01-26-11:14:33,4,3,2.695098
38,2022-01-26-11:14:36,3,4,2.454638
39,2022-01-26-11:14:38,4,5,2.194674
40,2022-01-26-11:14:42,5,6,4.245307
41,2022-01-26-11:14:46,6,5,4.276941
42,2022-01-26-11:14:50,5,7,3.567976
43,2022-01-26-11:14:53,7,3,3.600368
44,2022-01-26-11:14:57,3,7,3.469991
45,2022-01-26-11:15:00,7,6,3.215577
46,2022-01-26-11:15:04,6,1,4.203746
47,2022-01-26-11:15:06,1,4,1.977337
48,2022-01-26-11:15:08,4,0,1.931318
49,2022-01-26-11:15:11,0,2,2.530747
50,2022-01-26-11:15:13,2,4,2.364860
51,2022-01-26-11:15:15,4,0,2.127325
52,2022-01-26-11:15:17,0,4,2.027647
53,2022-01-26-11:15:20,4,3,2.786976
54,2022-01-26-11:15:24,3,7,3.728529
55,2022-01-26-11:15:27,7,6,2.954611
56,2022-01-26-11:15:31,6,1,4.166849
57,2022-01-26-11:15:34,1,5,2.943154
58,2022-01-26-11:15:37,5,0,2.845561
59,2022-01-26-11:15:38,0,1,1.422550
60,2022-01-26-11:15:43,1,3,4.977321
61,2022-01-26-11:15:47,3,1,3.923971
62,2022-01-26-11:15:49,1,0,1.793453
63,2022-01-26-11:15:51,0,4,2.431812
64,2022-01-26-11:15:54,4,7,2.648203
65,2022-01-26-11:15:56,7,0,2.404595
66,2022-01-26-11:15:58,0,1,1.555627
67,2022-01-26-11:16:00,1,7,2.435057
68,2022-01-26-11:16:03,7,4,2.974083
69,2022-01-26-11:16:06,4,3,2.738826
70,2022-01-26-11:16:08,3,6,2.161642
71,2022-01-26-11:16:11,6,3,2.769361
72,2022-01-26-11:16:15,3,2,4.156568
73,2022-01-26-11:16:19,2,6,3.958264
74,2022-01-26-11:16:23,6,0,4.218447
75,2022-01-26-11:16:26,0,3,2.813491
76,2022-01-26-11:16:30,3,5,3.889442
77,2022-01-26-11:16:33,5,0,2.898923
78,2022-01-26-11:16:36,0,2,2.684143
79,2022-01-26-11:16:38,2,5,2.341534
80,2022-01-26-11:16:41,5,4,2.830048
81,2022-01-26-11:16:44,4,3,2.811170
82,2022-01-26-11:16:47,3,2,3.122454
83,2022-01-26-11:16:51,2,3,3.850832
84,2022-01-26-11:16:55,3,7,4.304716
85,2022-01-26-11:16:58,7,0,3.367255
86,2022-01-26-11:17:01,0,1,2.232906
87,2022-01-26-11:17:03,1,0,2.042823
88,2022-01-26-11:17:05,0,1,1.852595
89,2022-01-26-11:17:07,1,2,2.943714
90,2022-01-26-11:17:09,2,5,1.990007
91,2022-01-26-11:17:13,5,7,3.321449
92,2022-01-26-11:17:16,7,0,3.504945
93,2022-01-26-11:17:18,0,4,2.148294
94,2022-01-26-11:17:20,4,1,2.039833
95,2022-01-26-11:17:23,1,7,2.396027
96,2022-01-26-11:17:27,7,5,3.891276
97,2022-01-26-11:17:30,5,0,2.832605
98,2022-01-26-11:17:33,0,3,3.124458
99,2022-01-26-11:17:37,3,4,4.696615
100,2022-01-26-11:17:42,4,1,4.646364
101,2022-01-26-11:17:44,1,0,1.670724
102,2022-01-26-11:17:46,0,4,2.080819
103,2022-01-26-11:17:50,4,6,4.353116
104,2022-01-26-11:17:54,6,2,4.031321
105,2022-01-26-11:17:57,2,3,3.189360
106,2022-01-26-11:18:02,3,0,4.136303
107,2022-01-26-11:18:04,0,4,2.667335
108,2022-01-26-11:18:09,4,6,4.853227
109,2022-01-26-11:18:14,6,3,5.012252
110,2022-01-26-11:18:17,3,1,3.150166
111,2022-01-26-11:18:19,1,0,1.519277
112,2022-01-26-11:18:23,0,6,4.010160
113,2022-01-26-11:18:26,6,5,3.261882
114,2022-01-26-11:18:28,5,2,2.012276
115,2022-01-26-11:18:31,2,4,2.564285
116,2022-01-26-11:18:33,4,0,2.104082
117,2022-01-26-11:18:35,0,4,2.142484
118,2022-01-26-11:18:37,4,0,2.008015
119,2022-01-26-11:18:39,0,2,2.608254
120,2022-01-26-11:18:44,2,3,4.541170
121,2022-01-26-11:18:48,3,2,3.741587
122,2022-01-26-11:18:53,2,5,5.353729
123,2022-01-26-11:18:57,5,1,3.664359
124,2022-01-26-11:19:00,1,6,3.526023
125,2022-01-26-11:19:05,6,4,5.079930
126,2022-01-26-11:19:10,4,7,4.577744
127,2022-01-26-11:19:12,7,1,2.370591
128,2022-01-26-11:19:15,1,7,2.450095
129,2022-01-26-11:19:18,7,0,3.085276
130,2022-01-26-11:19:20,0,4,2.184290
131,2022-01-26-11:19:22,4,1,2.220364
132,2022-01-26-11:19:24,1,0,1.604341
133,2022-01-26-11:19:26,0,2,2.418810
134,2022-01-26-11:19:30,2,3,3.565199
135,2022-01-26-11:19:33,3,0,3.537162
136,2022-01-26-11:19:36,0,2,2.624760
137,2022-01-26-11:19:39,2,7,3.135900
138,2022-01-26-11:19:42,7,6,3.366721
139,2022-01-26-11:19:47,6,5,4.221486
140,2022-01-26-11:19:50,5,7,3.131142
141,2022-01-26-11:19:54,7,3,3.763103
142,2022-01-26-11:19:56,3,6,2.709728
143,2022-01-26-11:20:00,6,7,3.471206
144,2022-01-26-11:20:02,7,4,2.550066
145,2022-01-26-11:20:05,4,3,2.772606
146,2022-01-26-11:20:08,3,1,3.151714
147,2022-01-26-11:20:10,1,7,2.158122
148,2022-01-26-11:20:14,7,2,3.231207
149,2022-01-26-11:20:17,2,1,2.919444
150,2022-01-26-11:20:21,1,6,4.761637
151,2022-01-26-11:20:28,6,2,6.330810
152,2022-01-26-11:20:30,2,5,2.245317
153,2022-01-26-11:20:34,5,7,3.840450
