iteration,date,executiontime
1,2022-02-15-06:56:10,2.243229
2,2022-02-15-06:56:11,1.104231
3,2022-02-15-06:56:13,1.989248
4,2022-02-15-06:56:15,2.259468
5,2022-02-15-06:56:17,1.757617
6,2022-02-15-06:56:20,3.441243
7,2022-02-15-06:56:24,3.406056
8,2022-02-15-06:56:25,1.517645
9,2022-02-15-06:56:27,1.871759
10,2022-02-15-06:56:29,1.854501
11,2022-02-15-06:56:31,1.724287
12,2022-02-15-06:56:33,1.903768
13,2022-02-15-06:56:35,2.180332
14,2022-02-15-06:56:37,2.436728
15,2022-02-15-06:56:41,3.457410
16,2022-02-15-06:56:44,3.534675
17,2022-02-15-06:56:45,1.059407
18,2022-02-15-06:56:49,3.432080
19,2022-02-15-06:56:53,4.022112
20,2022-02-15-06:56:55,1.883934
21,2022-02-15-06:56:56,1.624279
22,2022-02-15-06:56:57,1.040225
23,2022-02-15-06:56:58,1.002375
24,2022-02-15-06:57:00,1.625674
25,2022-02-15-06:57:02,1.628027
26,2022-02-15-06:57:03,1.053216
27,2022-02-15-06:57:05,2.407745
28,2022-02-15-06:57:07,2.250447
29,2022-02-15-06:57:09,1.963130
30,2022-02-15-06:57:12,2.215706
31,2022-02-15-06:57:13,1.645103
32,2022-02-15-06:57:15,1.735408
33,2022-02-15-06:57:19,4.018915
34,2022-02-15-06:57:22,3.109305
35,2022-02-15-06:57:25,3.094729
36,2022-02-15-06:57:28,3.143802
37,2022-02-15-06:57:30,1.532642
38,2022-02-15-06:57:32,2.606183
39,2022-02-15-06:57:35,2.177725
40,2022-02-15-06:57:37,2.149536
41,2022-02-15-06:57:39,2.435379
42,2022-02-15-06:57:41,1.494760
43,2022-02-15-06:57:43,1.882471
44,2022-02-15-06:57:44,1.857385
45,2022-02-15-06:57:48,3.430204
46,2022-02-15-06:57:51,3.434423
47,2022-02-15-06:57:53,1.862248
48,2022-02-15-06:57:55,1.922822
49,2022-02-15-06:57:57,1.696027
50,2022-02-15-06:57:59,2.600516
51,2022-02-15-06:58:02,2.242246
52,2022-02-15-06:58:03,1.096219
53,2022-02-15-06:58:04,1.735462
54,2022-02-15-06:58:08,3.848010
55,2022-02-15-06:58:12,3.889712
56,2022-02-15-06:58:14,1.725347
57,2022-02-15-06:58:16,1.739352
58,2022-02-15-06:58:17,1.850317
59,2022-02-15-06:58:20,2.593515
60,2022-02-15-06:58:22,1.744921
61,2022-02-15-06:58:24,1.828664
62,2022-02-15-06:58:26,2.620778
63,2022-02-15-06:58:30,3.659781
64,2022-02-15-06:58:33,3.530029
65,2022-02-15-06:58:35,1.686325
66,2022-02-15-06:58:37,1.979162
67,2022-02-15-06:58:39,1.758368
68,2022-02-15-06:58:41,2.603670
69,2022-02-15-06:58:44,2.606577
70,2022-02-15-06:58:46,1.967603
71,2022-02-15-06:58:48,2.031363
72,2022-02-15-06:58:50,1.684939
73,2022-02-15-06:58:52,1.722110
74,2022-02-15-06:58:54,2.243347
75,2022-02-15-06:58:56,2.219010
76,2022-02-15-06:58:58,1.852698
77,2022-02-15-06:59:00,2.561718
78,2022-02-15-06:59:03,2.225408
79,2022-02-15-06:59:04,1.717397
80,2022-02-15-06:59:06,1.519532
81,2022-02-15-06:59:08,1.733769
82,2022-02-15-06:59:10,1.984042
83,2022-02-15-06:59:12,2.260296
84,2022-02-15-06:59:14,2.356525
85,2022-02-15-06:59:18,3.443981
86,2022-02-15-06:59:21,3.824049
87,2022-02-15-06:59:23,1.626957
88,2022-02-15-06:59:25,1.657778
89,2022-02-15-06:59:27,2.631938
90,2022-02-15-06:59:29,1.757279
91,2022-02-15-06:59:31,1.720925
92,2022-02-15-06:59:33,2.138297
93,2022-02-15-06:59:35,2.139521
94,2022-02-15-06:59:37,1.922567
95,2022-02-15-06:59:39,1.720762
96,2022-02-15-06:59:40,1.631411
97,2022-02-15-06:59:41,1.016969
98,2022-02-15-06:59:43,1.938015
99,2022-02-15-06:59:47,3.997807
100,2022-02-15-06:59:51,3.636242
101,2022-02-15-06:59:53,2.218532
102,2022-02-15-06:59:55,1.985858
103,2022-02-15-06:59:57,2.245019
104,2022-02-15-07:00:00,2.259097
105,2022-02-15-07:00:02,2.620131
106,2022-02-15-07:00:04,2.128352
107,2022-02-15-07:00:06,1.739503
108,2022-02-15-07:00:08,1.727566
109,2022-02-15-07:00:10,1.972050
110,2022-02-15-07:00:12,2.593026
111,2022-02-15-07:00:14,1.750639
112,2022-02-15-07:00:16,1.318403
113,2022-02-15-07:00:17,1.101510
114,2022-02-15-07:00:19,1.948514
115,2022-02-15-07:00:20,1.860081
116,2022-02-15-07:00:22,1.718328
117,2022-02-15-07:00:24,1.886634
118,2022-02-15-07:00:28,4.045378
119,2022-02-15-07:00:32,3.411183
120,2022-02-15-07:00:33,1.899436
121,2022-02-15-07:00:36,2.225573
122,2022-02-15-07:00:37,1.792732
123,2022-02-15-07:00:39,1.545240
124,2022-02-15-07:00:40,1.053166
125,2022-02-15-07:00:42,1.630502
126,2022-02-15-07:00:44,2.229688
127,2022-02-15-07:00:47,3.091182
128,2022-02-15-07:00:50,3.434893
129,2022-02-15-07:00:52,1.326116
130,2022-02-15-07:00:53,1.620596
131,2022-02-15-07:00:56,2.280765
132,2022-02-15-07:00:58,2.189950
133,2022-02-15-07:01:00,2.388372
134,2022-02-15-07:01:02,1.521520
135,2022-02-15-07:01:05,3.421508
136,2022-02-15-07:01:09,3.531876
137,2022-02-15-07:01:10,1.075594
138,2022-02-15-07:01:13,3.460803
139,2022-02-15-07:01:17,3.866450
140,2022-02-15-07:01:19,2.124669
141,2022-02-15-07:01:21,2.222867
142,2022-02-15-07:01:23,1.778875
143,2022-02-15-07:01:25,1.760872
144,2022-02-15-07:01:26,1.316849
145,2022-02-15-07:01:28,2.036418
146,2022-02-15-07:01:30,1.991838
147,2022-02-15-07:01:31,1.022212
148,2022-02-15-07:01:34,2.391294
149,2022-02-15-07:01:36,2.235632
150,2022-02-15-07:01:38,1.736305
151,2022-02-15-07:01:40,2.628132
152,2022-02-15-07:01:43,2.230374
153,2022-02-15-07:01:45,1.935764
154,2022-02-15-07:01:47,2.591534
155,2022-02-15-07:01:49,2.026707
156,2022-02-15-07:01:51,1.945958
157,2022-02-15-07:01:53,1.795917
158,2022-02-15-07:01:54,1.352642
159,2022-02-15-07:01:56,1.380242
160,2022-02-15-07:01:59,3.436062
161,2022-02-15-07:02:03,3.467054
162,2022-02-15-07:02:04,1.758675
163,2022-02-15-07:02:07,2.252051
164,2022-02-15-07:02:09,2.302164
165,2022-02-15-07:02:11,2.238283
166,2022-02-15-07:02:15,3.842326
167,2022-02-15-07:02:18,3.500295
168,2022-02-15-07:02:20,1.517823
169,2022-02-15-07:02:21,1.330747
170,2022-02-15-07:02:23,1.721532
171,2022-02-15-07:02:25,2.142444
172,2022-02-15-07:02:27,2.343892
173,2022-02-15-07:02:29,1.712069
174,2022-02-15-07:02:31,1.822318
175,2022-02-15-07:02:34,2.594501
176,2022-02-15-07:02:36,1.890994
177,2022-02-15-07:02:37,1.771368
178,2022-02-15-07:02:40,2.278533
179,2022-02-15-07:02:41,1.751905
180,2022-02-15-07:02:43,1.522440
181,2022-02-15-07:02:45,1.722815
182,2022-02-15-07:02:46,1.785045
183,2022-02-15-07:02:48,2.119003
184,2022-02-15-07:02:51,2.126696
185,2022-02-15-07:02:55,4.091841
186,2022-02-15-07:02:59,3.855124
187,2022-02-15-07:03:01,2.127794
188,2022-02-15-07:03:03,2.389439
189,2022-02-15-07:03:05,2.392547
190,2022-02-15-07:03:08,2.183470
191,2022-02-15-07:03:10,2.583576
192,2022-02-15-07:03:14,4.037230
193,2022-02-15-07:03:17,3.099400
194,2022-02-15-07:03:19,1.921842
195,2022-02-15-07:03:21,1.529700
196,2022-02-15-07:03:23,1.787479
197,2022-02-15-07:03:24,1.724108
198,2022-02-15-07:03:26,1.907623
199,2022-02-15-07:03:29,2.594821
200,2022-02-15-07:03:31,2.600488
201,2022-02-15-07:03:35,3.132880
202,2022-02-15-07:03:38,3.101480
203,2022-02-15-07:03:41,3.104099
204,2022-02-15-07:03:45,4.032839
205,2022-02-15-07:03:49,3.954172
206,2022-02-15-07:03:52,3.431730
207,2022-02-15-07:03:54,1.856163
208,2022-02-15-07:03:56,2.197358
209,2022-02-15-07:04:00,3.631446
210,2022-02-15-07:04:03,3.552509
211,2022-02-15-07:04:05,1.930033
212,2022-02-15-07:04:08,2.227652
213,2022-02-15-07:04:09,1.717810
214,2022-02-15-07:04:11,1.924856
215,2022-02-15-07:04:15,3.993420
216,2022-02-15-07:04:19,3.639971
217,2022-02-15-07:04:23,3.697898
218,2022-02-15-07:04:26,3.459512
219,2022-02-15-07:04:27,1.079295
220,2022-02-15-07:04:29,1.619011
221,2022-02-15-07:04:31,2.236351
222,2022-02-15-07:04:33,1.924887
223,2022-02-15-07:04:34,1.340941
224,2022-02-15-07:04:36,1.716455
225,2022-02-15-07:04:38,1.623752
226,2022-02-15-07:04:39,1.921576
227,2022-02-15-07:04:42,2.189243
228,2022-02-15-07:04:44,2.194977
229,2022-02-15-07:04:46,2.294018
230,2022-02-15-07:04:48,1.622347
231,2022-02-15-07:04:49,1.690468
232,2022-02-15-07:04:54,4.058138
233,2022-02-15-07:04:57,3.099435
234,2022-02-15-07:04:59,2.023187
235,2022-02-15-07:05:02,3.537495
236,2022-02-15-07:05:06,3.999746
237,2022-02-15-07:05:08,2.119707
238,2022-02-15-07:05:11,2.247495
239,2022-02-15-07:05:12,1.324168
240,2022-02-15-07:05:15,3.453358
241,2022-02-15-07:05:19,3.636703
242,2022-02-15-07:05:21,2.404087
243,2022-02-15-07:05:22,1.013869
244,2022-02-15-07:05:24,1.993380
245,2022-02-15-07:05:27,3.099514
246,2022-02-15-07:05:31,3.567798
247,2022-02-15-07:05:32,1.326107
248,2022-02-15-07:05:34,1.316786
249,2022-02-15-07:05:36,2.010385
250,2022-02-15-07:05:39,3.141523
251,2022-02-15-07:05:42,3.078050
252,2022-02-15-07:05:43,1.516207
253,2022-02-15-07:05:45,1.886104
254,2022-02-15-07:05:47,1.517313
255,2022-02-15-07:05:50,3.470900
256,2022-02-15-07:05:54,3.498869
257,2022-02-15-07:05:55,1.351893
258,2022-02-15-07:05:56,1.102445
259,2022-02-15-07:05:58,1.720318
260,2022-02-15-07:06:01,2.596977
261,2022-02-15-07:06:03,2.388217
262,2022-02-15-07:06:05,2.385632
263,2022-02-15-07:06:08,2.139577
264,2022-02-15-07:06:09,1.552293
265,2022-02-15-07:06:11,1.919643
266,2022-02-15-07:06:13,2.213904
267,2022-02-15-07:06:17,3.852561
268,2022-02-15-07:06:20,3.434059
269,2022-02-15-07:06:22,1.890425
270,2022-02-15-07:06:24,1.890841
271,2022-02-15-07:06:28,3.855629
272,2022-02-15-07:06:32,3.852194
273,2022-02-15-07:06:36,3.879985
274,2022-02-15-07:06:39,3.174474
275,2022-02-15-07:06:41,1.986239
276,2022-02-15-07:06:42,1.333355
277,2022-02-15-07:06:46,3.461799
278,2022-02-15-07:06:49,3.130326
279,2022-02-15-07:06:52,2.605791
280,2022-02-15-07:06:54,2.413643
281,2022-02-15-07:06:56,1.726062
