iteration,date,executiontime
1,2022-02-15-13:05:49,2.481560
2,2022-02-15-13:05:50,1.783074
3,2022-02-15-13:05:54,3.448807
4,2022-02-15-13:05:58,3.902277
5,2022-02-15-13:06:00,2.130670
6,2022-02-15-13:06:02,2.054323
7,2022-02-15-13:06:04,2.116704
8,2022-02-15-13:06:06,2.124713
9,2022-02-15-13:06:08,1.858614
10,2022-02-15-13:06:10,1.853879
11,2022-02-15-13:06:12,1.723208
12,2022-02-15-13:06:13,1.724445
13,2022-02-15-13:06:16,2.218370
14,2022-02-15-13:06:18,2.347873
15,2022-02-15-13:06:20,1.939437
16,2022-02-15-13:06:22,1.938932
17,2022-02-15-13:06:24,2.290847
18,2022-02-15-13:06:26,2.306655
19,2022-02-15-13:06:29,2.640995
20,2022-02-15-13:06:31,2.252205
21,2022-02-15-13:06:33,1.629303
22,2022-02-15-13:06:35,1.631378
23,2022-02-15-13:06:37,2.017546
24,2022-02-15-13:06:38,1.742750
25,2022-02-15-13:06:40,1.535513
26,2022-02-15-13:06:42,1.815930
27,2022-02-15-13:06:44,2.555750
28,2022-02-15-13:06:47,2.235114
29,2022-02-15-13:06:48,1.527788
30,2022-02-15-13:06:51,3.091950
31,2022-02-15-13:06:54,3.153900
32,2022-02-15-13:06:56,1.729501
33,2022-02-15-13:06:58,2.125379
34,2022-02-15-13:07:02,3.652117
35,2022-02-15-13:07:05,3.436252
36,2022-02-15-13:07:07,1.777723
37,2022-02-15-13:07:09,2.250769
38,2022-02-15-13:07:11,1.855495
39,2022-02-15-13:07:13,2.122245
40,2022-02-15-13:07:17,3.701068
41,2022-02-15-13:07:20,3.442257
42,2022-02-15-13:07:22,1.523599
43,2022-02-15-13:07:23,1.047355
44,2022-02-15-13:07:25,1.920940
45,2022-02-15-13:07:27,1.866136
46,2022-02-15-13:07:29,1.767565
47,2022-02-15-13:07:30,1.762964
48,2022-02-15-13:07:32,1.520954
49,2022-02-15-13:07:34,1.756712
50,2022-02-15-13:07:37,3.846122
51,2022-02-15-13:07:41,3.995781
52,2022-02-15-13:07:43,1.857705
53,2022-02-15-13:07:45,1.854439
54,2022-02-15-13:07:47,2.094246
55,2022-02-15-13:07:50,2.239990
56,2022-02-15-13:07:52,2.196165
57,2022-02-15-13:07:54,2.203833
58,2022-02-15-13:07:57,2.605273
59,2022-02-15-13:08:01,4.052385
60,2022-02-15-13:08:04,3.457458
61,2022-02-15-13:08:05,1.023336
62,2022-02-15-13:08:07,2.240560
63,2022-02-15-13:08:10,2.610946
64,2022-02-15-13:08:12,2.594775
65,2022-02-15-13:08:15,2.118397
66,2022-02-15-13:08:17,2.221182
67,2022-02-15-13:08:19,1.762439
68,2022-02-15-13:08:21,2.227632
69,2022-02-15-13:08:23,1.727427
70,2022-02-15-13:08:24,1.797430
71,2022-02-15-13:08:27,2.220245
72,2022-02-15-13:08:29,2.225391
73,2022-02-15-13:08:31,2.570902
74,2022-02-15-13:08:35,4.021995
75,2022-02-15-13:08:39,3.645550
76,2022-02-15-13:08:42,2.599319
77,2022-02-15-13:08:43,1.527232
78,2022-02-15-13:08:45,1.519980
79,2022-02-15-13:08:47,2.550715
80,2022-02-15-13:08:50,2.397288
81,2022-02-15-13:08:51,1.739735
82,2022-02-15-13:08:53,1.724573
83,2022-02-15-13:08:54,1.088157
84,2022-02-15-13:08:56,1.955681
85,2022-02-15-13:08:59,2.585019
86,2022-02-15-13:09:01,2.194600
87,2022-02-15-13:09:03,1.901608
88,2022-02-15-13:09:06,3.552428
89,2022-02-15-13:09:10,3.542730
90,2022-02-15-13:09:12,1.688031
91,2022-02-15-13:09:13,1.664427
92,2022-02-15-13:09:15,1.625817
93,2022-02-15-13:09:17,1.728031
94,2022-02-15-13:09:18,1.529026
95,2022-02-15-13:09:20,1.896751
96,2022-02-15-13:09:24,4.038747
97,2022-02-15-13:09:28,3.889399
98,2022-02-15-13:09:30,1.624668
99,2022-02-15-13:09:31,1.644847
100,2022-02-15-13:09:33,1.870138
101,2022-02-15-13:09:35,1.766291
