date,init_position,final_position,time
1,2022-01-26-11:12:36,-1,3,4.459815
2,2022-01-26-11:12:40,3,7,4.253211
3,2022-01-26-11:12:43,7,0,2.565515
4,2022-01-26-11:12:45,0,2,1.954380
5,2022-01-26-11:12:47,2,7,2.844145
6,2022-01-26-11:12:51,7,5,3.371381
7,2022-01-26-11:12:53,5,1,2.083148
8,2022-01-26-11:12:55,1,2,2.115480
9,2022-01-26-11:12:58,2,7,2.738398
10,2022-01-26-11:13:01,7,3,3.576247
11,2022-01-26-11:13:04,3,0,2.607417
12,2022-01-26-11:13:06,0,7,2.340908
13,2022-01-26-11:13:08,7,1,1.972766
14,2022-01-26-11:13:11,1,5,2.672425
15,2022-01-26-11:13:15,5,4,4.368143
16,2022-01-26-11:13:18,4,3,2.483532
17,2022-01-26-11:13:22,3,7,4.020814
18,2022-01-26-11:13:24,7,1,2.192455
19,2022-01-26-11:13:26,1,4,1.782205
20,2022-01-26-11:13:28,4,0,1.986970
21,2022-01-26-11:13:30,0,7,2.407281
22,2022-01-26-11:13:32,7,1,2.000683
23,2022-01-26-11:13:34,1,4,1.617049
24,2022-01-26-11:13:38,4,6,4.017673
25,2022-01-26-11:13:41,6,7,2.805516
26,2022-01-26-11:13:44,7,0,3.298577
27,2022-01-26-11:13:46,0,7,2.383247
28,2022-01-26-11:13:55,7,6,9.019018
29,2022-01-26-11:14:00,6,2,4.209983
30,2022-01-26-11:14:04,2,6,4.919052
31,2022-01-26-11:14:08,6,1,3.161390
32,2022-01-26-11:14:10,1,2,2.526272
33,2022-01-26-11:14:14,2,6,4.018891
34,2022-01-26-11:14:18,6,3,3.868952
35,2022-01-26-11:14:22,3,7,3.773628
36,2022-01-26-11:14:27,7,1,4.791575
37,2022-01-26-11:14:29,1,3,2.358458
38,2022-01-26-11:14:32,3,0,3.449316
39,2022-01-26-11:14:35,0,4,2.466122
40,2022-01-26-11:14:37,4,0,1.778216
41,2022-01-26-11:14:39,0,4,1.898443
42,2022-01-26-11:14:41,4,0,2.334335
43,2022-01-26-11:14:47,0,6,5.692513
44,2022-01-26-11:14:52,6,3,5.067537
45,2022-01-26-11:14:54,3,0,2.591422
46,2022-01-26-11:14:57,0,7,2.925777
47,2022-01-26-11:15:00,7,2,2.914774
48,2022-01-26-11:15:03,2,7,3.332934
49,2022-01-26-11:15:07,7,2,3.592378
50,2022-01-26-11:15:09,2,4,2.392161
51,2022-01-26-11:15:14,4,6,4.113335
52,2022-01-26-11:15:19,6,0,5.177104
53,2022-01-26-11:15:21,0,1,1.891325
54,2022-01-26-11:15:24,1,3,3.042159
55,2022-01-26-11:15:26,3,6,2.548680
56,2022-01-26-11:15:29,6,5,3.109986
57,2022-01-26-11:15:33,5,0,4.101549
58,2022-01-26-11:15:36,0,5,2.664272
59,2022-01-26-11:15:43,5,1,6.400069
60,2022-01-26-11:15:44,1,0,1.402002
61,2022-01-26-11:15:48,0,3,3.699136
62,2022-01-26-11:15:52,3,7,4.333146
63,2022-01-26-11:15:55,7,3,2.787392
64,2022-01-26-11:15:57,3,6,2.646011
65,2022-01-26-11:16:02,6,1,4.506671
