date,init_position,final_position,time
1,2022-01-26-16:36:05,-1,4,5.688364
2,2022-01-26-16:36:07,4,2,2.080988
3,2022-01-26-16:36:10,2,0,2.169322
4,2022-01-26-16:36:12,0,5,2.376826
5,2022-01-26-16:36:15,5,1,2.599781
6,2022-01-26-16:36:17,1,2,2.254351
7,2022-01-26-16:36:20,2,3,3.226356
8,2022-01-26-16:36:23,3,5,2.748487
9,2022-01-26-16:36:25,5,7,2.733777
10,2022-01-26-16:36:29,7,3,3.371307
11,2022-01-26-16:36:32,3,7,3.633587
12,2022-01-26-16:36:37,7,1,4.495366
13,2022-01-26-16:36:38,1,0,1.293863
14,2022-01-26-16:36:40,0,1,1.169923
15,2022-01-26-16:36:44,1,6,4.281991
16,2022-01-26-16:36:47,6,4,3.065257
17,2022-01-26-16:36:49,4,7,2.554312
18,2022-01-26-16:36:53,7,5,3.467227
19,2022-01-26-16:36:55,5,4,2.465968
20,2022-01-26-16:36:57,4,0,1.795128
21,2022-01-26-16:37:02,0,6,4.729335
22,2022-01-26-16:37:06,6,5,3.885792
23,2022-01-26-16:37:10,5,6,3.881175
24,2022-01-26-16:37:14,6,4,4.317533
25,2022-01-26-16:37:16,4,5,2.202828
26,2022-01-26-16:37:20,5,7,3.385403
27,2022-01-26-16:37:23,7,0,3.449840
28,2022-01-26-16:37:27,0,3,3.473353
29,2022-01-26-16:37:30,3,2,3.145398
30,2022-01-26-16:37:34,2,6,3.815893
31,2022-01-26-16:37:38,6,7,4.656238
32,2022-01-26-16:37:41,7,2,3.272059
33,2022-01-26-16:37:44,2,0,2.445351
34,2022-01-26-16:37:46,0,1,1.690912
35,2022-01-26-16:37:48,1,2,2.682986
36,2022-01-26-16:37:52,2,6,4.214432
37,2022-01-26-16:37:57,6,3,4.566544
38,2022-01-26-16:38:00,3,5,2.931451
39,2022-01-26-16:38:04,5,2,4.136166
40,2022-01-26-16:38:07,2,4,2.689407
41,2022-01-26-16:38:12,4,1,5.349299
42,2022-01-26-16:38:15,1,5,2.815761
43,2022-01-26-16:38:20,5,4,4.559277
44,2022-01-26-16:38:26,4,6,6.143834
45,2022-01-26-16:38:31,6,7,5.000951
46,2022-01-26-16:38:34,7,4,2.976969
47,2022-01-26-16:38:36,4,0,2.386762
48,2022-01-26-16:38:39,0,7,2.868692
49,2022-01-26-16:38:45,7,3,6.350926
50,2022-01-26-16:38:50,3,7,4.361705
51,2022-01-26-16:38:53,7,2,2.855901
52,2022-01-26-16:38:55,2,5,2.587696
53,2022-01-26-16:38:59,5,6,3.859158
54,2022-01-26-16:39:04,6,4,4.468599
55,2022-01-26-16:39:06,4,3,2.643919
56,2022-01-26-16:39:09,3,1,3.004758
57,2022-01-26-16:39:12,1,2,2.850114
58,2022-01-26-16:39:15,2,3,3.185992
59,2022-01-26-16:39:18,3,5,2.898785
60,2022-01-26-16:39:23,5,4,4.296606
61,2022-01-26-16:39:25,4,3,2.606371
62,2022-01-26-16:39:30,3,5,4.976780
63,2022-01-26-16:39:33,5,3,2.959623
64,2022-01-26-16:39:36,3,6,2.751881
65,2022-01-26-16:39:40,6,5,4.178261
66,2022-01-26-16:39:43,5,2,2.525400
67,2022-01-26-16:39:45,2,4,2.362441
68,2022-01-26-16:39:47,4,5,2.200668
69,2022-01-26-16:39:51,5,7,3.527654
70,2022-01-26-16:39:55,7,4,3.907436
71,2022-01-26-16:39:58,4,2,2.941522
72,2022-01-26-16:40:00,2,5,2.079739
73,2022-01-26-16:40:04,5,0,4.283355
74,2022-01-26-16:40:06,0,2,2.496842
75,2022-01-26-16:40:09,2,0,2.643001
76,2022-01-26-16:40:11,0,4,2.193249
77,2022-01-26-16:40:14,4,2,3.050861
78,2022-01-26-16:40:19,2,3,4.323683
79,2022-01-26-16:40:23,3,6,4.385943
80,2022-01-26-16:40:28,6,5,4.987332
81,2022-01-26-16:40:32,5,0,3.632422
82,2022-01-26-16:40:36,0,3,4.281889
83,2022-01-26-16:40:40,3,0,4.246156
84,2022-01-26-16:40:45,0,6,4.336155
85,2022-01-26-16:40:50,6,3,4.966950
86,2022-01-26-16:40:54,3,6,4.194903
87,2022-01-26-16:40:57,6,2,3.608555
88,2022-01-26-16:41:02,2,6,4.400929
89,2022-01-26-16:41:07,6,1,4.734591
90,2022-01-26-16:41:11,1,6,4.054480
91,2022-01-26-16:41:13,6,3,2.264555
92,2022-01-26-16:41:16,3,0,3.332037
93,2022-01-26-16:41:19,0,7,2.373671
94,2022-01-26-16:41:23,7,6,4.808516
95,2022-01-26-16:41:28,6,1,4.674794
96,2022-01-26-16:41:30,1,4,1.837571
97,2022-01-26-16:41:33,4,3,2.785064
98,2022-01-26-16:41:38,3,1,5.040916
99,2022-01-26-16:41:41,1,3,3.442066
100,2022-01-26-16:41:45,3,7,4.020635
101,2022-01-26-16:41:49,7,3,3.837690
102,2022-01-26-16:41:52,3,6,2.769918
103,2022-01-26-16:41:56,6,4,4.004984
104,2022-01-26-16:41:58,4,7,2.504604
105,2022-01-26-16:42:02,7,2,3.277845
106,2022-01-26-16:42:06,2,3,4.687774
107,2022-01-26-16:42:11,3,0,4.855650
108,2022-01-26-16:42:17,0,3,5.726120
109,2022-01-26-16:42:19,3,6,2.566142
110,2022-01-26-16:42:24,6,4,4.459654
111,2022-01-26-16:42:27,4,1,2.806175
112,2022-01-26-16:42:30,1,3,3.248829
113,2022-01-26-16:42:33,3,0,3.312275
114,2022-01-26-16:42:35,0,1,1.639746
115,2022-01-26-16:42:38,1,5,3.152140
116,2022-01-26-16:42:41,5,0,3.178817
117,2022-01-26-16:42:43,0,1,1.786550
118,2022-01-26-16:42:45,1,4,2.418272
119,2022-01-26-16:42:48,4,0,2.582639
120,2022-01-26-16:42:54,0,5,6.029161
121,2022-01-26-16:42:56,5,4,2.401098
122,2022-01-26-16:43:00,4,6,3.906033
123,2022-01-26-16:43:05,6,5,4.654756
124,2022-01-26-16:43:10,5,4,4.629999
