iteration,date,executiontime
1,2022-02-15-09:52:44,2.719543
2,2022-02-15-09:52:47,2.148478
3,2022-02-15-09:52:49,2.122525
4,2022-02-15-09:52:51,2.152100
5,2022-02-15-09:52:53,2.117219
6,2022-02-15-09:52:55,2.180443
7,2022-02-15-09:52:57,1.513345
8,2022-02-15-09:52:58,1.524999
9,2022-02-15-09:53:00,1.889160
10,2022-02-15-09:53:02,1.729200
11,2022-02-15-09:53:04,2.593650
12,2022-02-15-09:53:07,2.282051
13,2022-02-15-09:53:10,3.566921
14,2022-02-15-09:53:13,3.064928
15,2022-02-15-09:53:16,2.585921
16,2022-02-15-09:53:18,1.867777
17,2022-02-15-09:53:20,2.220079
18,2022-02-15-09:53:22,2.221859
19,2022-02-15-09:53:24,1.894047
20,2022-02-15-09:53:28,3.959092
21,2022-02-15-09:53:32,3.483631
22,2022-02-15-09:53:33,1.520255
23,2022-02-15-09:53:35,1.789021
24,2022-02-15-09:53:36,1.501092
25,2022-02-15-09:53:39,2.544127
26,2022-02-15-09:53:41,2.136626
27,2022-02-15-09:53:43,2.210950
28,2022-02-15-09:53:45,2.215351
29,2022-02-15-09:53:48,2.187507
30,2022-02-15-09:53:49,1.706626
31,2022-02-15-09:53:51,1.750498
32,2022-02-15-09:53:53,1.822538
33,2022-02-15-09:53:55,1.891631
34,2022-02-15-09:53:57,1.754205
35,2022-02-15-09:53:59,2.011208
36,2022-02-15-09:54:01,1.989038
37,2022-02-15-09:54:02,1.846095
38,2022-02-15-09:54:04,1.524248
39,2022-02-15-09:54:07,3.413125
40,2022-02-15-09:54:11,3.430619
41,2022-02-15-09:54:13,1.937243
42,2022-02-15-09:54:15,1.884705
43,2022-02-15-09:54:16,1.722730
44,2022-02-15-09:54:18,1.717780
45,2022-02-15-09:54:20,1.886843
46,2022-02-15-09:54:22,1.881472
47,2022-02-15-09:54:24,1.749159
48,2022-02-15-09:54:25,1.748850
49,2022-02-15-09:54:27,1.525074
50,2022-02-15-09:54:28,1.048264
51,2022-02-15-09:54:30,1.965021
52,2022-02-15-09:54:32,2.602873
53,2022-02-15-09:54:35,2.094684
54,2022-02-15-09:54:36,1.784987
55,2022-02-15-09:54:39,2.186970
56,2022-02-15-09:54:41,2.546461
57,2022-02-15-09:54:43,1.747725
58,2022-02-15-09:54:45,1.782085
59,2022-02-15-09:54:46,1.880156
60,2022-02-15-09:54:49,2.591022
61,2022-02-15-09:54:52,2.638980
62,2022-02-15-09:54:54,2.592895
63,2022-02-15-09:54:56,1.722333
64,2022-02-15-09:54:57,1.084091
65,2022-02-15-09:54:58,1.053245
66,2022-02-15-09:55:00,1.922726
67,2022-02-15-09:55:02,2.219716
68,2022-02-15-09:55:04,1.622635
69,2022-02-15-09:55:07,3.541058
70,2022-02-15-09:55:11,3.846456
71,2022-02-15-09:55:15,3.792076
72,2022-02-15-09:55:19,3.549301
73,2022-02-15-09:55:21,1.922264
74,2022-02-15-09:55:22,1.526589
75,2022-02-15-09:55:24,1.999849
76,2022-02-15-09:55:25,1.059408
77,2022-02-15-09:55:27,1.524642
78,2022-02-15-09:55:28,1.712899
79,2022-02-15-09:55:30,1.723238
80,2022-02-15-09:55:31,1.014511
81,2022-02-15-09:55:33,2.220577
82,2022-02-15-09:55:36,2.400121
83,2022-02-15-09:55:37,1.519748
84,2022-02-15-09:55:41,3.442602
85,2022-02-15-09:55:44,3.444909
86,2022-02-15-09:55:46,1.515321
87,2022-02-15-09:55:47,1.029856
88,2022-02-15-09:55:50,3.545111
89,2022-02-15-09:55:54,3.809523
90,2022-02-15-09:55:56,1.722722
91,2022-02-15-09:55:57,1.517424
92,2022-02-15-09:55:58,1.020653
93,2022-02-15-09:56:01,2.222143
94,2022-02-15-09:56:03,2.395005
95,2022-02-15-09:56:04,1.013975
96,2022-02-15-09:56:06,2.224174
97,2022-02-15-09:56:08,2.115400
98,2022-02-15-09:56:11,2.594987
99,2022-02-15-09:56:13,2.571824
100,2022-02-15-09:56:16,2.121962
101,2022-02-15-09:56:18,2.592067
102,2022-02-15-09:56:20,1.956267
103,2022-02-15-09:56:24,3.540646
104,2022-02-15-09:56:28,4.005171
105,2022-02-15-09:56:29,1.649046
106,2022-02-15-09:56:32,2.237221
107,2022-02-15-09:56:34,2.385737
108,2022-02-15-09:56:36,1.735193
109,2022-02-15-09:56:38,1.938714
110,2022-02-15-09:56:39,1.016356
111,2022-02-15-09:56:40,1.722320
112,2022-02-15-09:56:43,2.218048
113,2022-02-15-09:56:44,1.752124
114,2022-02-15-09:56:46,1.739775
115,2022-02-15-09:56:48,1.735836
116,2022-02-15-09:56:49,1.518038
117,2022-02-15-09:56:51,1.856558
118,2022-02-15-09:56:54,3.095223
119,2022-02-15-09:56:57,3.090854
120,2022-02-15-09:56:59,1.759669
121,2022-02-15-09:57:01,1.839704
122,2022-02-15-09:57:05,4.008513
123,2022-02-15-09:57:08,3.434066
124,2022-02-15-09:57:11,2.360812
125,2022-02-15-09:57:13,2.259847
126,2022-02-15-09:57:17,3.522484
127,2022-02-15-09:57:20,3.625912
128,2022-02-15-09:57:23,2.558185
129,2022-02-15-09:57:24,1.742989
130,2022-02-15-09:57:28,3.454421
131,2022-02-15-09:57:31,3.079647
132,2022-02-15-09:57:33,1.946443
133,2022-02-15-09:57:35,2.220812
134,2022-02-15-09:57:37,2.148420
135,2022-02-15-09:57:39,1.841403
136,2022-02-15-09:57:41,1.715267
137,2022-02-15-09:57:43,1.730818
138,2022-02-15-09:57:44,1.836436
139,2022-02-15-09:57:46,1.922518
140,2022-02-15-09:57:48,1.626007
141,2022-02-15-09:57:52,3.836769
