iteration,date,executiontime
1,2022-02-15-11:06:03,3.122111
2,2022-02-15-11:06:04,1.314304
3,2022-02-15-11:06:08,3.585736
4,2022-02-15-11:06:11,3.117426
5,2022-02-15-11:06:15,4.238699
6,2022-02-15-11:06:17,1.612477
7,2022-02-15-11:06:20,3.633269
8,2022-02-15-11:06:24,3.784963
9,2022-02-15-11:06:26,1.619169
10,2022-02-15-11:06:28,1.879301
11,2022-02-15-11:06:30,1.981808
12,2022-02-15-11:06:32,1.919802
13,2022-02-15-11:06:34,1.989654
14,2022-02-15-11:06:35,1.337033
15,2022-02-15-11:06:37,1.855507
16,2022-02-15-11:06:38,1.651354
17,2022-02-15-11:06:39,1.035561
18,2022-02-15-11:06:41,1.532809
19,2022-02-15-11:06:42,1.316632
20,2022-02-15-11:06:46,3.631065
21,2022-02-15-11:06:50,3.706434
22,2022-02-15-11:06:53,2.922367
23,2022-02-15-11:06:55,2.117692
24,2022-02-15-11:06:57,2.557001
25,2022-02-15-11:06:59,1.526773
26,2022-02-15-11:07:01,2.250895
27,2022-02-15-11:07:03,2.219151
28,2022-02-15-11:07:05,1.580537
29,2022-02-15-11:07:07,1.940423
30,2022-02-15-11:07:09,1.929200
31,2022-02-15-11:07:11,1.916026
32,2022-02-15-11:07:13,2.406456
33,2022-02-15-11:07:16,3.332594
34,2022-02-15-11:07:20,3.594502
35,2022-02-15-11:07:24,4.500325
36,2022-02-15-11:07:29,4.226965
37,2022-02-15-11:07:31,1.820727
38,2022-02-15-11:07:34,3.726910
39,2022-02-15-11:07:36,1.994167
40,2022-02-15-11:07:38,1.755738
41,2022-02-15-11:07:42,4.324156
42,2022-02-15-11:07:47,4.629786
43,2022-02-15-11:07:49,2.033510
44,2022-02-15-11:07:52,3.329579
45,2022-02-15-11:07:56,3.278854
46,2022-02-15-11:07:59,3.240826
47,2022-02-15-11:08:02,3.068882
48,2022-02-15-11:08:04,2.158281
49,2022-02-15-11:08:07,3.060363
50,2022-02-15-11:08:10,3.200159
51,2022-02-15-11:08:13,2.569440
52,2022-02-15-11:08:16,3.111979
53,2022-02-15-11:08:20,3.593702
54,2022-02-15-11:08:22,1.997283
55,2022-02-15-11:08:25,3.159608
56,2022-02-15-11:08:29,4.034183
57,2022-02-15-11:08:31,1.890497
58,2022-02-15-11:08:32,1.620268
59,2022-02-15-11:08:34,1.954966
60,2022-02-15-11:08:37,2.597296
61,2022-02-15-11:08:39,2.629326
62,2022-02-15-11:08:43,3.108320
63,2022-02-15-11:08:46,3.666218
64,2022-02-15-11:08:48,2.087523
65,2022-02-15-11:08:50,1.726660
66,2022-02-15-11:08:52,2.081847
67,2022-02-15-11:08:54,2.216979
68,2022-02-15-11:08:57,2.589371
69,2022-02-15-11:09:00,3.331525
70,2022-02-15-11:09:02,1.790965
71,2022-02-15-11:09:04,1.539429
72,2022-02-15-11:09:05,1.856360
73,2022-02-15-11:09:09,3.197318
74,2022-02-15-11:09:12,3.312562
75,2022-02-15-11:09:14,1.928578
76,2022-02-15-11:09:17,2.621953
77,2022-02-15-11:09:18,1.820813
78,2022-02-15-11:09:20,1.921896
79,2022-02-15-11:09:22,1.983930
80,2022-02-15-11:09:24,1.525540
81,2022-02-15-11:09:26,1.755924
82,2022-02-15-11:09:27,1.940877
83,2022-02-15-11:09:29,1.318677
84,2022-02-15-11:09:32,3.577185
85,2022-02-15-11:09:36,4.070213
86,2022-02-15-11:09:38,1.903384
87,2022-02-15-11:09:41,2.224135
88,2022-02-15-11:09:43,1.935630
89,2022-02-15-11:09:44,1.958513
90,2022-02-15-11:09:46,1.716583
91,2022-02-15-11:09:48,1.730186
92,2022-02-15-11:09:50,2.056888
93,2022-02-15-11:09:54,4.314810
94,2022-02-15-11:09:58,3.904590
95,2022-02-15-11:10:00,1.723029
96,2022-02-15-11:10:02,2.226833
97,2022-02-15-11:10:04,2.231370
98,2022-02-15-11:10:06,1.889833
99,2022-02-15-11:10:08,1.720311
100,2022-02-15-11:10:10,2.240052
101,2022-02-15-11:10:12,2.220689
102,2022-02-15-11:10:16,3.132914
103,2022-02-15-11:10:19,3.433082
104,2022-02-15-11:10:21,1.881919
105,2022-02-15-11:10:23,1.999856
106,2022-02-15-11:10:25,1.939596
107,2022-02-15-11:10:27,1.816899
108,2022-02-15-11:10:28,1.720357
109,2022-02-15-11:10:31,2.529030
110,2022-02-15-11:10:34,2.838921
111,2022-02-15-11:10:36,2.223771
112,2022-02-15-11:10:39,2.648130
113,2022-02-15-11:10:41,2.810136
114,2022-02-15-11:10:44,2.232144
115,2022-02-15-11:10:46,1.995063
116,2022-02-15-11:10:48,1.987256
117,2022-02-15-11:10:50,2.306598
118,2022-02-15-11:10:52,1.703769
119,2022-02-15-11:10:53,1.527281
