iteration,date,executiontime
1,2022-02-15-05:18:23,2.441318
2,2022-02-15-05:18:26,2.328750
3,2022-02-15-05:18:27,1.637212
4,2022-02-15-05:18:31,3.778376
5,2022-02-15-05:18:34,3.511663
6,2022-02-15-05:18:36,1.723827
7,2022-02-15-05:18:38,2.269755
8,2022-02-15-05:18:40,1.620694
9,2022-02-15-05:18:42,2.031014
10,2022-02-15-05:18:44,1.889204
11,2022-02-15-05:18:45,1.321130
12,2022-02-15-05:18:47,1.707792
13,2022-02-15-05:18:49,1.951198
14,2022-02-15-05:18:51,1.810760
15,2022-02-15-05:18:53,1.766681
16,2022-02-15-05:18:54,1.800201
17,2022-02-15-05:18:58,3.137843
18,2022-02-15-05:19:01,3.714817
19,2022-02-15-05:19:03,2.144268
20,2022-02-15-05:19:06,2.293703
21,2022-02-15-05:19:08,1.987673
22,2022-02-15-05:19:10,2.265264
23,2022-02-15-05:19:12,1.733592
24,2022-02-15-05:19:14,1.943653
25,2022-02-15-05:19:16,2.266491
26,2022-02-15-05:19:18,2.245185
27,2022-02-15-05:19:20,2.240684
28,2022-02-15-05:19:22,1.986272
29,2022-02-15-05:19:25,2.626454
30,2022-02-15-05:19:27,1.802593
31,2022-02-15-05:19:29,2.303573
32,2022-02-15-05:19:31,2.329875
33,2022-02-15-05:19:33,2.072418
34,2022-02-15-05:19:35,1.059284
35,2022-02-15-05:19:36,1.757208
36,2022-02-15-05:19:38,1.852243
37,2022-02-15-05:19:40,1.398962
38,2022-02-15-05:19:41,1.641121
39,2022-02-15-05:19:43,2.285919
40,2022-02-15-05:19:47,3.200257
41,2022-02-15-05:19:51,4.117963
42,2022-02-15-05:19:54,2.735164
43,2022-02-15-05:19:57,3.357176
44,2022-02-15-05:20:01,3.897234
45,2022-02-15-05:20:03,1.802369
46,2022-02-15-05:20:05,2.697398
47,2022-02-15-05:20:08,2.791100
48,2022-02-15-05:20:12,3.582661
49,2022-02-15-05:20:16,4.081459
50,2022-02-15-05:20:18,1.855906
51,2022-02-15-05:20:20,1.966766
52,2022-02-15-05:20:21,1.369550
53,2022-02-15-05:20:22,1.387241
54,2022-02-15-05:20:24,1.489141
55,2022-02-15-05:20:26,1.774303
56,2022-02-15-05:20:27,1.745195
57,2022-02-15-05:20:31,3.530798
58,2022-02-15-05:20:34,3.601960
59,2022-02-15-05:20:36,1.947631
60,2022-02-15-05:20:38,1.689771
61,2022-02-15-05:20:41,2.387939
62,2022-02-15-05:20:43,2.634644
63,2022-02-15-05:20:46,2.748380
64,2022-02-15-05:20:49,3.435379
65,2022-02-15-05:20:53,3.641413
66,2022-02-15-05:20:55,1.696504
67,2022-02-15-05:20:57,2.264017
68,2022-02-15-05:20:59,2.331747
69,2022-02-15-05:21:01,1.935637
70,2022-02-15-05:21:03,2.237244
71,2022-02-15-05:21:05,1.638490
72,2022-02-15-05:21:08,2.737453
73,2022-02-15-05:21:11,3.215973
74,2022-02-15-05:21:13,1.740229
75,2022-02-15-05:21:16,2.852018
76,2022-02-15-05:21:18,2.025014
77,2022-02-15-05:21:20,2.463313
78,2022-02-15-05:21:22,2.308300
79,2022-02-15-05:21:25,2.651754
80,2022-02-15-05:21:28,3.036754
81,2022-02-15-05:21:32,3.562492
82,2022-02-15-05:21:34,2.091928
83,2022-02-15-05:21:36,2.241492
84,2022-02-15-05:21:38,1.527688
85,2022-02-15-05:21:39,1.721224
86,2022-02-15-05:21:41,1.548667
87,2022-02-15-05:21:43,2.103911
88,2022-02-15-05:21:45,2.208543
89,2022-02-15-05:21:47,1.933625
90,2022-02-15-05:21:51,3.438069
91,2022-02-15-05:21:54,3.977153
92,2022-02-15-05:21:56,1.927921
93,2022-02-15-05:21:58,1.190943
