iteration,date,executiontime
1,2022-02-15-06:56:10,2.911168
2,2022-02-15-06:56:12,1.855498
3,2022-02-15-06:56:14,1.938681
4,2022-02-15-06:56:15,1.740947
5,2022-02-15-06:56:18,2.258571
6,2022-02-15-06:56:20,2.256151
7,2022-02-15-06:56:22,1.930080
8,2022-02-15-06:56:24,2.232288
9,2022-02-15-06:56:26,2.136693
10,2022-02-15-06:56:28,2.142994
11,2022-02-15-06:56:31,2.347060
12,2022-02-15-06:56:33,1.736394
13,2022-02-15-06:56:34,1.637562
14,2022-02-15-06:56:36,1.966922
15,2022-02-15-06:56:38,1.804206
16,2022-02-15-06:56:40,1.714460
17,2022-02-15-06:56:41,1.633114
18,2022-02-15-06:56:43,1.927368
19,2022-02-15-06:56:45,1.938900
20,2022-02-15-06:56:47,1.599856
21,2022-02-15-06:56:48,1.669367
22,2022-02-15-06:56:50,1.318836
23,2022-02-15-06:56:52,1.900423
24,2022-02-15-06:56:54,1.925494
25,2022-02-15-06:56:56,1.925079
26,2022-02-15-06:56:58,2.601619
27,2022-02-15-06:57:01,3.079687
28,2022-02-15-06:57:04,3.035763
29,2022-02-15-06:57:06,1.964745
30,2022-02-15-06:57:08,2.001156
31,2022-02-15-06:57:11,2.572102
32,2022-02-15-06:57:13,1.834341
33,2022-02-15-06:57:14,1.719304
34,2022-02-15-06:57:16,1.676601
35,2022-02-15-06:57:18,2.226230
36,2022-02-15-06:57:21,2.447468
37,2022-02-15-06:57:23,1.921960
38,2022-02-15-06:57:25,1.935655
39,2022-02-15-06:57:26,1.931526
40,2022-02-15-06:57:28,1.931217
41,2022-02-15-06:57:30,1.695477
42,2022-02-15-06:57:32,1.895465
43,2022-02-15-06:57:34,1.524030
44,2022-02-15-06:57:35,1.729764
45,2022-02-15-06:57:38,2.260130
46,2022-02-15-06:57:40,2.277183
47,2022-02-15-06:57:42,2.235761
48,2022-02-15-06:57:44,1.744614
49,2022-02-15-06:57:46,1.756850
50,2022-02-15-06:57:48,2.558484
51,2022-02-15-06:57:50,1.922284
52,2022-02-15-06:57:51,1.087191
53,2022-02-15-06:57:53,2.216918
54,2022-02-15-06:57:55,2.163247
55,2022-02-15-06:57:59,4.004624
56,2022-02-15-06:58:03,3.461189
57,2022-02-15-06:58:06,3.440304
58,2022-02-15-06:58:10,3.607860
59,2022-02-15-06:58:11,1.087982
60,2022-02-15-06:58:13,1.539864
61,2022-02-15-06:58:14,1.739792
62,2022-02-15-06:58:16,2.099532
63,2022-02-15-06:58:19,2.117642
64,2022-02-15-06:58:20,1.686347
65,2022-02-15-06:58:22,1.618677
66,2022-02-15-06:58:26,4.156394
67,2022-02-15-06:58:30,3.582035
68,2022-02-15-06:58:32,2.227810
69,2022-02-15-06:58:35,3.636572
70,2022-02-15-06:58:39,3.433705
71,2022-02-15-06:58:40,1.024112
72,2022-02-15-06:58:42,1.685030
73,2022-02-15-06:58:44,2.605494
74,2022-02-15-06:58:47,2.604584
75,2022-02-15-06:58:49,2.119303
76,2022-02-15-06:58:51,1.783067
77,2022-02-15-06:58:53,2.554805
78,2022-02-15-06:58:57,4.045953
79,2022-02-15-06:59:01,3.824861
80,2022-02-15-06:59:03,1.719522
81,2022-02-15-06:59:04,1.036782
82,2022-02-15-06:59:06,1.647427
83,2022-02-15-06:59:08,2.584657
84,2022-02-15-06:59:11,2.623355
85,2022-02-15-06:59:13,2.528732
86,2022-02-15-06:59:16,2.596472
87,2022-02-15-06:59:20,3.631578
88,2022-02-15-06:59:23,3.632842
89,2022-02-15-06:59:25,2.123901
90,2022-02-15-06:59:27,1.545598
91,2022-02-15-06:59:29,1.926826
