iteration,date,executiontime
1,2022-02-15-06:56:10,2.698054
2,2022-02-15-06:56:12,2.126997
3,2022-02-15-06:56:14,2.121096
4,2022-02-15-06:56:16,2.167027
5,2022-02-15-06:56:18,2.038447
6,2022-02-15-06:56:21,2.151492
7,2022-02-15-06:56:22,1.491736
8,2022-02-15-06:56:24,1.500242
9,2022-02-15-06:56:25,1.850517
10,2022-02-15-06:56:27,1.702379
11,2022-02-15-06:56:30,2.615115
12,2022-02-15-06:56:32,2.206208
13,2022-02-15-06:56:35,3.581550
14,2022-02-15-06:56:39,3.117646
15,2022-02-15-06:56:41,2.579689
16,2022-02-15-06:56:43,1.861377
17,2022-02-15-06:56:45,2.229683
18,2022-02-15-06:56:47,2.232444
19,2022-02-15-06:56:49,1.886534
20,2022-02-15-06:56:53,4.003928
21,2022-02-15-06:56:57,3.440157
22,2022-02-15-06:56:58,1.535124
23,2022-02-15-06:57:00,1.736574
24,2022-02-15-06:57:02,1.508494
25,2022-02-15-06:57:04,2.588065
26,2022-02-15-06:57:06,2.142774
27,2022-02-15-06:57:08,2.159685
28,2022-02-15-06:57:11,2.214921
29,2022-02-15-06:57:13,2.232560
30,2022-02-15-06:57:15,1.744000
31,2022-02-15-06:57:16,1.733245
32,2022-02-15-06:57:18,1.853552
33,2022-02-15-06:57:20,1.906171
34,2022-02-15-06:57:22,1.773551
35,2022-02-15-06:57:24,1.952379
36,2022-02-15-06:57:26,1.968522
37,2022-02-15-06:57:28,1.766600
38,2022-02-15-06:57:29,1.524725
39,2022-02-15-06:57:33,3.441429
40,2022-02-15-06:57:36,3.436314
41,2022-02-15-06:57:38,1.999967
42,2022-02-15-06:57:40,1.859295
43,2022-02-15-06:57:42,1.787626
44,2022-02-15-06:57:43,1.724738
45,2022-02-15-06:57:45,1.866268
46,2022-02-15-06:57:47,1.868789
47,2022-02-15-06:57:49,1.780640
48,2022-02-15-06:57:51,1.755847
49,2022-02-15-06:57:52,1.517965
50,2022-02-15-06:57:53,1.079174
51,2022-02-15-06:57:55,1.995136
52,2022-02-15-06:57:58,2.610738
53,2022-02-15-06:58:00,2.125081
54,2022-02-15-06:58:02,1.757100
55,2022-02-15-06:58:04,2.200038
56,2022-02-15-06:58:07,2.588420
57,2022-02-15-06:58:08,1.761183
58,2022-02-15-06:58:10,1.732571
59,2022-02-15-06:58:12,1.900891
60,2022-02-15-06:58:15,2.606526
61,2022-02-15-06:58:17,2.566122
62,2022-02-15-06:58:20,2.588911
63,2022-02-15-06:58:21,1.722203
64,2022-02-15-06:58:22,1.041460
65,2022-02-15-06:58:24,1.038865
66,2022-02-15-06:58:26,2.034857
67,2022-02-15-06:58:28,2.252022
68,2022-02-15-06:58:29,1.646676
69,2022-02-15-06:58:33,3.551305
70,2022-02-15-06:58:37,3.869756
71,2022-02-15-06:58:41,3.851599
72,2022-02-15-06:58:44,3.504140
73,2022-02-15-06:58:46,1.941278
74,2022-02-15-06:58:48,1.522632
75,2022-02-15-06:58:50,1.955823
76,2022-02-15-06:58:51,1.014008
77,2022-02-15-06:58:52,1.527892
78,2022-02-15-06:58:54,1.732795
79,2022-02-15-06:58:56,1.720503
80,2022-02-15-06:58:57,1.052417
81,2022-02-15-06:58:59,2.243621
82,2022-02-15-06:59:01,2.387325
83,2022-02-15-06:59:03,1.521051
84,2022-02-15-06:59:06,3.433739
85,2022-02-15-06:59:10,3.439182
86,2022-02-15-06:59:11,1.519937
87,2022-02-15-06:59:12,1.084318
88,2022-02-15-06:59:16,3.493360
89,2022-02-15-06:59:20,3.883590
90,2022-02-15-06:59:21,1.717717
91,2022-02-15-06:59:23,1.551759
92,2022-02-15-06:59:24,1.016988
93,2022-02-15-06:59:26,2.233674
94,2022-02-15-06:59:29,2.387289
95,2022-02-15-06:59:30,1.033742
96,2022-02-15-06:59:32,2.227693
97,2022-02-15-06:59:34,2.164006
98,2022-02-15-06:59:37,2.613263
99,2022-02-15-06:59:39,2.584732
100,2022-02-15-06:59:41,2.163383
101,2022-02-15-06:59:44,2.593114
102,2022-02-15-06:59:46,1.988171
103,2022-02-15-06:59:50,3.537747
104,2022-02-15-06:59:54,3.961062
105,2022-02-15-06:59:55,1.662918
106,2022-02-15-06:59:57,2.217067
107,2022-02-15-07:00:00,2.392463
