iteration,date,executiontime
1,2022-02-15-13:05:27,3.087357
2,2022-02-15-13:05:30,2.217266
3,2022-02-15-13:05:31,1.779952
4,2022-02-15-13:05:35,3.444568
5,2022-02-15-13:05:39,3.856457
6,2022-02-15-13:05:41,2.082369
7,2022-02-15-13:05:43,2.595769
8,2022-02-15-13:05:46,2.590414
9,2022-02-15-13:05:48,2.374491
10,2022-02-15-13:05:50,1.861965
11,2022-02-15-13:05:52,2.260682
12,2022-02-15-13:05:54,1.626909
13,2022-02-15-13:05:58,3.533178
14,2022-02-15-13:06:01,3.581157
15,2022-02-15-13:06:03,1.646257
16,2022-02-15-13:06:05,2.235311
17,2022-02-15-13:06:07,2.192070
18,2022-02-15-13:06:10,2.355403
19,2022-02-15-13:06:11,1.039966
20,2022-02-15-13:06:12,1.632328
21,2022-02-15-13:06:14,1.620159
22,2022-02-15-13:06:16,1.918840
23,2022-02-15-13:06:18,2.349456
24,2022-02-15-13:06:22,3.707366
25,2022-02-15-13:06:25,3.565149
26,2022-02-15-13:06:29,3.603815
27,2022-02-15-13:06:32,3.468796
28,2022-02-15-13:06:34,1.084836
29,2022-02-15-13:06:37,3.577084
30,2022-02-15-13:06:41,3.558000
31,2022-02-15-13:06:42,1.325576
32,2022-02-15-13:06:44,1.744663
33,2022-02-15-13:06:46,1.902166
34,2022-02-15-13:06:49,3.453053
35,2022-02-15-13:06:52,3.097331
36,2022-02-15-13:06:54,1.888798
37,2022-02-15-13:06:56,1.854788
38,2022-02-15-13:06:58,1.850957
39,2022-02-15-13:06:59,1.543436
40,2022-02-15-13:07:01,1.762871
41,2022-02-15-13:07:03,2.188488
42,2022-02-15-13:07:05,2.127726
43,2022-02-15-13:07:07,1.689029
44,2022-02-15-13:07:08,1.320519
45,2022-02-15-13:07:10,1.520572
46,2022-02-15-13:07:12,1.720938
47,2022-02-15-13:07:13,1.600558
48,2022-02-15-13:07:15,1.706968
49,2022-02-15-13:07:17,1.889524
50,2022-02-15-13:07:18,1.539122
51,2022-02-15-13:07:20,1.721625
52,2022-02-15-13:07:22,1.529567
53,2022-02-15-13:07:23,1.764419
54,2022-02-15-13:07:25,1.738149
55,2022-02-15-13:07:27,1.773741
56,2022-02-15-13:07:29,1.936877
57,2022-02-15-13:07:31,1.662506
58,2022-02-15-13:07:32,1.327895
59,2022-02-15-13:07:33,1.522034
60,2022-02-15-13:07:35,1.869359
61,2022-02-15-13:07:38,3.101848
62,2022-02-15-13:07:41,3.091761
63,2022-02-15-13:07:44,2.592363
64,2022-02-15-13:07:47,2.595840
65,2022-02-15-13:07:48,1.724589
66,2022-02-15-13:07:50,1.655236
67,2022-02-15-13:07:54,3.441535
68,2022-02-15-13:07:57,3.098353
69,2022-02-15-13:07:59,1.997498
70,2022-02-15-13:08:01,1.935360
71,2022-02-15-13:08:04,3.127451
72,2022-02-15-13:08:07,3.536778
73,2022-02-15-13:08:09,1.910869
74,2022-02-15-13:08:12,2.572218
75,2022-02-15-13:08:13,1.651489
76,2022-02-15-13:08:15,1.936074
77,2022-02-15-13:08:17,1.859088
78,2022-02-15-13:08:21,3.454744
79,2022-02-15-13:08:24,3.450171
80,2022-02-15-13:08:26,1.535190
81,2022-02-15-13:08:27,1.065468
82,2022-02-15-13:08:29,1.951420
83,2022-02-15-13:08:32,3.141226
84,2022-02-15-13:08:35,3.555858
85,2022-02-15-13:08:37,1.932200
86,2022-02-15-13:08:40,2.578499
87,2022-02-15-13:08:42,2.566413
88,2022-02-15-13:08:46,3.136545
89,2022-02-15-13:08:49,3.542487
90,2022-02-15-13:08:51,1.626604
91,2022-02-15-13:08:53,1.887370
92,2022-02-15-13:08:55,2.564404
93,2022-02-15-13:08:57,1.524799
94,2022-02-15-13:09:00,3.100483
95,2022-02-15-13:09:03,3.557838
96,2022-02-15-13:09:05,1.621216
97,2022-02-15-13:09:07,2.227508
98,2022-02-15-13:09:09,2.298069
99,2022-02-15-13:09:12,2.095242
100,2022-02-15-13:09:14,2.078435
101,2022-02-15-13:09:17,3.852255
102,2022-02-15-13:09:21,3.536035
103,2022-02-15-13:09:23,1.975983
104,2022-02-15-13:09:25,2.234429
105,2022-02-15-13:09:27,1.729222
106,2022-02-15-13:09:29,1.728534
107,2022-02-15-13:09:31,2.219892
108,2022-02-15-13:09:33,2.228221
109,2022-02-15-13:09:35,1.643411
110,2022-02-15-13:09:36,1.089041
111,2022-02-15-13:09:38,1.724596
112,2022-02-15-13:09:39,1.741246
113,2022-02-15-13:09:41,1.797156
114,2022-02-15-13:09:43,1.540829
115,2022-02-15-13:09:45,1.923531
116,2022-02-15-13:09:48,3.550111
117,2022-02-15-13:09:51,3.117144
118,2022-02-15-13:09:53,2.156897
119,2022-02-15-13:09:56,2.603339
120,2022-02-15-13:09:58,1.746420
121,2022-02-15-13:09:59,1.537018
122,2022-02-15-13:10:01,1.762534
123,2022-02-15-13:10:04,2.564515
124,2022-02-15-13:10:06,2.227334
125,2022-02-15-13:10:09,3.529046
126,2022-02-15-13:10:13,3.105481
127,2022-02-15-13:10:14,1.887687
128,2022-02-15-13:10:16,1.512975
